Planet_name,Orbit_period,Semi_major_axis,Eccentricity,Mass (EU),Radius (EU),Density,Eqilibrium_temp,Insolation_flux,Distance,Effective_temp,Surface_Stellar_gravity,Stellar_luminosity,Stellar_mass,Stellar_radius,Habitable
KELT-20 b,3.4741085,0.0542,0,1074.90106,19.515,0.806,2262,4362.5,139.7,8720,4.29,1.104,1.76,1.56,0
KELT-21 b,3.6127647,0.05224,0,1242.7153,17.777,1.24,2051,2950,415,7598,4.17,0.905,1.46,1.64,0
KELT-3 b,2.70339,0.04122,0,616.5902,17.486,0.75,1816,,178,6304,4.2,0.608,1.96,1.7,0
KELT-4 A b,2.9895932,0.04317,0,286.68266,19.044,0.228,1823,,210,6206,4.11,0.535,1.2,1.6,0
KELT-6 b,7.8457,0.07939,0.22,165.2716,14.572,0.311,1313,,222,6102,4.07,0.555,1.42,1.73,0
KELT-6 c,1276,2.39,0.21,1179.1493,13,2.95,,,222,6102,4.07,0.555,1.42,1.73,0
KELT-7 b,2.73477,0.04415,0,441.7837,17.934,0.442,2048,,129,6768,4.5,0.757,1.76,1.81,0
KELT-8 b,3.24406,0.04571,0.04,209.7678,18.159,0.167,1675,,236,5754,4.08,0.213,0.81,1.46,0
KELT-9 b,1.4811235,0.03462,0,915.3504,21.196,0.53,4050,44900,188.7,10170,4.09,1.724,2.52,2.36,0
KIC 10001893 b,0.2197,,,,,,,,1758.47,27500,5.35,3.54,,2.58,0
KIC 10001893 c,0.32528,,,,,,,,1758.47,27500,5.35,3.54,,2.58,0
KIC 10001893 d,0.81161,,,,,,,,1758.47,27500,5.35,3.54,,2.58,0
KIC 10525077 b,854.083,,,25.9,5.5,0.855,,,1464.12,6091,4.42,0.129,1.01,1.01,0
KIC 3558849 b,1322.3,,,38.1,6.9,0.637,,,1215.64,6175,4.44,0.405,0.98,1.01,0
KIC 5437945 b,440.7813,,,33.6,6.4,0.704,,,848,6340,4.16,0.612,1.07,1.24,0
KIC 5951458 b,1320.1,,,35.4,6.6,0.677,,,742.54,6258,4.08,0.556,0.98,1.52,0
KIC 7917485 b,840,,0.15,3750.394,12.4,10.8,,,1382.51,7067,4,0.996,1.63,2.01,0
KIC 8540376 b,31.8099,,,15.8,4.1,1.26,,,1072.12,6474,4.31,0.265,1.04,1.26,0
KIC 8540376 c,75.2,,,6.35,2.4,2.52,,,1072.12,6474,4.31,0.265,1.04,1.26,0
KIC 9663113 b,572.3847,,,19.2,4.6,1.08,,3.36,1594.34,6065,4.42,0.755,0.98,1.03,0
KMT-2016-BLG-1107L b,,0.342,,1043.43589,13.1,2.55,,,6651,,,,0.09,,0
KMT-2016-BLG-1397L b,,5.1,,2224.81,12.7,5.97,,,6600,,,,0.45,,0
KMT-2016-BLG-1820L b,,1.08,,1452.4831,12.9,3.72,,,6260,,,,0.04,,0
KMT-2016-BLG-2142L b,,0.83,,4923.1867,12.2,14.9,,,7010,,,,0.07,,0
KOI-12 b,17.85523,0.151,0.72,1690.8556,17.262,1.81,,196.51,426,6820,4.34,0.574,1.82,1.75,0
KOI-1257 b,86.647661,0.382,0.772,460.83,10.54,2.1,511,,900,5520,4.32,0.029,0.99,1.13,0
KOI-13 b,1.763588,0.03641,0.00064,2949.4624,16.948,3.6,2550,25339.9,415,7650,4.2,0.971,1.72,1.74,0
KOI-142 b,10.95416,,0.05593,8.7,3.78,0.87,,68.56,339,5471,4.53,-0.223,0.96,0.88,0
KOI-142 c,22.3395,0.15525,0.05628,198.8,14.1,0.39,,,339,5471,4.53,-0.223,0.96,0.88,0
KOI-217 b,3.90512,0.0477,0,,12.442,,,272.03,800,5545,4.53,-0.209,0.95,0.86,0
KOI-351 b,7.008151,0.074,,2.27,1.31,5.55,,316.44,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 c,8.719375,0.089,,1.81,1.19,5.9,,236.31,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 d,59.73667,0.32,,8.6,2.87,2,,18.17,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 e,91.93913,0.42,,7.56,2.66,2.21,,10.23,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 f,124.9144,0.48,,8.65,2.88,1.99,,6.8,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 g,210.60697,0.71,,254.264,8.1,,,3.39,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 h,331.60059,1.01,,381.396,11.3,,,1.85,780,6080,4.4,0.25,1.2,1.2,0
KOI-351 i,14.44912,,,2.3,1.32,5.5,709,,780,6080,4.4,0.25,1.2,1.2,0
KOI-3680 b,141.241671,0.534,0.496,613.4119,11.097,2.46,347,,946.59,5830,4.47,0.033,1.01,0.96,0
KOI-55 b,0.240104,0.006,,0.44,0.759,5.53,,,1180,27730,5.52,1.36,0.5,0.2,0
KOI-55 c,0.342887,0.0076,,0.655,0.867,5.52,,,1180,27730,5.52,1.36,0.5,0.2,0
KOI-94 b,3.743208,0.05119,0.25,10.5,1.71,10.1,1486,1053.18,462,6182,4.18,0.479,1.28,1.52,0
KOI-94 c,10.423648,0.1013,0.43,15.6,4.32,0.91,1012,268.22,462,6182,4.18,0.479,1.28,1.52,0
KOI-94 d,22.342989,0.1684,0.022,106,11.27,0.363,806,97.12,462,6182,4.18,0.479,1.28,1.52,0
KOI-94 e,54.32031,0.3046,0.019,35,6.56,0.6,584,29.7,462,6182,4.18,0.479,1.28,1.52,0
KPS-1 b,1.706291,0.0269,0,346.4347,11.545,1.31,1459,729,264.69,5165,4.47,-0.353,0.89,0.91,0
Kapteyn c,121.54,0.311,0.23,7,2.54,2.35,,,3.93,3550,,-2,0.28,0.29,0
Kepler-10 b,0.837491,0.0172,0.06,4.60853,1.481,8,2130,3741.78,173,5627,4.35,0.053,0.91,1.06,0
Kepler-10 c,45.294301,0.241,0,17.2,2.35,7.1,584,18.3,173,5627,4.35,0.053,0.91,1.06,0
Kepler-100 b,6.88705,,0.13,7.34,1.32,14.25,,478.21,297,5825,4.12,0.4,1.08,1.49,0
Kepler-100 c,12.8159,,0.02,7.05,2.2,,,208.66,297,5825,4.12,0.4,1.08,1.49,0
Kepler-100 d,35.3331,,0.38,3,1.61,,,53.98,297,5825,4.12,0.4,1.08,1.49,0
Kepler-1000 b,120.0181272,,,20.3,4.76,1.03,,18,925,6453,4.23,0.709,1.4,1.51,0
Kepler-1001 b,14.30511983,,,10.1,3.15,1.78,,40.85,1009,5491,4.52,-0.283,0.9,0.88,0
Kepler-1002 b,4.33642933,,,3.57,1.71,3.92,,,425,6144,4.13,0.501,1.22,1.57,0
Kepler-1003 b,3.55485691,,,3.82,1.78,3.72,,814.92,873,6109,4.35,0.234,1.11,1.17,0
Kepler-1004 b,5.28789787,,,32.5,6.28,0.721,,1610.09,1080,4972,3.43,0.713,1.11,3.39,0
Kepler-1005 b,6.49801525,,,2.86,1.5,4.66,,301.33,515,5782,4.38,0.121,1,1.06,0
Kepler-1006 b,19.76172042,,,2.99,1.54,4.5,,153.49,496,5328,4.59,-0.4,0.78,0.74,0
Kepler-1007 b,5.18500207,,,2.67,1.44,4.91,,,365,4587,4.62,-0.568,0.73,0.7,0
Kepler-1008 b,12.43931193,,,2.18,1.28,5.71,,35.41,299,5066,4.56,-0.518,0.81,0.78,0
Kepler-1009 b,11.35011917,,,5.35,2.17,2.88,,11.56,281,4027,4.7,-0.893,0.59,0.57,0
Kepler-101 b,3.4876812,0.0474,0.086,51.1,5.77,1.45,1513,1240.33,657,5667,4.12,0.417,1.17,1.56,0
Kepler-101 c,6.02976,0.0684,0,3.78,1.25,10.5,1413,596.07,657,5667,4.12,0.417,1.17,1.56,0
Kepler-1010 b,34.2685705,,,5.99,2.32,2.64,,10.17,610,5253,4.55,-0.424,0.86,0.82,0
Kepler-1011 b,5.75322197,,,8.6,2.87,2,,108.79,860,5416,4.52,-0.411,0.91,0.88,0
Kepler-1012 b,5.50860439,,,2.21,1.29,5.66,,191.81,420,5556,4.5,-0.203,0.95,0.91,0
Kepler-1013 b,18.93054959,,,5.27,2.15,2.91,,16.1,433,4954,4.59,-0.585,0.81,0.76,0
Kepler-1014 b,16.57110363,,,6.3,2.39,2.54,,33.48,672,5388,4.54,-0.335,0.88,0.84,0
Kepler-1015 b,16.00494214,,,12.3,3.55,1.51,,172.11,932,6769,4.09,0.515,1.49,1.81,0
Kepler-1016 b,1.95452434,,,5.39,2.18,2.86,,1445.2,1239,5821,4.44,0.085,0.99,1,0
Kepler-1016 c,105.6551369,,,13.1,3.68,1.44,,7.07,1239,5821,4.44,0.085,0.99,1,0
Kepler-1017 b,7.23400469,,,4.62,1.99,3.22,,119.6,554,5473,4.53,-0.241,0.93,0.87,0
Kepler-1018 b,49.1013514,,,7.18,2.58,2.3,,12.1,894,5518,4.52,-0.086,0.91,0.88,0
Kepler-1019 b,1.41122985,,,2.73,1.46,4.82,,330.25,198,4433,4.64,-0.857,0.7,0.67,0
Kepler-102 b,5.28696,,,4.3,0.47,,,90.33,110,4909,4.58,-0.553,0.81,0.76,0
Kepler-102 c,7.07142,,,3,0.58,,,61.32,110,4909,4.58,-0.553,0.81,0.76,0
Kepler-102 d,10.3117,,,3.8,1.18,13.27,,37.04,110,4909,4.58,-0.553,0.81,0.76,0
Kepler-102 e,16.1457,,,8.93,2.22,4.68,,20.39,110,4909,4.58,-0.553,0.81,0.76,0
Kepler-102 f,27.4536,,,5.2,0.88,,,10.05,110,4909,4.58,-0.553,0.81,0.76,0
Kepler-1020 b,96.9151496,,,5.82,2.28,2.7,,2.34,446,5227,4.57,-0.442,0.87,0.8,0
Kepler-1021 b,13.47469571,,,6.04,2.33,2.62,,50.37,837,5431,4.53,-0.318,0.89,0.86,0
Kepler-1022 b,10.99469878,,,6.17,2.36,2.58,,19.26,455,4445,4.64,-0.878,0.71,0.68,0
Kepler-1023 b,62.1387714,,,7.41,2.63,2.24,,6.98,686,5494,4.51,-0.2,0.93,0.89,0
Kepler-1024 b,66.4162133,,,14.5,3.91,1.33,,5.45,1017,5143,4.57,-0.385,0.81,0.78,0
Kepler-1025 b,37.3229493,,,4.58,1.98,3.24,,17.95,716,6089,4.37,0.271,1.09,1.13,0
Kepler-1026 b,36.5156053,,,5.52,2.21,2.81,,5.99,389,4948,4.59,-0.664,0.79,0.75,0
Kepler-1027 b,1.9078052,,,0.64,0.89,4.99,,1162.51,291,5436,4.57,-0.021,0.91,0.82,0
Kepler-1028 b,2.51462432,,,2.33,1.33,5.44,,519.64,633,5522,4.52,-0.255,0.9,0.87,0
Kepler-1029 b,4.41769648,,,2.13,1.26,5.85,,,422,5030,4.58,-0.674,0.82,0.77,0
Kepler-103 b,15.9654,,0.03,9.7,3.37,1.38,,150.54,485,5845,4.16,0.373,1.09,1.44,0
Kepler-103 c,179.612,,0.02,36.1,5.14,1.47,,5.97,485,5845,4.16,0.373,1.09,1.44,0
Kepler-1030 b,19.32952416,,,6.71,2.48,2.42,,16.88,795,4983,4.59,-0.593,0.8,0.76,0
Kepler-1031 b,1.22621732,,,0.59,0.87,4.92,,,741,6011,4.38,0.17,1.09,1.12,0
Kepler-1032 b,3.29011795,,,4.16,1.87,3.5,,176.14,607,4647,4.62,-0.655,0.77,0.71,0
Kepler-1033 b,7.56052806,,,6.85,2.51,2.38,,159.42,1425,5547,4.49,-0.121,0.94,0.92,0
Kepler-1034 b,12.12400943,,,5.73,2.26,2.73,,36.79,706,5198,4.57,-0.463,0.83,0.8,0
Kepler-1035 b,2.71407755,,,1.71,1.17,5.87,,1180.06,408,5763,4.45,0.196,0.98,0.97,0
Kepler-1036 b,122.8808058,,,9.32,3.01,1.88,,2.82,507,5533,4.52,-0.228,0.95,0.89,0
Kepler-1037 b,1.06378867,,,2.18,1.28,5.71,,1015.43,451,5105,4.57,-0.463,0.82,0.78,0
Kepler-1038 b,148.4603382,,,12.2,3.53,1.52,,1.51,622,5335,4.55,-0.48,0.87,0.83,0
Kepler-1039 b,0.93488424,,,2.73,1.46,4.82,,668.13,324,4870,4.6,-0.717,0.79,0.74,0
Kepler-104 b,11.427548,0.094,,19.6,3.1,3.62,,119.91,403,5711,4.11,0.057,1.01,1.35,0
Kepler-104 c,23.668205,0.153,,9.96,3.13,1.78,,45.44,403,5711,4.11,0.057,1.01,1.35,0
Kepler-104 d,51.755394,0.257,,12.5,3.58,1.5,,16.01,403,5711,4.11,0.057,1.01,1.35,0
Kepler-1040 b,201.1214,,,4.98,2.08,3.04,,2.12,473,5694,4.47,-0.071,0.98,0.96,0
Kepler-1041 b,24.7576421,,,8.96,2.94,1.94,,117.96,979,5957,4.4,0.477,1.06,1.08,0
Kepler-1042 b,10.13202575,,,5.43,2.19,2.84,,,659,4815,4.61,-0.6,0.75,0.72,0
Kepler-1043 b,38.5053398,,,7.04,2.55,2.33,,21.69,838,5629,4.5,-0.09,0.92,0.9,0
Kepler-1044 b,6.77408868,,,7.61,2.67,2.2,,218.5,1507,5985,4.38,-0.004,1.08,1.11,0
Kepler-1045 b,26.41045478,,,7.7,2.69,2.17,,19.13,971,5301,4.55,-0.344,0.86,0.82,0
Kepler-1046 b,14.37508035,,,3.57,1.71,3.92,,,518,5913,4.42,0.064,1.04,1.04,0
Kepler-1047 b,56.1886887,,,5.02,2.09,3.02,,28.85,566,5754,4.37,0.399,1.08,1.13,0
Kepler-1047 c,3.18897601,,,0.937,0.99,5.31,,1323.07,566,5754,4.37,0.399,1.08,1.13,0
Kepler-1048 b,6.92101021,,,3.22,1.61,4.24,,96.98,415,4651,4.62,-0.46,0.75,0.7,0
Kepler-1049 b,3.27346074,,,0.809,0.95,5.18,,50.43,129,3864,4.77,-1.178,0.51,0.49,0
Kepler-105 b,5.4122,0.066,0.47,5.1,4.81,0.252,1418,341.81,524,5827,4.35,0.082,0.96,0.89,0
Kepler-105 c,7.1262,0.0731,,4.6,1.31,11.2,997,161,524,5827,4.35,0.082,0.96,0.89,0
Kepler-1050 b,15.3787546,,,3.19,1.6,4.28,,62.02,555,6010,4.37,0.035,1.09,1.13,0
Kepler-1050 c,21.1284569,,,2.79,1.48,4.73,,40.64,555,6010,4.37,0.035,1.09,1.13,0
Kepler-1051 b,25.96200249,,,11.5,3.4,1.61,,87.46,1021,6675,4.12,0.475,1.43,1.73,0
Kepler-1052 b,34.8538276,,,8.91,2.93,1.95,,20.98,1051,5888,4.42,-0.089,1.03,1.03,0
Kepler-1053 b,2.41435165,,,0.904,0.98,5.28,,139.82,171,4529,4.63,-0.903,0.74,0.69,0
Kepler-1054 b,4.30655689,,,7.41,2.63,2.24,,760.52,1050,6209,4.26,0.342,1.22,1.34,0
Kepler-1055 b,2.29503623,,,2.04,1.23,6.02,,647.26,422,5723,4.49,-0.159,0.98,0.94,0
Kepler-1056 b,27.495606,,,9.32,3.01,1.88,,56.91,971,6127,4.33,0.12,1.12,1.2,0
Kepler-1057 b,14.08827448,,,11.2,3.36,1.62,,69.21,1462,5987,4.38,-0.163,1.07,1.1,0
Kepler-1058 b,110.96546,,,7.85,2.72,2.14,,,525,4644,4.63,-0.316,0.73,0.69,0
Kepler-1059 b,3.76419105,,,3.64,1.73,3.86,,174.07,673,4906,4.61,-0.563,0.75,0.72,0
Kepler-106 b,6.16486,,,5.3,0.82,,,277.22,451,5858,4.41,0.042,1,1.04,0
Kepler-106 c,13.5708,,,10.44,2.5,3.28,,96.91,451,5858,4.41,0.042,1,1.04,0
Kepler-106 d,23.9802,,,8.1,0.95,,,45.36,451,5858,4.41,0.042,1,1.04,0
Kepler-106 e,43.8445,,,11.17,2.56,3.1,,20.29,451,5858,4.41,0.042,1,1.04,0
Kepler-1060 b,46.8779367,,,6.26,2.38,2.55,,17.42,861,5797,4.44,0.012,0.99,0.99,0
Kepler-1061 b,2.75798267,,,4.58,1.98,3.24,,788.5,585,6067,4.42,0.067,1.09,1.07,0
Kepler-1062 b,9.30412078,,,3.75,1.76,3.78,,33.76,388,4597,4.62,-0.705,0.75,0.7,0
Kepler-1063 b,14.07971466,,,2.83,1.49,4.7,,,365,5945,4.37,0.166,1.09,1.14,0
Kepler-1064 b,16.54080322,,,3.02,1.55,4.46,,,374,5153,4.57,-0.401,0.85,0.79,0
Kepler-1065 b,3.60930891,,,13.4,3.73,1.42,,419.91,1078,5635,4.49,-0.176,0.94,0.93,0
Kepler-1065 c,2.37030743,,,3.19,1.6,4.28,,734.62,1078,5635,4.49,-0.176,0.94,0.93,0
Kepler-1066 b,1.93155984,,,6.17,2.36,2.58,,710.02,399,5762,4.45,-0.239,0.98,0.98,0
Kepler-1067 b,0.76212926,,,0.437,0.8,4.69,,2761.76,689,5592,4.49,-0.159,0.95,0.93,0
Kepler-1068 b,16.92344113,,,12.8,3.63,1.47,,55.93,1532,5806,4.43,-0.07,1.01,1.01,0
Kepler-1069 b,23.8990296,,,3.19,1.6,4.28,,78.17,435,5722,4.46,0.349,0.99,0.98,0
Kepler-107 b,3.179997,0.044,0.02,3.05,1.56,4.41,,1175.38,512,5851,4.2,0.344,1.16,1.41,0
Kepler-107 c,4.901425,0.059,0.02,3.93,1.81,3.64,,659.65,512,5851,4.2,0.344,1.16,1.41,0
Kepler-107 d,7.958203,0.082,0.14,1.24,1.07,5.56,,346.11,512,5851,4.2,0.344,1.16,1.41,0
Kepler-107 e,14.749049,0.123,0.02,11.8,3.45,1.58,,151.94,512,5851,4.2,0.344,1.16,1.41,0
Kepler-1070 b,6.2216147,,,3.64,1.73,3.86,,380.13,1040,6261,4.27,0.268,1.21,1.32,0
Kepler-1071 b,6.1799844,,,6.26,2.38,2.55,,137.93,964,5215,4.56,-0.35,0.86,0.81,0
Kepler-1072 b,1.5690665,,,3.12,1.58,4.35,,2944,976,6199,4.27,0.341,1.2,1.32,0
Kepler-1073 b,8.67888593,,,5.9,2.3,2.66,,128.55,837,5792,4.44,-0.089,1,1,0
Kepler-1073 c,4.02582254,,,3.33,1.64,4.15,,357.08,837,5792,4.44,-0.089,1,1,0
Kepler-1074 b,5.94566534,,,2.1,1.25,5.91,,27.57,245,4002,4.7,-1.076,0.6,0.57,0
Kepler-1075 b,1.52372816,,,2.6,1.42,4.99,,143.97,265,3959,4.72,-1.091,0.56,0.54,0
Kepler-1076 b,6.14727918,,,0.437,0.8,4.69,,,199,4868,4.6,-0.557,0.79,0.74,0
Kepler-1077 b,34.3511874,,,8.1,2.77,2.09,,26.93,1098,5816,4.43,-0.003,1.02,1.02,0
Kepler-1078 b,3.00725242,,,4.27,1.9,3.42,,2298.64,1215,5612,4.49,0.502,0.94,0.92,0
Kepler-1079 b,13.24503188,,,3.29,1.63,4.17,,195.35,481,5758,4.21,0.263,1.08,1.36,0
Kepler-108 b,49.183921,0.292,0.22,56,8.65,0.475,,,729,5854,3.9,0.707,1.36,2.19,0
Kepler-108 c,190.323494,0.721,0.04,50.9,8.18,0.511,,,729,5854,3.9,0.707,1.36,2.19,0
Kepler-1080 b,77.2548396,,,10.8,3.28,1.68,,55.45,688,5956,4.35,0.822,1.1,1.16,0
Kepler-1081 b,3.85691855,,,1.01,1.01,5.39,,225.22,425,5345,4.54,-0.323,0.88,0.84,0
Kepler-1082 b,1.5432066,,,1.46,1.12,5.71,,2949.56,628,5923,4.33,0.291,1.03,1.14,0
Kepler-1083 b,33.4177993,,,11.2,3.36,1.62,,10.15,912,5049,4.58,-0.483,0.81,0.77,0
Kepler-1084 b,2.05333679,,,1.41,1.11,5.67,,1766.59,427,6113,4.27,0.23,1.12,1.28,0
Kepler-1085 b,219.3217528,,,41.2,7.22,0.602,,2.06,1518,6000,4.37,0.077,1.11,1.14,0
Kepler-1086 b,18.78425728,,,6.53,2.44,2.47,,9.16,464,4350,4.65,-0.833,0.7,0.66,0
Kepler-1086 c,161.5163345,,,8.96,2.94,1.94,,0.52,464,4350,4.65,-0.833,0.7,0.66,0
Kepler-1087 b,0.69384285,,,0.165,0.61,3.99,,3496.49,354,5589,4.48,-0.126,0.96,0.94,0
Kepler-1088 b,23.12748644,,,2.6,1.42,4.99,,44.89,300,5975,4.4,0.061,1.08,1.08,0
Kepler-1089 b,5.13248562,,,4.01,1.83,3.6,,26.27,227,3753,4.76,-1.37,0.52,0.49,0
Kepler-109 b,6.48163,,0.21,7.3,2.37,,,432.33,482,5952,4.21,0.315,1.04,1.32,0
Kepler-109 c,21.2227,,0.03,21.8,2.52,,,88.92,482,5952,4.21,0.315,1.04,1.32,0
Kepler-1091 b,1.43474156,,,2.73,1.46,4.82,,1740.86,915,5851,4.42,-0.051,1.01,1.03,0
Kepler-1092 b,58.6017925,,,4.94,2.07,3.06,,17.02,914,5862,4.44,0.038,0.99,1,0
Kepler-1093 b,25.0824626,,,4.46,1.95,3.31,,,848,6166,4.33,0.429,1.13,1.2,0
Kepler-1093 c,89.722292,,,4.5,1.96,3.28,,,848,6166,4.33,0.429,1.13,1.2,0
Kepler-1094 b,78.1000231,,,10.2,3.18,1.74,,10.34,1371,6112,4.33,0.141,1.14,1.21,0
Kepler-1095 b,4.27103091,,,1.92,1.21,5.96,,,758,5658,4.48,-0.113,0.94,0.92,0
Kepler-1096 b,2.89221751,,,2.07,1.24,5.97,,124.87,344,4306,4.66,-0.823,0.66,0.63,0
Kepler-1097 b,187.747029,,,10.7,3.26,1.7,,1.3,738,5211,4.57,-0.437,0.82,0.79,0
Kepler-1098 b,2.54307286,,,2.24,1.3,5.6,,995.67,876,5794,4.45,0.063,0.99,0.99,0
Kepler-1099 b,2.16845259,,,8.4,2.83,2.04,,766.34,1209,5837,4.45,-0.131,1.01,1,0
Kepler-11 b,10.3039,0.091,0.045,1.9,1.8,1.72,,146.36,613,5663,4.37,0.031,0.96,1.06,0
Kepler-11 c,13.0241,0.107,0.026,2.9,2.87,0.66,,107.22,613,5663,4.37,0.031,0.96,1.06,0
Kepler-11 d,22.6845,0.155,0.004,7.3,3.12,1.28,,51.12,613,5663,4.37,0.031,0.96,1.06,0
Kepler-11 e,31.9996,0.195,0.012,8,4.19,0.58,,32.34,613,5663,4.37,0.031,0.96,1.06,0
Kepler-11 f,46.6888,0.25,0.013,2,2.49,0.69,,19.53,613,5663,4.37,0.031,0.96,1.06,0
Kepler-11 g,118.3807,0.466,0.15,25,3.33,4,,5.65,613,5663,4.37,0.031,0.96,1.06,0
Kepler-110 b,12.691112,0.107,,4.01,1.83,3.6,,153.88,692,5960,4.33,0.256,1.15,1.15,0
Kepler-110 c,31.719775,0.198,,5.52,2.21,2.81,,45.34,692,5960,4.33,0.256,1.15,1.15,0
Kepler-1100 b,6.42200058,,,3.71,1.75,3.8,,238.51,940,6247,4.26,0.042,1.21,1.34,0
Kepler-1101 b,81.3151059,,,6.66,2.47,2.43,,3.58,897,5614,4.5,-0.386,0.94,0.91,0
Kepler-1102 b,51.3285623,,,7.56,2.66,2.21,,22.98,986,5724,4.48,0.125,0.96,0.94,0
Kepler-1103 b,19.79191978,,,5.77,2.27,2.71,,160.28,921,6092,4.36,0.522,1.11,1.15,0
Kepler-1104 b,5.03728015,,,2.04,1.23,6.02,,813.52,516,6417,4.25,0.493,1.3,1.41,0
Kepler-1105 b,4.42157218,,,4.7,2.01,3.18,,47.18,369,4299,4.62,-0.986,0.71,0.68,0
Kepler-1106 b,1.25275217,,,3.36,1.65,4.11,,2399.97,1168,6104,4.35,0.123,1.11,1.17,0
Kepler-1107 b,0.57103852,,,2.36,1.34,5.39,,2387.26,457,5268,4.55,-0.456,0.86,0.82,0
Kepler-1108 b,4.51005748,,,2.73,1.46,4.82,,206.41,764,5406,4.54,-0.275,0.88,0.84,0
Kepler-1109 b,37.6467384,,,5.43,2.19,2.84,,11.38,797,5893,4.41,-0.129,1.05,1.06,0
Kepler-111 b,3.341815,0.046,,3.12,1.58,4.35,,677.5,698,5952,4.38,0.154,1.1,1.16,0
Kepler-111 c,224.784608,0.761,,42,7.3,0.593,,2.48,698,5952,4.38,0.154,1.1,1.16,0
Kepler-1110 b,9.69312032,,,7.56,2.66,2.21,,43.14,726,4781,4.62,-0.713,0.73,0.7,0
Kepler-1111 b,8.79617863,,,4.66,2,3.2,,118.52,1142,6077,4.36,-0.142,1.1,1.15,0
Kepler-1112 b,14.36267939,,,9.38,3.02,1.87,,254.96,1734,6496,4.19,0.527,1.34,1.54,0
Kepler-1113 b,42.3004954,,,8.3,2.81,2.06,,22.85,1127,5931,4.35,0.066,1.12,1.17,0
Kepler-1114 b,14.97435694,,,2.39,1.35,5.34,,39.32,427,5374,4.55,-0.347,0.87,0.83,0
Kepler-1115 b,23.5540725,,,3.53,1.7,3.95,,516.1,935,8480,4.17,1.14,1.6,1.73,0
Kepler-1116 b,41.6977827,,,6.99,2.54,2.34,,15.79,1017,5641,4.48,-0.172,0.95,0.93,0
Kepler-1117 b,4.79028459,,,1.41,1.11,5.67,,194.98,619,5612,4.49,-0.236,0.95,0.93,0
Kepler-1118 b,38.6715075,,,7.95,2.74,2.12,,20.01,818,5688,4.46,-0.149,0.96,0.97,0
Kepler-1119 b,8.3265153,,,4.35,1.92,3.38,,,1288,6083,4.35,0.396,1.11,1.17,0
Kepler-112 b,8.408878,0.076,,6.17,2.36,2.58,,123.82,499,5544,4.51,-0.188,0.89,0.84,0
Kepler-112 c,28.574263,0.172,,6.35,2.4,2.52,,24.25,499,5544,4.51,-0.188,0.89,0.84,0
Kepler-1120 b,2.94902905,,,2.48,1.38,5.19,,206.87,635,4904,4.6,-0.606,0.78,0.74,0
Kepler-1121 b,13.15141081,,,4.31,1.91,3.4,,205.27,529,6231,4.14,0.438,1.29,1.59,0
Kepler-1122 b,42.1917357,,,4.82,2.04,3.12,,23.26,924,5544,4.51,0.059,0.92,0.89,0
Kepler-1123 b,4.33946454,,,3.43,1.67,4.05,,190.02,796,5500,4.5,-0.306,0.93,0.9,0
Kepler-1124 b,2.85234897,,,2.18,1.28,5.71,,50.78,177,3658,4.93,-1.279,0.35,0.34,0
Kepler-1125 b,17.6700642,,,4.04,1.84,3.56,,252.79,910,5683,4.47,0.587,0.95,0.94,0
Kepler-1126 b,108.593329,,,3.64,1.73,3.86,,4.55,668,5798,4.46,-0.115,0.92,0.93,0
Kepler-1127 b,5.12330347,,,4.5,1.96,3.28,,160.76,996,5664,4.47,-0.28,0.97,0.95,0
Kepler-1128 b,61.6178167,,,12.9,3.65,1.46,,6.45,1163,5543,4.5,-0.274,0.94,0.91,0
Kepler-1129 b,24.3397804,,,9.06,2.96,1.92,,32.27,1258,5831,4.44,-0.043,1,1,0
Kepler-1129 c,76.5369586,,,7.9,2.73,2.13,,7.01,1258,5831,4.44,-0.043,1,1,0
Kepler-113 b,4.754,,,11.7,1.82,10.73,,105.33,255,4725,4.64,-0.601,0.75,0.69,0
Kepler-113 c,8.92507,,,8.7,2.18,,,45.6,255,4725,4.64,-0.601,0.75,0.69,0
Kepler-1130 b,5.45298175,,,0.437,0.8,4.69,,162.65,234,5403,4.57,-0.271,0.9,0.81,0
Kepler-1131 b,3.53232449,,,3.15,1.59,4.31,,453.14,1109,5851,4.42,-0.041,1.03,1.04,0
Kepler-1132 b,62.8916228,,,6.12,2.35,2.59,,4.55,940,5298,4.55,-0.379,0.87,0.83,0
Kepler-1133 b,11.55562343,,,4.54,1.97,3.26,,55.76,821,5569,4.5,-0.25,0.93,0.9,0
Kepler-1134 b,17.13263989,,,7.46,2.64,2.23,,29.86,997,5281,4.56,-0.443,0.84,0.81,0
Kepler-1135 b,76.957857,,,4.08,1.85,3.54,,25.76,728,5656,4.47,0.43,0.96,0.94,0
Kepler-1136 b,2.36172433,,,3.33,1.64,4.15,,150.06,545,4512,4.63,-0.884,0.72,0.68,0
Kepler-1137 b,23.9210791,,,5.48,2.2,2.83,,197.85,971,6807,4.08,0.739,1.5,1.84,0
Kepler-1138 b,3.17060005,,,3.53,1.7,3.95,,245.9,1101,5582,4.49,-0.344,0.95,0.92,0
