Planet_name,Orbit_period,Semi_major_axis,Eccentricity,Mass (EU),Radius (EU),Density,Eqilibrium_temp,Insolation_flux,Distance,Effective_temp,Surface_Stellar_gravity,Stellar_luminosity,Stellar_mass,Stellar_radius,Habitable
K2-19 c,11.90715,0.0971,0,15.9,4.86,0.94,745,73.1,292.14,5430,4.63,-0.305,0.93,0.86,0
K2-19 d,2.50856,0.0344,0,14,1.14,51.4,1252,583.5,292.14,5430,4.63,-0.305,0.93,0.86,0
K2-190 b,10.098858,,,2.41,1.357,5.3,,,161.42,5631,4.38,-0.086,0.9,0.91,0
K2-190 c,21.574023,,,1.34,1.093,5.64,,,161.42,5631,4.38,-0.086,0.9,0.91,0
K2-191 b,2.858646,,,3.12,1.579,4.36,,,289.57,5176,4.57,-0.356,0.9,0.84,0
K2-192 b,4.162817,0.049,,2.92,1.52,4.57,939,,223.99,5222,4.57,-0.384,0.9,0.81,0
K2-193 b,14.786889,0.1184,,14.8,3.95,1.32,739,,416.91,5817,4.46,-0.111,1.01,0.98,0
K2-194 b,39.721386,,,12.9,3.642,1.47,,,640.65,5979,4.21,0.343,1.11,1.28,0
K2-195 b,15.852975,0.1208,,9.96,3.13,1.78,720,,317.83,5713,4.42,-0.053,0.94,0.99,0
K2-195 c,28.482786,,,7.16,2.576,2.3,,,317.83,5713,4.42,-0.053,0.94,0.99,0
K2-196 b,48.324222,,,12.6,3.6,1.48,,,594.09,6045,4.08,0.644,1.16,1.54,0
K2-197 b,8.357881,0.0806,,7.08,2.56,2.32,848,,249.59,5667,4.5,-0.119,1,0.93,0
K2-198 b,17.043179,,,15.9,4.119,1.25,,,110.91,5262,4.63,-0.403,0.84,0.78,0
K2-199 b,3.225338,0.0385,,4.16,1.87,3.5,861,,107.97,4648,4.64,-0.768,0.73,0.68,0
K2-199 c,7.374694,0.0668,,8.15,2.78,2.08,653,,107.97,4648,4.64,-0.768,0.73,0.68,0
K2-200 b,2.849883,,,2.43,1.364,5.26,,,185.09,5233,4.71,-0.443,0.86,0.79,0
K2-201 b,1.05979,,,2.54,1.4,5.09,,,199.05,5507,4.68,-0.276,0.96,0.88,0
K2-201 c,22.779878,,,10.8,3.286,1.67,,,199.05,5507,4.68,-0.276,0.96,0.88,0
K2-202 b,3.405164,,,5.91,2.302,2.66,,,302.99,5491,4.55,-0.335,0.97,0.91,0
K2-203 b,9.695101,,,2.45,1.371,5.23,,,166.93,5000,4.43,-0.485,0.79,0.76,0
K2-204 b,7.055784,,,9.51,3.046,1.85,,,586.87,5755,4.23,0.253,1.01,1.18,0
K2-205 b,26.672263,,,4.64,1.996,3.21,,,409.95,5890,4.25,0.194,0.95,1.08,0
K2-206 b,18.294549,,,8.22,2.795,2.07,,,246.14,5043,4.46,-0.435,0.79,0.76,0
K2-207 b,12.48749,,,7.3,2.606,2.27,,,366.84,5522,4.41,-0.173,0.94,0.93,0
K2-208 b,4.190948,,,3.46,1.679,4.02,,,258.76,5582,4.62,-0.214,0.93,0.86,0
K2-209 b,2.080615,,,0.586,0.869,4.92,,,76.67,4720,4.46,-0.588,0.74,0.71,0
K2-21 b,9.325038,0.076,0.1,4.04,1.84,2.7,500,10,83.85,4222.06,4.83,-1.026,0.68,0.65,0
K2-21 c,15.50192,0.107,0.21,6.76,2.49,5.4,420,5.1,83.85,4222.06,4.83,-1.026,0.68,0.65,0
K2-210 b,0.570233,,,0.474,0.819,4.75,,,177.39,5396,4.55,-0.249,0.91,0.85,0
K2-211 b,0.669558,,,2.46,1.375,5.2,,,274.39,5221,4.6,-0.386,0.88,0.82,0
K2-212 b,9.79551,0.0785,,6.9,2.52,2.37,542,,109.32,4272,4.64,-0.91,0.67,0.65,0
K2-213 b,8.13087,,,2.9,1.514,4.59,,,394.05,5794,4.25,0.247,1.07,1.2,0
K2-214 b,8.596802,0.0834,,6.48,2.43,2.48,1006,,303.28,5854,4.25,0.196,1.05,1.27,0
K2-215 b,8.269648,,,5.16,2.124,2.96,,,408.67,5704,4.41,-0.026,1,0.97,0
K2-216 b,2.1748,0.028,0,8,1.75,8.2,1103,248,115.94,4503,4.57,-0.721,0.7,0.72,0
K2-217 b,14.074524,,,12.5,3.579,1.5,,,386.01,5967,4.17,0.232,1.1,1.33,0
K2-218 b,8.679885,,,7.13,2.569,2.31,,,398.41,5757,4.45,-0.003,1.05,1.01,0
K2-219 b,3.901287,,,2.38,1.348,5.34,,,328.42,5753,4.23,0.151,1.02,1.19,0
K2-219 c,6.66767,,,2.66,1.438,4.91,,,328.42,5753,4.23,0.151,1.02,1.19,0
K2-219 d,11.137278,,,7.16,2.576,2.3,,,328.42,5753,4.23,0.151,1.02,1.19,0
K2-22 b,0.381078,0.0088,0.19,444.962,2.5,,2100,114,245.53,3830,4.65,-1.074,0.6,0.57,0
K2-220 b,13.683256,0.1104,,6.3,2.39,2.54,758,,234.92,5660,4.4,-0.061,0.96,1.02,0
K2-221 b,2.399094,,,3.46,1.679,4.02,,,321.63,5716,4.57,-0.064,1.01,0.95,0
K2-222 b,15.387063,0.1211,,6.3,2.39,2.54,801,,101.59,6058,4.37,0.139,1,1.09,0
K2-223 b,0.50565,0.0127,,0.64,0.89,4.99,2271,,201.1,5835,4.48,-0.035,1.06,0.99,0
K2-223 c,4.56327,0.0549,,3.09,1.57,4.39,1091,,201.1,5835,4.48,-0.035,1.06,0.99,0
K2-224 b,4.47904,0.0516,,3.05,1.56,4.41,1002,,277.7,5620,4.55,-0.241,0.91,0.84,0
K2-224 c,10.09489,0.0886,,6.39,2.41,2.51,764,,277.7,5620,4.55,-0.241,0.91,0.84,0
K2-225 b,15.87209,0.134,,12,3.49,1.55,902,,360.3,5742,4.08,0.395,1.27,1.7,0
K2-226 b,3.27108,0.0413,,2.99,1.54,4.5,1120,,211.2,5424,4.47,-0.276,0.88,0.91,0
K2-227 b,13.621832,,,3.41,1.666,4.06,,,188.22,5673,4.58,-0.167,0.95,0.89,0
K2-228 b,2.69828,0.0338,,1.92,1.21,5.96,914,,142.4,4715,4.66,-0.725,0.71,0.65,0
K2-229 b,0.58426,0.0131,0,2.59,1.14,8.9,1818,,103.8,5315,4.59,-0.389,0.87,0.79,0
K2-229 c,8.32727,0.0769,0,21.3,2.03,12.8,750,,103.8,5315,4.59,-0.389,0.87,0.79,0
K2-230 b,2.86041,0.0409,,4.5,1.96,3.28,1529,,548.9,5945,4.2,0.317,1.11,1.39,0
K2-231 b,13.841901,,,6.8,2.5,2.39,,,295,5695,4.48,-0.112,1.01,0.95,0
K2-232 b,11.168454,0.10356,0.258,126.49634,11.209,0.405,1030,,131.21,6154,4.38,0.238,1.19,1.16,0
K2-233 b,2.46746,0.03317,0,2.54,1.398,5.11,1040,273,67.64,4950,4.71,-0.523,0.8,0.74,0
K2-233 c,7.06142,0.06687,0,2.34,1.335,5.4,728,67.1,67.64,4950,4.71,-0.523,0.8,0.74,0
K2-233 d,24.3662,0.1527,0,7.46,2.64,2.23,482,12.9,67.64,4950,4.71,-0.523,0.8,0.74,0
K2-237 b,2.18056,0.037,0,508.528,18.495,0.44,1884,,458,6257,4.24,0.285,1.28,1.43,0
K2-238 b,3.20466,0.046,0,273.3338,14.572,0.56,1587,,453,5630,4.11,0.36,1.19,1.59,0
K2-239 b,5.24,0.0441,,1.37,1.1,5.66,502,,49,3420,4.9,-1.796,0.4,0.36,0
K2-239 c,7.775,0.0576,,0.972,1,5.34,427,,49,3420,4.9,-1.796,0.4,0.36,0
K2-239 d,10.115,0.0685,,1.37,1.1,5.66,399,,49,3420,4.9,-1.796,0.4,0.36,0
K2-24 b,20.88977,0.154,0.06,19,5.4,0.64,709,60.1,171.39,5625,4.29,0.005,1.07,1.16,0
K2-24 c,42.3391,0.247,0.07,15.4,7.5,0.2,560,23.4,171.39,5625,4.29,0.005,1.07,1.16,0
K2-240 b,6.034,0.0513,,4.66,2,3.2,586,,70,3810,4.7,-1.276,0.58,0.54,0
K2-240 c,20.523,0.1159,,3.89,1.8,3.67,389,,70,3810,4.7,-1.276,0.58,0.54,0
K2-241 b,26.8199,0.1567,,7.04,2.55,2.33,507,,149.6,5262,4.54,-0.446,0.71,0.75,0
K2-242 b,6.51389,0.0494,,6.99,2.54,2.34,416,,109.6,3459,4.89,-1.75,0.38,0.37,0
K2-243 b,11.54182,0.1087,,5.35,2.17,2.88,1035,,269.2,6570,4.26,0.427,1.29,1.39,0
K2-243 c,24.94598,0.1817,,4.7,2.01,3.18,801,,269.2,6570,4.26,0.427,1.29,1.39,0
K2-244 b,21.06884,0.1418,,3.71,1.75,3.8,638,,214,5677,4.44,-0.118,0.86,0.92,0
K2-245 b,11.89307,0.0959,,17.4,4.34,1.17,923,,463.4,5793,4.16,0.172,0.83,1.25,0
K2-246 b,5.76918,0.0602,,12,3.49,1.55,977,,723.1,5610,4.43,-0.151,0.87,0.94,0
K2-247 b,2.25021,0.0304,,5.14,2.12,2.96,979,,260.2,4667,4.63,-0.882,0.74,0.69,0
K2-247 c,6.49424,0.0615,,5.43,2.19,2.84,688,,260.2,4667,4.63,-0.882,0.74,0.69,0
K2-248 b,7.17256,0.0699,,7.13,2.57,2.31,886,,410.5,5528,4.45,-0.189,0.88,0.92,0
K2-249 b,12.409,0.1151,,8.2,2.79,2.07,1061,,528.3,6504,4.16,0.336,1.32,1.57,0
K2-25 b,3.484552,,0.27,11.6,3.43,1.58,,,45.01,3180,,-2.076,0.29,0.29,0
K2-250 b,4.01457,0.0459,,6.53,2.44,2.47,958,,417.6,5172,4.53,-0.426,0.8,0.81,0
K2-251 b,9.30075,0.0694,,6.12,2.35,2.59,437,,147.7,3717,4.76,-1.342,0.52,0.49,0
K2-252 b,13.81513,0.1041,,3.68,1.74,3.84,639,,229.9,5152,4.5,-0.408,0.79,0.82,0
K2-253 b,4.00167,0.0506,,,12.67,,1238,,901.8,6027,4.39,-0.077,1.08,1.1,0
K2-254 b,4.09639,0.0448,,3.29,1.63,4.17,791,,229.4,4629,4.64,-0.822,0.71,0.67,0
K2-254 c,12.11839,0.0923,,5.43,2.19,2.84,551,,229.4,4629,4.64,-0.822,0.71,0.67,0
K2-255 b,1.96417,0.0274,,8.75,2.9,1.97,1034,,192.4,4676,4.62,-0.79,0.71,0.69,0
K2-256 b,5.52011,0.0578,,7.41,2.63,2.24,845,,580.5,5219,4.58,-0.469,0.84,0.78,0
K2-257 b,1.60588,0.0216,,0.498,0.83,4.79,789,,64.1,3725,4.76,-1.36,0.52,0.5,0
K2-258 b,19.0921,0.149,,9.27,3,1.89,831,,675.2,6351,4.29,0.272,1.21,1.31,0
K2-259 b,15.48043,0.1271,,5.99,2.32,2.64,795,,422.1,6059,4.39,0.167,1.14,1.13,0
K2-26 b,14.5665,0.0962,,7.61,2.67,2.2,430,5.8,99.33,3785,4.75,-1.31,0.56,0.52,0
K2-260 b,2.6266657,0.0404,0,451.3186,17.396,0.5,1957,,676.32,6367,4.15,0.543,1.39,1.69,0
K2-261 b,11.63344,0.102,0.39,70.87609,9.528,0.483,1080,,214.58,5537,4.21,0.372,1.1,1.65,0
K2-263 b,50.818947,0.2573,0.14,14.8,2.41,5.7,470,,163.23,5368,4.51,-0.26,0.88,0.85,0
K2-264 b,5.840002,0.05023,0.5,5.61,2.231,2.78,496,,187,3660,4.78,-1.45,0.5,0.47,0
K2-264 c,19.660302,0.11283,0.45,7.6,2.668,2.2,331,,187,3660,4.78,-1.45,0.5,0.47,0
K2-265 b,2.369172,0.03376,0.084,6.54,1.71,7.1,,,139.22,5477,4.42,-0.197,0.92,0.98,0
K2-266 b,0.658524,0.01306,,11.3,3.3,1.77,1515,879.5,77.16,4285,4.58,-0.823,0.69,0.7,0
K2-266 c,7.814,0.0679,0.042,0.29,0.705,4.51,665,32.4,77.16,4285,4.58,-0.823,0.69,0.7,0
K2-266 d,14.697,0.1035,0.047,9.4,2.93,2.03,538,13.95,77.16,4285,4.58,-0.823,0.69,0.7,0
K2-266 e,19.482,0.1249,0.043,8.3,2.73,2.21,490,9.58,77.16,4285,4.58,-0.823,0.69,0.7,0
K2-268 b,2.151894,0.0308,,2.57,1.41,5.04,1121,,331.46,5068,4.59,-0.471,0.84,0.78,0
K2-268 c,9.326841,0.0819,,7.7,2.69,2.17,688,,331.46,5068,4.59,-0.471,0.84,0.78,0
K2-269 b,4.144965,0.0531,,3.09,1.57,4.39,1429,,362.07,6209,4.18,0.436,1.16,1.45,0
K2-27 b,6.771315,0.06702,0.251,30.9,4.48,1.87,902,116,251.43,5248,4.48,-0.274,0.87,0.89,0
K2-270 b,1.543069,0.0247,,2.48,1.38,5.19,1203,,283.53,4877,4.59,-0.558,0.85,0.77,0
K2-270 c,4.400028,0.0497,,9.01,2.95,1.93,848,,283.53,4877,4.59,-0.558,0.85,0.77,0
K2-271 b,8.562421,0.077,,41.8,7.28,0.595,893,,571.47,5644,4.37,-0.073,0.83,0.99,0
K2-272 b,14.453533,0.1081,,8.8,2.91,1.96,655,,426.57,5419,4.53,-0.316,0.81,0.81,0
K2-273 b,11.716332,0.0974,,17.9,4.42,1.14,672,,310.6,5200,4.55,-0.36,0.9,0.84,0
K2-274 b,14.129714,0.1064,,5.48,2.2,2.83,589,,232.82,5065,4.61,-0.52,0.81,0.74,0
K2-275 b,3.280961,0.04,,5.65,2.24,2.76,905,,124.09,4812,4.61,-0.609,0.79,0.73,0
K2-275 c,8.438756,0.075,,6.08,2.34,2.61,660,,124.09,4812,4.61,-0.609,0.79,0.73,0
K2-276 b,18.718269,0.1291,,13.7,3.77,1.4,583,,489.88,5139,4.49,-0.443,0.82,0.85,0
K2-277 b,6.326763,0.0675,,4.94,2.07,3.06,958,,113.53,5741,4.48,-0.063,1.02,0.97,0
K2-278 b,3.334966,0.0488,,9.17,2.98,1.9,1711,,804.13,6747,4.17,0.394,1.4,1.61,0
K2-279 b,7.122605,0.067,,1.92,1.21,5.96,879,,183.8,5558,4.46,-0.224,0.79,0.86,0
K2-28 b,2.260455,0.0214,0,5.99,2.32,2.64,568,30.1,63.11,3214,4.93,-2.1,0.26,0.29,0
K2-280 b,19.895202,0.1488,,45.6,7.67,0.555,744,,396.9,5742,4.26,0.14,1.11,1.28,0
K2-281 b,8.687721,0.0773,,50.9,8.18,0.511,665,,466.11,4812,4.59,-0.647,0.82,0.76,0
K2-282 b,4.169836,0.0499,,8.35,2.82,2.05,1057,,502.28,5523,4.47,-0.215,0.95,0.94,0
K2-283 b,1.921036,0.0291,,12.2,3.52,1.54,1186,,408.24,5060,4.56,-0.524,0.89,0.82,0
K2-284 b,4.795069,0.04771,0.078,8.15,2.78,2.08,653,42.6,107.6,4140,4.67,-1.013,0.63,0.61,0
K2-285 b,3.471745,0.03817,0,9.68,2.59,3.07,1089,234.31,155.65,4975,4.4,-0.422,0.83,0.79,0
K2-285 c,7.138048,0.0824,0,15.68,3.53,1.95,741,50.35,155.65,4975,4.4,-0.422,0.83,0.79,0
K2-285 d,10.45582,0.1178,0,6.5,2.48,,620,24.61,155.65,4975,4.4,-0.422,0.83,0.79,0
K2-285 e,14.76289,0.18041,0,10.7,1.95,,501,10.5,155.65,4975,4.4,-0.422,0.83,0.79,0
K2-286 b,27.359,0.1768,,5.06,2.1,3,347,,76.32,3926,4.7,-1.046,0.64,0.62,0
K2-287 b,14.893291,0.1206,0.478,100.11645,9.494,0.643,804,,159.05,5695,4.4,-0.108,1.06,1.07,0
K2-289 b,13.156969,0.107,,61,9.1,0.445,753,,270.7,5529,4.39,-0.505,0.95,1.02,0
K2-29 b,3.2588321,0.04217,0.066,232.0159,13.339,0.53,1171,293,179.39,5358,4.54,-0.453,0.94,0.86,0
K2-290 b,9.21165,0.0923,0,10.9,3.06,4.1,1230,,274.99,6302,4.23,0.42,1.19,1.51,0
K2-290 c,48.36685,0.305,0,246.00042,11.276,1.01,676,,274.99,6302,4.23,0.42,1.19,1.51,0
K2-291 b,2.225177,0.03261,0,6.49,1.589,8.84,,633,90.29,5520,4.5,-0.166,0.93,0.9,0
K2-3 b,10.05449,0.0769,0.06,8.1,2.18,4.32,463,10.9,44.13,3896,4.72,-1.19,0.6,0.56,0
K2-3 c,24.64354,0.1399,0.04,2.1,1.85,1.82,344,3.3,44.13,3896,4.72,-1.19,0.6,0.56,0
K2-30 b,4.098503,0.04839,0,184.02357,11.646,0.64,1092,299,336.26,5425,4.54,-0.256,0.9,0.84,0
K2-31 b,1.25785,0.022,0,563.83042,11.882,1.85,,1272,110.87,5280,4.6,-0.231,0.91,0.78,0
K2-32 b,8.99213,0.08036,0,16.5,5.13,0.67,817,77.7,158.39,5275,4.49,-0.488,0.86,0.84,0
K2-32 c,20.6602,0.1399,0,12.1,3.01,2.7,619,25.6,158.39,5275,4.49,-0.488,0.86,0.84,0
K2-32 d,31.7154,0.1862,0,10.3,3.43,1.38,537,14.5,158.39,5275,4.49,-0.488,0.86,0.84,0
K2-33 b,5.424865,0.0409,0,1175.971,5.04,,850,,139.8,3540,3.84,-0.824,0.56,1.05,0
K2-34 b,2.995633,0.0426,0,539.67534,13.96,0.94,1559,,352.34,6071,4.18,0.385,1.15,1.44,0
K2-35 b,5.608352,0.055,0.12,4.38,1.93,3.35,979,68,254.43,4402.71,4.7,-0.803,0.7,0.62,0
K2-35 c,2.399964,0.031,0.13,2.3,1.32,5.5,737,211,254.43,4402.71,4.7,-0.803,0.7,0.62,0
K2-36 b,1.42266,0.023,,2.3,1.32,5.5,1232,546.3,110.09,4924,4.65,-0.592,0.8,0.74,0
K2-36 c,5.34059,0.0555,,8.25,2.8,2.07,793,93.6,110.09,4924,4.65,-0.592,0.8,0.74,0
K2-37 b,4.44117,0.0511,,3.22,1.61,4.24,974,213.3,180.86,5413,4.52,-0.469,0.9,0.85,0
K2-37 c,6.42904,0.0654,,8,2.75,2.11,861,130.3,180.86,5413,4.52,-0.469,0.9,0.85,0
K2-37 d,14.09189,0.1103,,7.9,2.73,2.13,663,45.7,180.86,5413,4.52,-0.469,0.9,0.85,0
K2-38 b,4.01593,0.05073,,19.0698,1.906,17.5,1184,465.9,193.71,5757,4.35,0,2.24,1.38,0
K2-38 c,10.56103,0.0964,,9.9,2.42,3.6,858,128.3,193.71,5757,4.35,0,2.24,1.38,0
K2-39 b,4.60543,0.05708,0,28.6047,6.277,0.5,1670,1356,310.14,4881,3.44,0.674,0.66,2.97,0
K2-4 b,10.003417,0.078,0.08,5.06,2.1,3,563,15.6,233.37,4014.73,4.85,-0.986,0.64,0.57,0
K2-42 b,6.68796,0.0617,,5.27,2.15,2.91,,44.1,401.36,4613,4.66,-0.703,0.7,0.64,0
K2-43 b,3.471341,0.038,0.07,20.2,4.75,1.04,,46.4,183.48,3889.72,4.7,-1.212,0.6,0.59,0
K2-44 b,5.65688,0.0651,,7.85,2.72,2.14,,646,483.19,5912,4.1,0.43,1.15,1.58,0
K2-45 b,1.7292684,0.0224,0.1,36.4,6.71,0.662,,100,502.34,4103,4.82,-0.74,0.5,0.45,0
K2-46 b,19.1541,0.13821,,4.86,2.05,3.1,,119,454.93,6256,4.2,0.413,0.96,1.29,0
K2-47 b,31.6372,0.1779,,4.23,1.89,3.44,,10.7,353.38,5054,4.54,-0.482,0.75,0.76,0
K2-48 b,20.5065,0.1344,,5.65,2.24,2.76,,15.3,316.61,4899,4.6,-0.657,0.77,0.73,0
K2-49 b,2.77065,0.0309,,4.38,1.93,3.35,,59,463.06,4175,4.81,-0.774,0.51,0.45,0
K2-5 b,5.73594,0.0532,,4.31,1.91,3.4,565,24.1,204.12,3930,4.71,-1.083,0.61,0.57,0
K2-5 c,10.93241,0.0818,,5.73,2.26,2.73,456,10.2,204.12,3930,4.71,-1.083,0.61,0.57,0
K2-50 b,8.7529,0.0705,,3.15,1.59,4.31,,18.8,259.33,4326,4.74,-0.874,0.61,0.55,0
K2-52 b,3.535055,0.054,,45700,18,43.1,2004,1124,1041.7,7147,3.98,0.027,1.69,2.19,0
K2-53 b,12.20772,0.098,,7.27,2.6,2.27,665,52.5,139.1,5263,4.55,-0.633,0.85,0.81,0
K2-54 b,9.7843,0.0671,,1.6,1.15,5.78,,6.1,175.84,3798,4.89,-1.011,0.42,0.38,0
K2-55 b,2.849258,0.03486,0.07,14,3.82,1.38,,115,160.26,4456,4.67,-0.821,0.7,0.63,0
K2-57 b,9.0063,0.0746,,5.06,2.1,3,,24.1,266.23,4434,4.68,-0.83,0.68,0.62,0
K2-58 b,7.05254,0.0692,,7.65,2.68,2.18,,118,182.69,5413,4.52,-0.412,0.89,0.86,0
K2-58 c,2.53726,0.035,,3.26,1.62,4.21,,462,182.69,5413,4.52,-0.412,0.89,0.86,0
K2-58 d,22.8827,0.1517,,3.57,1.71,3.92,,24.6,182.69,5413,4.52,-0.412,0.89,0.86,0
K2-59 b,20.6921,0.1354,,6.39,2.41,2.51,,17.1,314.09,5055,4.59,-0.66,0.77,0.73,0
K2-59 c,11.2954,0.0905,,5.9,2.3,2.66,,38.3,314.09,5055,4.59,-0.66,0.77,0.73,0
K2-6 b,30.94191,0.1898,,6.8,2.5,2.39,615,28.6,319.59,5850,4.4,-0.12,0.97,0.96,0
K2-60 b,3.00265,0.045,0,135.39558,7.656,1.7,1400,1212,498.7,5500,4.07,0.24,0.97,1.12,0
K2-61 b,2.57302,0.0392,,6.71,2.48,2.42,,1686,410.35,6293,4.25,-0.036,1.21,1.36,0
K2-62 b,6.67202,0.0636,,5.22,2.14,2.93,,66,112.83,4880,4.6,-0.781,0.77,0.73,0
K2-62 c,16.1966,0.1148,,5.22,2.14,2.93,,20.5,112.83,4880,4.6,-0.781,0.77,0.73,0
K2-63 b,20.257,0.1627,,10.5,3.22,1.73,,188,524.41,6771,4.15,0.219,1.4,1.63,0
K2-64 b,6.53044,0.0619,,4.94,2.07,3.06,,98,506.87,5312,4.58,-0.265,0.74,0.73,0
K2-65 b,12.6475,0.1014,,3.12,1.58,4.35,,45,78.06,5213,4.53,-0.328,0.87,0.84,0
K2-66 b,5.06963,0.05983,,21.3,2.49,7.8,1372,840,520.43,5887,4.03,0.506,1.11,1.67,0
K2-68 b,8.05428,0.0708,,3.12,1.58,4.35,,41,169.47,4746,4.63,-0.673,0.73,0.68,0
K2-69 b,7.06599,0.0591,,5.99,2.32,2.64,,17.9,181.63,4127,4.79,-1.2,0.55,0.49,0
K2-7 b,28.67992,0.1814,,7.61,2.67,2.2,651,125,754.64,5772,3.82,0.405,0.97,0.96,0
K2-70 b,13.97896,0.1112,,8.7,2.89,1.98,,62,234.47,5622,4.48,-0.457,0.94,0.93,0
K2-71 b,6.98541,0.0559,,5.27,2.15,2.91,,13.4,153.86,4006,4.85,-1.38,0.48,0.43,0
K2-72 b,5.577212,0.04,0.11,1.28,1.08,5.58,,8.5,66.56,3360.47,5.05,-1.9,0.27,0.33,0
K2-72 c,15.189034,0.078,0.11,1.65,1.16,5.81,,2.2,66.56,3360.47,5.05,-1.9,0.27,0.33,0
K2-72 d,7.760178,0.05,0.11,1.01,1.01,5.39,,5.4,66.56,3360.47,5.05,-1.9,0.27,0.33,0
K2-73 b,7.49543,0.07619,,6.57,2.45,2.45,,213,271.27,5922,4.41,0.054,1.05,1.06,0
K2-74 b,19.5666,0.1402,,5.95,2.31,2.65,,59.1,381.85,6060,4.44,0.06,0.96,0.98,0
K2-75 b,7.8142,0.081,,7.61,2.67,2.2,,430,570.86,5995,4.12,0.349,1.16,1.56,0
K2-75 c,18.311,0.1429,,8.1,2.77,2.09,,138,570.86,5995,4.12,0.349,1.16,1.56,0
K2-77 b,8.199796,0.076,0.14,603.877,2.3,,,58,142.31,4970,4.47,-0.5,0.8,0.76,0
K2-79 b,10.99573,0.0987,,13.2,3.69,1.44,,186,257.9,5926,4.25,0.018,1.06,1.28,0
K2-8 b,10.35239,0.0856,,12.5,3.58,1.5,631,37.7,407.93,4870,4.52,-0.583,0.78,0.74,0
K2-8 c,5.06416,0.0532,,6.39,2.41,2.51,801,97.8,407.93,4870,4.52,-0.583,0.78,0.74,0
K2-80 b,19.0918,0.135,,4.7,2.01,3.18,,32.5,201.96,5441,4.52,-0.432,0.9,0.87,0
K2-80 c,5.605,0.0596,,2.76,1.47,4.77,,166,201.96,5441,4.52,-0.432,0.9,0.87,0
K2-80 d,28.867253,,,7.04,2.552,2.33,,,201.96,5441,4.52,-0.432,0.9,0.87,0
K2-81 b,6.102325,0.059,0.06,4.54,1.97,3.26,,62.9,254.14,4674.13,4.67,-0.761,0.75,0.63,0
K2-83 b,2.74697,0.03014,0.07,2.08,1.244,5.94,,41.5,125.98,3910,4.86,-1.42,0.48,0.42,0
K2-83 c,9.99767,0.07131,0.06,2.8,1.483,4.72,,7.42,125.98,3910,4.86,-1.42,0.48,0.42,0
K2-84 b,6.4215,0.0665,,6.39,2.41,2.51,,178,287.23,5652,4.48,-0.423,0.95,0.93,0
K2-84 c,27.86,0.1768,,4.78,2.03,3.14,,25.3,287.23,5652,4.48,-0.423,0.95,0.93,0
K2-85 b,0.684533,0.01263,0.24,1.01,1.01,5.39,,479,97.49,4268,4.78,-0.837,0.57,0.51,0
K2-86 b,8.77683,0.077,,4.5,1.96,3.28,,78,260.61,5482,4.58,-0.386,0.79,0.76,0
K2-87 b,9.726618,0.094,,44.9,7.6,0.562,979,85,503.6,5747,4.21,-0.098,1.16,1.4,0
K2-88 b,4.6122,0.0345,0.26,2.04,1.23,6.02,,7.8,110.91,3537,5.02,-2.03,0.26,0.26,0
K2-89 b,1.096026,0.01462,0.15,0.17,0.615,4.02,,78,86.25,3691,4.96,-1.77,0.35,0.32,0
K2-90 b,13.733314,0.096,0.07,7.27,2.6,2.27,502,10.2,134.9,4484,4.65,-0.968,0.63,0.62,0
K2-90 c,2.900706,0.035,0.19,2.24,1.3,5.6,,80.8,134.9,4484,4.65,-0.968,0.63,0.62,0
K2-91 b,1.419549,0.0164,0.09,1.37,1.1,5.66,,46,62.69,3622,5,-1.9,0.29,0.28,0
K2-95 b,10.134016,0.0696,0.16,10.99,3.88,1.03,383,,180.63,3548,4.84,-1.635,0.44,0.42,0
K2-97 b,8.406726,0.086,0.22,152.5584,10.61,0.702,1499,,869.76,4717,3.22,0.919,1.2,4.47,0
K2-98 b,10.136448,0.0974,0,32.2,5.2,2.15,1092,,526.31,6172,4.13,0.489,1.2,1.57,0
K2-99 b,18.251985,0.1597,0.19,308.2951,11.73,1.05,1113,,522.29,6217,3.81,0.931,1.63,2.63,0
KELT-1 b,1.217514,0.02466,0.0099,8654.15,12.442,24.7,,,262,6518,,0.542,1.32,1.46,0
KELT-10 b,4.1662739,0.0525,,215.80657,15.681,0.308,1377,600,183,5948,4.32,0.217,1.11,1.21,0
KELT-11 b,4.7361,0.06229,0.0007,54.34893,15.132,0.093,1712,1433,98,5375,3.7,0.753,1.44,2.69,0
KELT-12 b,5.031623,0.06708,0,301.9385,19.952,0.209,1800,1749,360,6279,3.89,0.892,1.59,2.37,0
KELT-14 b,1.7100566,0.03005,0,408.09372,19.537,0.322,1970,,266,5720,4.17,0.344,1.24,1.52,0
KELT-15 b,3.32944,0.04613,0,416.3573,19.504,0.36,1642,,291,6003,4.17,0.47,2.06,1.78,0
KELT-16 b,0.9689951,0.02044,0,874.0325,15.861,1.2,2453,,450.28,6236,4.25,0.401,1.21,1.36,0
KELT-17 b,3.0801716,0.04881,,416.3573,17.094,0.46,2087,,210,7454,4.22,0.876,1.64,1.65,0
KELT-18 b,2.8717518,0.0455,0,375.0394,17.598,0.377,2085,3152,311,6670,4.06,0.813,1.52,1.91,0
KELT-19 A b,4.6117093,0.0637,,1293.5681,21.409,0.744,1935,2340,302.8,7500,4.13,0.978,1.62,1.83,0
KELT-2 A b,4.11379,0.05496,0,540.311,15.132,0.857,,,134.57,6327,4.5,0.689,1.54,1.93,0
