Planet_name,Orbit_period,Semi_major_axis,Eccentricity,Mass (EU),Radius (EU),Density,Eqilibrium_temp,Insolation_flux,Distance,Effective_temp,Surface_Stellar_gravity,Stellar_luminosity,Stellar_mass,Stellar_radius,Habitable
Kepler-1536 b,364.758031,,,10.0,3.14,1.77,,0.19,401.0,4434.0,4.64,-0.853,0.71,0.67,0
Kepler-1537 b,1.4444538,,,1.76,1.18,5.89,,713.17,503.0,5079.0,4.58,-0.457,0.81,0.77,0
Kepler-1538 b,175.138819,,,8.35,2.82,2.05,,1.99,1291.0,5837.0,4.42,-0.088,1.03,1.03,0
Kepler-1539 b,133.3036741,,,7.75,2.7,2.16,,1.57,788.0,5176.0,4.57,-0.438,0.84,0.8,0
Kepler-154 b,33.040532,0.198,,5.73,2.26,2.73,,28.11,855.0,5690.0,4.42,0.016,0.98,1.0,0
Kepler-154 c,62.303276,0.303,,9.01,2.95,1.93,,12.07,855.0,5690.0,4.42,0.016,0.98,1.0,0
Kepler-154 d,20.54981883,,,14.1,3.84,1.37,,53.0,855.0,5690.0,4.42,0.016,0.98,1.0,0
Kepler-154 e,3.93276465,,,2.86,1.5,4.66,,480.4,855.0,5690.0,4.42,0.016,0.98,1.0,0
Kepler-154 f,9.91935684,,,2.86,1.5,4.66,,139.88,855.0,5690.0,4.42,0.016,0.98,1.0,0
Kepler-1541 b,8.40691199,,,1.65,1.16,5.81,,75.56,414.0,5282.0,4.56,-0.363,0.86,0.81,0
Kepler-1542 b,3.95116882,,,0.363,0.76,4.54,,518.44,336.0,5564.0,4.41,0.061,0.94,0.99,0
Kepler-1542 c,2.89223021,,,0.208,0.65,4.16,,786.08,336.0,5564.0,4.41,0.061,0.94,0.99,0
Kepler-1542 d,5.99273738,,,0.59,0.87,4.92,,297.81,336.0,5564.0,4.41,0.061,0.94,0.99,0
Kepler-1542 e,5.10115756,,,0.363,0.76,4.54,,370.0,336.0,5564.0,4.41,0.061,0.94,0.99,0
Kepler-1543 b,6.96710269,,,7.8,2.71,2.15,,375.65,1114.0,6561.0,4.14,0.448,1.39,1.65,0
Kepler-1545 b,163.692349,,,7.75,2.7,2.16,,1.41,688.0,5201.0,4.57,-0.349,0.84,0.8,0
Kepler-1546 b,19.5974971,,,9.96,3.13,1.78,,36.3,994.0,5623.0,4.48,-0.274,0.95,0.93,0
Kepler-1547 b,0.69297968,,,0.666,0.9,5.02,,5760.94,665.0,6078.0,4.34,0.184,1.12,1.18,0
Kepler-1548 b,124.828679,,,7.46,2.64,2.23,,1.93,1150.0,5706.0,4.46,-0.311,0.99,0.97,0
Kepler-1549 b,214.886545,,,7.13,2.57,2.31,,1.18,792.0,5324.0,4.54,-0.312,0.88,0.84,0
Kepler-155 b,5.931194,0.056,,5.02,2.09,4.73,614.0,19.0,293.0,4508.0,4.68,-0.759,0.72,0.62,0
Kepler-155 c,52.661793,0.242,,5.65,2.24,4.73,286.0,1.28,293.0,4508.0,4.68,-0.759,0.72,0.62,0
Kepler-1550 b,225.582809,,,9.38,3.02,1.87,,2.31,1202.0,5991.0,4.38,0.091,1.07,1.11,0
Kepler-1551 b,24.4973698,,,7.56,2.66,2.21,,60.42,1560.0,6136.0,4.32,0.2,1.14,1.22,0
Kepler-1553 b,4.24261881,,,1.6,1.15,5.78,,166.11,719.0,5288.0,4.56,-0.396,0.85,0.81,0
Kepler-1554 b,198.088774,,,8.75,2.9,1.97,,1.01,982.0,5297.0,4.56,-0.396,0.84,0.81,0
Kepler-1555 b,8.10501635,,,3.22,1.61,4.24,,483.26,1382.0,5866.0,4.4,0.403,1.04,1.06,0
Kepler-1556 b,8.82713457,,,4.5,1.96,3.28,,92.14,1060.0,5608.0,4.47,-0.248,0.97,0.95,0
Kepler-1557 b,3.74032496,,,2.96,1.53,4.54,,645.54,1532.0,6099.0,4.34,0.068,1.11,1.17,0
Kepler-1558 b,3.50470358,,,0.244,0.68,4.26,,189.89,343.0,5101.0,4.57,-0.487,0.83,0.79,0
Kepler-1559 b,0.97191543,,,0.299,0.72,4.4,,1620.06,580.0,5316.0,4.55,-0.297,0.86,0.82,0
Kepler-156 b,4.973456,0.054,,5.9,2.3,2.66,,135.08,439.0,5094.0,4.55,-0.441,0.84,0.81,0
Kepler-156 c,15.906801,0.117,,7.04,2.55,2.33,,28.64,439.0,5094.0,4.55,-0.441,0.84,0.81,0
Kepler-1560 b,3.03195744,,,0.64,0.89,4.99,,593.92,529.0,5815.0,4.43,-0.059,1.02,1.02,0
Kepler-1561 b,1.00520701,,,1.32,1.09,5.6,,2364.81,993.0,5957.0,4.38,-0.101,1.07,1.11,0
Kepler-1562 b,64.2737752,,,12.3,3.55,1.51,,31.77,1315.0,5760.0,4.41,0.446,1.02,1.05,0
Kepler-1563 b,3.43276598,,,0.347,0.75,4.52,,,547.0,5765.0,4.45,-0.01,1.0,0.99,0
Kepler-1564 b,18.0540381,,,2.76,1.47,4.77,,41.51,872.0,5528.0,4.5,-0.151,0.93,0.9,0
Kepler-1565 b,1.53818844,,,1.81,1.19,5.9,,510.57,657.0,4940.0,4.6,-0.623,0.76,0.73,0
Kepler-1566 b,0.53991524,,,0.418,0.79,4.66,,2340.98,511.0,5254.0,4.56,-0.47,0.84,0.81,0
Kepler-1567 b,153.979578,,,7.9,2.73,2.13,,2.72,1226.0,5655.0,4.49,-0.162,0.95,0.93,0
Kepler-1568 b,20.925392,,,2.24,1.3,5.6,,72.57,883.0,5956.0,4.32,0.24,1.09,1.19,0
Kepler-1569 b,5.79180156,,,3.46,1.68,4.01,,495.65,1050.0,6319.0,4.24,0.274,1.25,1.4,0
Kepler-157 b,1.732342,0.028,,2.3,1.32,5.5,,1572.31,749.0,5774.0,4.39,0.054,1.02,1.04,0
Kepler-157 c,13.5405,0.11,,5.65,2.24,2.76,,101.75,749.0,5774.0,4.39,0.054,1.02,1.04,0
Kepler-157 d,7.02573474,,,2.73,1.46,4.82,,244.06,749.0,5774.0,4.39,0.054,1.02,1.04,0
Kepler-1570 b,26.548955,,,1.24,1.07,5.56,,76.46,463.0,5550.0,4.5,0.281,0.92,0.89,0
Kepler-1571 b,3.38555488,,,2.92,1.52,4.57,,757.13,802.0,6297.0,4.24,0.067,1.23,1.39,0
Kepler-1572 b,5.49548621,,,0.779,0.94,5.15,,583.52,600.0,5618.0,4.47,0.36,0.97,0.95,0
Kepler-1573 b,2.6157554,,,1.87,1.2,5.95,,1343.11,1180.0,5808.0,4.44,0.165,1.01,1.0,0
Kepler-1574 b,6.9424334,,,2.21,1.29,5.66,,289.78,1275.0,5892.0,4.4,0.153,1.06,1.08,0
Kepler-1575 b,2.55314213,,,2.27,1.31,5.55,,803.68,1170.0,5667.0,4.49,-0.059,0.95,0.92,0
Kepler-1576 b,6.98471973,,,1.12,1.04,5.47,,156.61,539.0,5876.0,4.4,-0.11,1.05,1.06,0
Kepler-1577 b,6.30560247,,,1.51,1.13,5.75,,57.75,543.0,4862.0,4.6,-0.674,0.78,0.74,0
Kepler-1578 b,1.45088691,,,1.12,1.04,5.47,,1486.44,1016.0,5545.0,4.53,-0.176,0.9,0.86,0
Kepler-1579 b,0.84990789,,,0.52,0.84,4.82,,,466.0,4584.0,4.63,-0.94,0.75,0.7,0
Kepler-158 b,16.709184,0.111,,5.14,2.12,2.96,,13.63,351.0,4623.0,4.66,-0.836,0.75,0.62,0
Kepler-158 c,28.551383,0.158,,4.27,1.9,3.42,,6.68,351.0,4623.0,4.66,-0.836,0.75,0.62,0
Kepler-1580 b,56.6449279,,,5.1,2.11,2.98,,83.09,872.0,6228.0,3.94,0.867,1.47,2.15,0
Kepler-1581 b,6.28385491,,,0.437,0.8,4.69,,470.86,443.0,6022.0,4.31,0.325,1.12,1.23,0
Kepler-1582 b,4.83817712,,,2.83,1.49,4.7,,4.37,112.0,3208.0,4.93,-2.07,0.28,0.3,0
Kepler-1583 b,9.32807355,,,0.156,0.6,3.97,,124.31,357.0,5645.0,4.49,-0.031,0.94,0.91,0
Kepler-1584 b,13.3997099,,,3.22,1.61,4.24,,162.54,1325.0,6069.0,4.37,0.255,1.1,1.13,0
Kepler-1585 b,3.5827463,,,3.86,1.79,3.7,,182.94,1269.0,5538.0,4.5,-0.495,0.94,0.91,0
Kepler-1586 b,15.6049212,,,2.92,1.52,4.57,,105.77,864.0,6681.0,4.12,0.148,1.45,1.75,0
Kepler-1587 b,9.4060467,,,2.33,1.33,5.44,,254.7,907.0,5933.0,4.3,0.307,1.08,1.22,0
Kepler-1588 b,7.84931739,,,0.363,0.76,4.54,,359.79,658.0,5817.0,4.43,0.297,0.96,0.99,0
Kepler-1589 b,0.99166527,,,1.32,1.09,5.6,,5228.78,1418.0,6166.0,4.32,0.284,1.18,1.25,0
Kepler-159 b,10.139623,0.082,,6.26,2.38,2.55,448.0,33.46,397.0,4625.0,4.65,-0.775,0.76,0.66,0
Kepler-159 c,43.595792,0.218,,11.5,3.41,1.59,275.0,4.79,397.0,4625.0,4.65,-0.775,0.76,0.66,0
Kepler-1590 b,7.61760804,,,1.55,1.14,5.75,,171.48,900.0,6053.0,4.35,0.034,1.11,1.16,0
Kepler-1591 b,8.18504949,,,2.15,1.27,5.77,,439.43,1090.0,6082.0,4.35,0.356,1.1,1.16,0
Kepler-1592 b,3.05710069,,,2.99,1.54,4.5,,1918.34,1349.0,6213.0,4.29,0.433,1.18,1.28,0
Kepler-1593 b,174.509835,0.546,,10.2,3.17,3.03,260.0,0.89,755.0,4995.0,4.59,-0.788,0.81,0.77,0
Kepler-1594 b,2.71603809,,,1.2,1.06,5.54,,672.41,1100.0,5946.0,4.39,-0.02,1.06,1.08,0
Kepler-1595 b,4.56380468,,,2.04,1.23,6.02,,185.57,841.0,5203.0,4.56,-0.369,0.84,0.8,0
Kepler-1596 b,66.373379,,,4.27,1.9,3.42,,33.38,1166.0,5706.0,4.49,0.458,0.95,0.92,0
Kepler-1597 b,2.94654179,,,1.2,1.06,5.54,,1431.31,1255.0,6377.0,4.24,0.422,1.25,1.39,0
Kepler-1598 b,4.34195123,,,0.809,0.95,5.18,,308.46,734.0,5940.0,4.39,-0.052,1.07,1.09,0
Kepler-1599 b,122.363553,,,3.26,1.62,4.21,,8.2,1004.0,5767.0,4.45,0.206,0.99,0.99,0
Kepler-16 b,228.776,0.7048,0.0069,105.833,8.449,0.964,,,61.0,4450.0,4.65,-0.903,0.69,0.65,0
Kepler-160 b,4.309427,0.05,,2.99,1.54,4.5,,396.62,841.0,5857.0,4.51,0.004,0.97,0.88,0
Kepler-160 c,13.699087,0.109,,12.7,3.61,1.48,,84.85,841.0,5857.0,4.51,0.004,0.97,0.88,0
Kepler-1600 b,386.370548,,,9.96,3.13,1.78,,0.46,992.0,5214.0,4.55,-0.351,0.86,0.82,0
Kepler-1601 b,2.20921951,,,0.477,0.82,4.75,,999.75,660.0,5869.0,4.4,0.035,1.04,1.07,0
Kepler-1602 b,11.17931605,,,2.36,1.34,5.39,,124.51,815.0,6296.0,4.25,0.158,1.22,1.36,0
Kepler-1603 b,2.27163926,,,2.21,1.29,5.66,,4852.41,1751.0,6241.0,4.28,0.675,1.21,1.31,0
Kepler-1604 b,0.68368426,,,2.57,1.41,5.04,,3567.57,562.0,4976.0,4.59,-0.561,0.81,0.76,0
Kepler-1605 b,85.7565495,,,1.28,1.08,5.58,,16.73,224.0,5280.0,4.55,0.429,0.86,0.82,0
Kepler-1607 b,13.6473676,,,0.721,0.92,5.09,,449.63,735.0,6116.0,4.33,0.59,1.14,1.21,0
Kepler-1608 b,16.4735686,,,3.64,1.73,3.86,,,832.0,4992.0,4.61,-0.537,0.75,0.72,0
Kepler-1609 b,114.34219,,,5.56,2.22,2.79,,12.97,1483.0,6132.0,4.29,0.464,1.18,1.27,0
Kepler-161 b,4.921355,0.054,,12.1,2.12,6.98,,123.4,464.0,5078.0,4.55,-0.469,0.86,0.81,0
Kepler-161 c,7.06424,0.068,,11.8,2.05,7.53,,76.2,464.0,5078.0,4.55,-0.469,0.86,0.81,0
Kepler-1610 b,8.70181574,,,3.22,1.61,4.24,,56.21,1063.0,5383.0,4.52,-0.509,0.91,0.87,0
Kepler-1611 b,5.1762429,,,0.457,0.81,4.73,,,686.0,5605.0,4.49,-0.113,0.94,0.93,0
Kepler-1612 b,3.91795101,,,1.08,1.03,5.43,,269.25,837.0,5643.0,4.48,-0.211,0.96,0.94,0
Kepler-1613 b,1.5184299,,,4.98,2.08,3.04,,6797.62,855.0,6005.0,4.37,0.638,1.08,1.12,0
Kepler-1614 b,3.9466141,,,2.83,1.49,4.7,,276.37,982.0,5121.0,4.58,-0.275,0.79,0.76,0
Kepler-1615 b,47.3126192,,,4.9,2.06,3.08,,31.17,940.0,5865.0,4.42,0.397,1.04,1.05,0
Kepler-1616 b,6.76284377,,,1.04,1.02,5.39,,724.86,862.0,6266.0,4.26,0.633,1.21,1.34,0
Kepler-1617 b,27.4785572,,,1.87,1.2,5.95,,64.69,813.0,6167.0,4.32,0.334,1.15,1.22,0
Kepler-1618 b,6.10826019,,,2.13,1.26,5.85,,903.91,1238.0,6620.0,4.15,0.647,1.41,1.65,0
Kepler-1619 b,23.6225913,,,0.363,0.76,4.54,,74.64,520.0,5852.0,4.44,0.301,1.0,1.0,0
Kepler-162 b,6.919798,0.069,,2.13,1.26,5.85,,305.95,905.0,5816.0,4.44,0.083,1.12,0.96,0
Kepler-162 c,19.446355,0.137,,9.43,3.03,1.86,,77.05,905.0,5816.0,4.44,0.083,1.12,0.96,0
Kepler-1620 b,101.951829,,,3.22,1.61,4.24,,,773.0,6157.0,4.31,0.293,1.15,1.23,0
Kepler-1621 b,92.263714,,,5.31,2.16,2.9,,14.05,1461.0,6158.0,4.31,0.332,1.15,1.24,0
Kepler-1622 b,10.8118737,,,2.76,1.47,4.77,,236.0,927.0,6436.0,4.2,0.35,1.31,1.5,0
Kepler-1623 b,4.36128348,,,2.27,1.31,5.55,,243.08,986.0,5772.0,4.44,-0.215,1.0,1.0,0
Kepler-1624 b,3.29030452,,,27.6,5.7,0.819,,43.54,199.0,3636.0,4.78,-1.167,0.5,0.47,0
Kepler-1625 b,287.378949,,,30.6,6.06,0.756,,3.77,1213.0,5677.0,4.48,0.395,0.96,0.94,0
Kepler-1626 b,4.13962966,,,4.74,2.02,3.16,,1328.65,1718.0,6826.0,4.08,0.482,1.51,1.85,0
Kepler-1627 b,7.20283653,,,13.2,3.69,1.44,,143.12,311.0,5445.0,4.54,-0.318,0.87,0.84,0
Kepler-1628 b,76.378033,,,33.8,6.43,0.699,,,352.0,3724.0,4.74,-1.33,0.55,0.52,0
Kepler-1629 b,3.87595807,,,0.381,0.77,4.59,,315.46,390.0,5776.0,4.44,-0.148,1.01,1.01,0
Kepler-163 b,7.810937,0.078,,1.16,1.05,5.51,,115.61,750.0,5776.0,4.52,-0.17,0.98,0.92,0
Kepler-163 c,21.347262,0.152,,5.73,2.26,2.73,,30.24,750.0,5776.0,4.52,-0.17,0.98,0.92,0
Kepler-1630 b,509.997402,,,5.43,2.19,2.84,,,278.0,4736.0,4.66,-0.716,0.66,0.63,0
Kepler-1631 b,4.09513932,,,2.39,1.35,5.34,,446.92,1190.0,5679.0,4.47,-0.042,0.97,0.95,0
Kepler-1633 b,186.404271,,,3.12,1.58,4.35,,26.26,811.0,6256.0,4.27,0.63,1.2,1.32,0
Kepler-1634 b,374.876239,,,10.3,3.19,1.74,,0.54,654.0,5474.0,4.51,-0.296,0.92,0.89,0
Kepler-1635 b,469.63111,,,12.9,3.64,1.47,,0.4,1084.0,5347.0,4.53,-0.285,0.89,0.85,0
Kepler-1636 b,425.47785,,,10.5,3.23,1.71,,1.22,1567.0,5797.0,4.43,0.198,1.01,1.02,0
Kepler-1637 b,6.10960324,,,0.64,0.89,4.99,,,506.0,5789.0,4.43,0.023,1.02,1.02,0
Kepler-1639 b,9.878482,,,7.18,2.58,2.3,,187.85,1168.0,6150.0,4.34,0.13,1.12,1.18,0
Kepler-164 b,5.03503,0.058,,2.57,1.41,5.04,,370.92,991.0,5888.0,4.33,0.097,1.09,1.15,0
Kepler-164 c,10.945723,0.097,,7.9,2.73,2.13,,131.49,991.0,5888.0,4.33,0.097,1.09,1.15,0
Kepler-164 d,28.986769,0.187,,6.57,2.45,2.45,,35.89,991.0,5888.0,4.33,0.097,1.09,1.15,0
Kepler-1640 b,7.5844126,,,20.7,4.82,1.02,,,1379.0,6324.0,4.23,0.47,1.27,1.43,0
Kepler-1641 b,19.672266,,,9.85,3.11,1.8,,82.83,961.0,6152.0,4.34,0.073,1.12,1.19,0
Kepler-1641 c,32.657212,,,9.01,2.95,1.93,,42.15,961.0,6152.0,4.34,0.073,1.12,1.19,0
Kepler-1642 b,12.2057513,,,10.3,3.2,1.73,,39.91,447.0,5355.0,4.54,-0.473,0.88,0.84,0
Kepler-1642 c,6.6513802,,,7.56,2.66,2.21,,89.63,447.0,5355.0,4.54,-0.473,0.88,0.84,0
Kepler-1643 b,5.34264507,,,5.9,2.3,2.66,,137.75,414.0,5508.0,4.52,-0.522,0.92,0.88,0
Kepler-1644 b,21.0907758,,,4.19,1.88,3.47,,,592.0,5499.0,4.53,-0.215,0.89,0.86,0
Kepler-1645 b,16.1779561,,,3.82,1.78,3.72,,138.54,844.0,5812.0,4.43,0.301,1.02,1.02,0
Kepler-1646 b,4.48558383,,,2.04,1.23,6.02,,15.64,81.0,3299.0,5.01,-2.14,0.24,0.26,0
Kepler-1647 b,1107.5923,2.7205,0.0581,483.0,11.874,1.59,,,1211.54,6210.0,4.02,0.644,1.22,1.79,0
Kepler-1649 b,8.68909,0.0514,0.0,1.28,1.08,5.58,,2.3,92.43,3240.0,4.98,-2.2,0.22,0.25,0
Kepler-165 b,8.180848,0.072,,5.99,2.32,2.64,,59.8,581.0,5211.0,4.54,-0.492,0.8,0.77,0
Kepler-165 c,15.31299,0.11,,5.6,2.23,2.77,,25.93,581.0,5211.0,4.54,-0.492,0.8,0.77,0
Kepler-1650 b,1.53818001,,0.01,0.84,0.96,5.22,,54.56,120.5,3410.0,4.73,-1.871,0.33,0.33,0
Kepler-1651 b,9.87863917,,0.13,4.04,1.84,3.56,,,69.4,3713.0,4.72,-1.368,0.52,0.5,0
Kepler-1654 b,1047.8356,2.026,0.26,158.915,9.18,1.2,206.0,0.3,567.84,5597.0,4.3,0.09,1.01,1.18,0
Kepler-1655 b,11.8728787,0.103,,5.0,2.213,2.5,,155.0,214.58,6148.0,4.36,0.123,1.03,1.03,0
Kepler-1656 b,31.578659,0.197,0.836,48.6,5.02,2.13,651.0,,186.88,5731.0,4.37,-0.004,1.03,1.1,0
Kepler-166 b,7.650254,0.072,,5.77,2.27,2.71,,77.54,655.0,5413.0,4.62,-0.391,0.88,0.74,0
Kepler-166 c,34.260281,0.195,,6.26,2.38,2.55,,10.51,655.0,5413.0,4.62,-0.391,0.88,0.74,0
Kepler-166 d,1.55400393,,,3.64,1.73,3.86,,651.41,655.0,5413.0,4.62,-0.391,0.88,0.74,0
Kepler-167 b,4.3931632,0.0483,0.0,3.24,1.615,4.23,914.0,115.8,330.0,4890.0,4.61,-0.57,0.77,0.73,0
Kepler-167 c,7.406114,0.0684,0.0,3.01,1.548,4.46,768.0,57.7,330.0,4890.0,4.61,-0.57,0.77,0.73,0
Kepler-167 d,21.803855,0.1405,0.12,1.83,1.194,5.91,536.0,13.68,330.0,4890.0,4.61,-0.57,0.77,0.73,0
Kepler-167 e,1071.23228,1.89,0.062,73.4,10.15,0.386,131.0,0.07,330.0,4890.0,4.61,-0.57,0.77,0.73,0
Kepler-168 b,4.425391,0.056,,2.73,1.46,4.82,,725.06,1476.0,6282.0,4.42,0.319,1.3,1.11,0
Kepler-168 c,13.193242,0.116,,7.7,2.69,2.17,,169.0,1476.0,6282.0,4.42,0.319,1.3,1.11,0
Kepler-169 b,3.250619,0.04,,1.51,1.13,5.75,,195.22,434.0,4997.0,4.58,-0.523,0.84,0.76,0
Kepler-169 c,6.195469,0.062,,1.92,1.21,5.96,,82.85,434.0,4997.0,4.58,-0.523,0.84,0.76,0
Kepler-169 d,8.348125,0.075,,2.1,1.25,5.91,,55.53,434.0,4997.0,4.58,-0.523,0.84,0.76,0
Kepler-169 e,13.767102,0.105,,5.48,2.2,2.83,,28.55,434.0,4997.0,4.58,-0.523,0.84,0.76,0
Kepler-169 f,87.090195,0.359,,7.18,2.58,2.3,,2.44,434.0,4997.0,4.58,-0.523,0.84,0.76,0
Kepler-17 b,1.4857108,0.02591,0.011,778.65,14.68,1.35,1570.0,1481.77,800.0,5781.0,4.53,-0.037,1.16,1.05,0
Kepler-170 b,7.930592,0.08,,82.6,3.2,13.9,,136.52,743.0,5679.0,4.45,-0.098,1.03,1.03,0
Kepler-170 c,16.665863,0.131,,8.55,2.86,2.01,,50.68,743.0,5679.0,4.45,-0.098,1.03,1.03,0
Kepler-171 b,4.166972,0.05,,6.08,2.34,2.61,,304.18,1026.0,5642.0,4.57,-0.178,1.07,0.84,0
Kepler-171 c,11.463462,0.098,,7.08,2.56,2.32,,78.91,1026.0,5642.0,4.57,-0.178,1.07,0.84,0
Kepler-171 d,39.595519,0.223,,4.23,1.89,3.44,,15.1,1026.0,5642.0,4.57,-0.178,1.07,0.84,0
Kepler-172 b,2.940309,0.04,,6.12,2.35,2.59,,639.48,796.0,5526.0,4.38,-0.067,1.0,1.08,0
Kepler-172 c,6.388996,0.068,,8.55,2.86,2.01,,227.22,796.0,5526.0,4.38,-0.067,1.0,1.08,0
Kepler-172 d,14.627119,0.118,,5.69,2.25,2.74,,75.29,796.0,5526.0,4.38,-0.067,1.0,1.08,0
Kepler-172 e,35.118736,0.211,,8.05,2.76,2.1,,23.43,796.0,5526.0,4.38,-0.067,1.0,1.08,0
Kepler-173 b,4.263742,0.048,,2.21,1.29,5.66,,599.5,810.0,6031.0,4.4,0.036,1.04,0.95,0
Kepler-173 c,8.005777,0.074,,6.48,2.43,2.48,,258.42,810.0,6031.0,4.4,0.036,1.04,0.95,0
Kepler-174 b,13.98179,0.1,,4.5,1.96,3.28,,24.42,371.0,4880.0,4.68,-0.611,0.71,0.62,0
Kepler-174 c,44.000529,0.214,,2.83,1.49,4.7,,5.3,371.0,4880.0,4.68,-0.611,0.71,0.62,0
Kepler-175 b,11.903515,0.105,,7.08,2.56,2.32,,129.64,1279.0,6064.0,4.47,0.185,1.12,1.01,0
Kepler-175 c,34.035257,0.213,,9.8,3.1,1.81,,31.95,1279.0,6064.0,4.47,0.185,1.12,1.01,0
Kepler-176 b,5.433074,0.058,,2.63,1.43,4.94,,123.8,564.0,5232.0,4.47,-0.445,0.87,0.89,0
Kepler-176 c,12.759712,0.102,,23.0,2.6,7.19,,39.63,564.0,5232.0,4.47,-0.445,0.87,0.89,0
Kepler-176 d,25.751974,0.163,,15.2,2.51,5.28,,15.54,564.0,5232.0,4.47,-0.445,0.87,0.89,0
Kepler-176 e,51.16579,,,2.7,1.45,4.87,,6.22,564.0,5232.0,4.47,-0.445,0.87,0.89,0
Kepler-177 b,36.855,,,2.0,2.9,1.0,,38.12,1068.0,5942.0,4.42,0.246,1.0,1.05,0
Kepler-177 c,49.412,,,7.5,7.1,0.2,,25.79,1068.0,5942.0,4.42,0.246,1.0,1.05,0
Kepler-178 b,9.576694,0.085,,8.75,2.9,1.97,,84.57,741.0,5676.0,4.33,-0.215,0.94,1.07,0
Kepler-178 c,20.552802,0.142,,8.65,2.88,1.99,,30.55,741.0,5676.0,4.33,-0.215,0.94,1.07,0
Kepler-178 d,96.678988,0.397,,14.8,3.95,1.32,,3.87,741.0,5676.0,4.33,-0.215,0.94,1.07,0
Kepler-179 b,2.735926,0.036,,3.33,1.64,4.15,,360.26,660.0,5302.0,4.61,-0.352,0.91,0.76,0
Kepler-179 c,6.40013,0.064,,4.66,2.0,3.2,,115.98,660.0,5302.0,4.61,-0.352,0.91,0.76,0
Kepler-18 b,3.504725,0.0447,0.0,6.9,2.0,4.9,,355.74,507.0,5345.0,4.31,-0.031,0.97,1.11,0
Kepler-18 c,7.64159,0.0752,0.0,17.3,5.49,0.59,,126.08,507.0,5345.0,4.31,-0.031,0.97,1.11,0
Kepler-18 d,14.85888,0.1172,0.0,16.4,6.98,0.27,,51.92,507.0,5345.0,4.31,-0.031,0.97,1.11,0
Kepler-180 b,13.817124,0.109,,2.86,1.5,4.66,,72.12,675.0,5731.0,4.34,-0.14,0.95,1.06,0
Kepler-180 c,41.885775,0.229,,9.32,3.01,1.88,,16.42,675.0,5731.0,4.34,-0.14,0.95,1.06,0
Kepler-181 b,3.137873,0.04,,2.15,1.27,5.77,,255.58,667.0,5333.0,4.62,-0.388,0.88,0.75,0
Kepler-181 c,4.302149,0.049,,4.62,1.99,3.22,,168.19,667.0,5333.0,4.62,-0.388,0.88,0.75,0
Kepler-182 b,9.825792,0.096,,7.18,2.58,2.3,,239.79,1409.0,6250.0,4.4,0.342,1.16,1.15,0
Kepler-182 c,20.684342,0.157,,11.6,3.43,1.58,,88.85,1409.0,6250.0,4.4,0.342,1.16,1.15,0
Kepler-183 b,5.687945,0.064,,4.9,2.06,3.08,,281.85,1015.0,5888.0,4.5,-0.01,1.0,0.96,0
Kepler-183 c,11.637071,0.103,,35.7,2.27,16.8,,108.72,1015.0,5888.0,4.5,-0.01,1.0,0.96,0
