pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_lum,st_logg,ESI,isHabitable
K2-122 b,2,1,2.2193023,0.0373,1.16,1.65,4009,0.59,0.63,-1.102,4.69,0.314574945,0
GJ 9827 c,1,3,3.648096,0.03925,1.241,1.3,4305,0.6,0.61,-0.942,4.66,0.314545899,0
Kepler-681 b,1,1,26.39435646,0.1635,3.08,9.69,5021,0.76,0.8,-0.457,4.58,0.314536844,0
Kepler-191 b,1,3,9.939632,0.087,1.34,2.36,5282,0.79,0.81,-0.414,4.59,0.314468245,0
Kepler-184 c,1,3,20.303005,0.141,1.97,8.8,5788,0.87,0.97,-0.225,4.51,0.314434389,0
Kepler-57 c,1,2,11.6092567,0.096,1.55,9.1,5145,0.73,0.83,-0.342,4.63,0.31426608,0
Kepler-1400 b,1,1,9.06689421,0.0771,1.62,3.26,5044,0.78,0.83,-0.578,4.58,0.314119534,0
Kepler-271 b,1,3,10.43547805,0.0881,1.23,2.04,5555,0.87,0.9,-0.253,4.52,0.313898991,0
Kepler-1867 b,1,1,9.88735962,0.0872,1.16,1.65,5693,0.82,0.91,0.219,4.57,0.313891964,0
Kepler-1486 b,1,1,54.6495759,0.2846,2.32,5.99,5965,1.12,1.08,0.312,4.38,0.313767483,0
Kepler-1302 b,1,1,8.83922659,0.0795,1.43,2.63,5236,0.82,0.86,-0.467,4.55,0.313631285,0
LHS 3844 b,1,1,0.46292913,0.00622,1.303,2.25,3036,0.19,0.15,-2.565,5.06,0.313494537,0
Kepler-1161 b,1,1,10.71252541,0.0784,2.13,5.18,4253,0.57,0.59,-0.653,4.7,0.31342906,0
Kepler-245 c,1,4,17.460812,0.124,2.18,225.6,5100,0.8,0.86,-0.396,4.56,0.313383062,0
Kepler-204 c,1,2,25.660593,0.173,1.79,3.86,5812,1.24,1.03,0.03,4.27,0.313371591,0
Kepler-215 d,1,4,30.864423,0.185,2.39,23.6,5739,1.03,0.94,-0.117,4.36,0.313252219,0
Kepler-330 b,1,2,8.25978,0.075,1.35,2.39,5117,0.72,0.79,-0.442,4.64,0.313101618,0
Kepler-331 b,1,3,8.457496,0.065,1.82,3.97,4347,0.49,0.65,-0.784,4.77,0.312950005,0
Kepler-1063 b,2,1,14.07971466,0.1176,1.49,2.83,5945,1.14,1.09,0.166,4.37,0.312849456,0
Kepler-1254 d,1,3,5.72717226,0.0575,1.31,2.27,4985,0.75,0.78,-0.572,4.59,0.312795725,0
Kepler-1568 b,1,1,20.925392,0.1499,1.3,2.24,5956,1.19,1.09,0.258,4.32,0.312710913,0
Kepler-169 c,1,5,6.195469,0.062,1.21,1.92,4997,0.76,0.84,-0.496,4.58,0.312458374,0
Kepler-1596 b,1,1,66.373379,0.3237,1.9,4.27,5706,0.92,0.95,0.431,4.49,0.312340792,0
TOI-1246 e,1,4,37.9216,0.211,3.78,14.8,5151,0.86,0.87,-0.316,4.4,0.312133255,0
Kepler-1157 b,1,1,4.45743164,0.0448,1.09,1.32,4679,0.71,0.76,-0.675,4.62,0.312102488,0
Kepler-1384 b,1,1,15.36262753,0.1126,1.94,4.42,4919,0.74,0.78,-0.539,4.6,0.311986501,0
Kepler-84 f,1,5,44.552169,0.25,2.2,5.48,6031,1.17,1.06,0.212,4.32,0.311939194,0
Kepler-1184 b,1,1,53.5991044,0.2863,2.68,7.65,5983,1.07,1.05,0.065,4.41,0.311707668,0
Kepler-931 b,1,1,8.03755877,0.0719,1.33,2.33,5241,0.81,0.86,-0.35,4.55,0.311649171,0
K2-275 c,1,2,8.4388385,0.0881,2.21,5.52,4841,0.69,0.77,-0.593,4.65,0.311632905,0
Kepler-1199 b,1,1,15.0447198,0.1152,1.15,1.6,5889,1.17,0.94,0.187,4.27,0.311612095,0
Kepler-1042 b,1,1,10.13202575,0.0756,2.19,5.43,4815,0.72,0.75,-0.6,4.61,0.311583589,0
Kepler-901 b,1,1,3.51749439,0.0378,1.37,2.45,4184,0.57,0.59,-0.984,4.7,0.311450822,0
Kepler-1444 b,1,1,33.42035034,0.2015,2.18,5.39,5810,1.05,1.03,0.021,4.4,0.311441189,0
Kepler-1619 b,1,1,23.6225913,0.1611,0.76,0.363,5852,1,1,0.326,4.44,0.311433684,0
Kepler-32 e,1,5,2.896,0.033,1.5,2.86,3900,0.53,0.58,-1.292,4.64,0.311393648,0
Kepler-1855 b,1,1,0.72733098,0.0115,1.216,1.96,3460,0.36,0.39,-1.295,4.92,0.311226171,0
Kepler-1280 b,1,1,66.5579057,0.38,1.87,4.16,6227,1.32,1.2,0.679,4.28,0.311207243,0
Kepler-274 c,1,2,33.197861,0.204,1.84,4.04,6023,1.01,1.08,0.201,4.44,0.311184783,0
Kepler-1076 b,1,1,6.14727918,0.0611,0.8,0.437,4868,0.74,0.79,-0.557,4.6,0.311164911,0
Kepler-1358 b,1,1,7.06317341,0.0656,1.12,1.46,5181,0.79,0.82,-0.413,4.57,0.310940541,0
Kepler-1688 b,1,1,5.62012,0.0577,1.262,2.13,4632.11,0.75,0.81,-0.636,4.6,0.310556851,0
Kepler-384 b,1,2,22.597053,0.148,1.12,1.46,5577,0.88,0.97,0.396,4.47,0.310433646,0
Kepler-1329 b,1,1,9.33646594,0.0747,2.17,5.35,4500,0.69,0.72,-0.771,4.62,0.310343499,0
Kepler-297 b,1,3,38.871826,0.217,2.87,48.5,5619,0.92,0.98,-0.096,4.47,0.310313913,0
K2-90 c,1,2,2.900706,0.035,1.3,2.24,4421.98,0.63,0.7,-0.968,4.79,0.310126574,0
Kepler-1047 b,1,2,56.1886887,0.2939,2.09,5.02,5754,1.13,1.08,0.424,4.37,0.309944998,0
Kepler-251 d,1,4,30.133001,0.182,2.77,8.1,5526,0.89,0.95,-0.172,4.49,0.309944062,0
Kepler-62 b,1,5,5.714932,0.0553,1.31,9,4925,0.64,0.69,-0.678,4.68,0.309899171,0
Kepler-1959 b,1,1,6.38669014,0.0617,1.143,1.57,5071,0.81,0.77,-0.474,4.5,0.309854999,0
Kepler-375 b,1,2,12.125934,0.101,1.45,2.7,5826,0.84,0.92,-0.163,4.57,0.309814199,0
Kepler-289 b,1,3,34.545,0.21,2.15,7.3,5990,1,1.08,0.061,4.47,0.309790962,0
Kepler-339 c,1,3,6.988055,0.069,1.15,7.3,5631,0.8,0.93,-0.313,4.59,0.309778388,0
Kepler-114 c,1,3,8.041,0.06482,1.6,2.8,4660,0.54,0.56,-0.685,4.72,0.309659429,0
Kepler-241 b,1,2,12.718092,0.094,2.33,6.04,4699,0.67,0.67,-0.607,4.63,0.309597374,0
Kepler-352 d,1,3,6.88727999,0.0657,0.806,0.449,5208,0.77,0.8,-0.432,4.56,0.309562049,0
Kepler-1417 b,1,1,20.3505213,0.1431,1,0.972,5839,1.02,1.02,0.395,4.43,0.309530163,0
K2-128 b,1,1,5.675819,0.056,1.42,2.6,4469.51,0.78,0.71,-0.822,4.7,0.309336154,0
Kepler-1214 b,1,1,18.82634264,0.128,2.36,6.17,5130,0.8,0.85,-0.419,4.57,0.309238897,0
Kepler-859 b,1,1,20.38177573,0.1345,3.09,9.75,5020,0.77,0.81,-0.556,4.59,0.30921942,0
Kepler-1085 c,1,2,56.7771,0.3002,3.268,10.7,5816,1.08,1.05,0.079,4.39,0.309215164,0
HD 22496 b,1,1,5.09071,0.051,2.22,5.57,4385,0.67,0.68,-1.174,4.69,0.309174615,0
Kepler-649 b,1,1,29.90722674,0.1805,2.26,5.73,5871,0.94,0.97,-0.044,4.48,0.309138971,0
Kepler-163 b,1,2,7.810937,0.078,1.05,1.16,5776,0.92,0.88,-0.138,4.52,0.309132806,0
Kepler-768 b,1,1,11.3910025,0.092,1.79,3.86,5108,0.78,0.82,-0.466,4.58,0.309125228,0
Kepler-385 d,1,3,56.4159,0.3024,2.619,7.36,5829,1.16,1.05,0.144,4.33,0.309069455,0
Kepler-1939 b,1,1,2.7906599,0.0334,1.165,1.68,4353,0.6,0.65,-0.808,4.68,0.308929487,0
Kepler-165 c,1,2,15.31299,0.11,2.23,5.6,5211,0.77,0.79,-0.472,4.54,0.308812339,0
Kepler-1156 b,1,1,11.89520511,0.0994,1.32,2.3,5778,1,1,-0.068,4.44,0.30879045,0
Kepler-1029 b,1,1,4.41769648,0.047,1.26,2.13,5030,0.77,0.82,-0.62,4.58,0.308671279,0
Kepler-114 b,1,3,5.188549,0.053,1.26,6.8,4605,0.67,0.77,-0.685,4.65,0.308590739,0
Kepler-271 c,1,3,7.41086267,0.0702,0.95,0.809,5555,0.87,0.9,-0.253,4.52,0.308563626,0
Kepler-106 e,1,4,43.8445,0.2395,2.56,11.17,5858,1.04,1,0.083,4.41,0.308485793,0
Kepler-1332 b,1,1,11.87456832,0.0986,1.37,2.45,5581,0.9,0.95,-0.137,4.51,0.308414114,0
Kepler-390 b,2,2,6.738088,0.065,0.82,0.477,5166,0.78,0.86,-0.352,4.57,0.308343258,0
HD 219134 c,1,6,6.76458,0.0653,1.511,4.36,4699,0.78,0.81,-0.577,4.57,0.308093609,0
Kepler-659 b,1,1,17.671796,0.1204,2.5,6.8,4870,0.74,0.79,-0.526,4.6,0.307916704,0
K2-80 b,1,3,19.0918,0.135,2.01,4.7,5441,0.87,0.9,-0.432,4.52,0.307800683,0
Kepler-226 d,1,3,8.109044,0.076,1.22,1.98,5571,0.8,0.91,-0.239,4.59,0.307668599,0
Kepler-100 d,1,3,35.3331,0.2143,1.61,3,5825,1.49,1.08,0.411,4.12,0.3076595,0
Kepler-1301 b,1,1,9.08237046,0.0815,1.4,2.54,5188,0.81,0.85,-0.346,4.56,0.307624709,0
Kepler-1209 b,1,1,25.369116,0.18,1.51,2.89,6210,1.38,1.23,0.343,4.24,0.307612169,0
Kepler-311 c,1,3,19.738286,0.145,1.43,2.63,5905,1.19,1.08,0.193,4.31,0.3075671,0
Kepler-1221 b,1,1,12.00096042,0.0906,1.88,4.19,5194,0.82,0.87,-0.355,4.55,0.307463822,0
Kepler-1955 b,1,1,14.26519966,0.117,1.167,1.69,5825,1.29,1.05,0.23,4.24,0.307445019,0
Kepler-1615 b,1,1,47.3126192,0.2788,2.06,4.9,5865,1.05,1.04,0.389,4.42,0.307306035,0
Kepler-1473 b,1,1,14.4273551,0.116,1.19,1.81,6046,1.09,1.09,0.194,4.4,0.307299828,0
Kepler-567 b,1,1,16.54297375,0.1229,2.25,5.69,5148,0.79,0.84,-0.409,4.57,0.307262949,0
Kepler-306 d,1,4,17.326644,0.12,2.47,6.66,4954,0.72,0.81,-0.469,4.61,0.307242601,0
Kepler-1406 b,1,1,11.62905828,0.0987,1.1,1.37,5892,1.12,1.05,0.135,4.36,0.307200047,0
Kepler-42 c,1,3,0.45328509,0.006,0.73,0.315,3068,0.17,0.13,-2.62,5.11,0.307104493,0
Kepler-1680 b,1,1,8.77424,0.0784,1.36,2.42,5021,0.72,0.83,-0.524,4.64,0.307092698,0
Kepler-373 c,1,2,16.725948,0.126,1.24,2.07,5787,0.84,0.93,0.212,4.56,0.30704901,0
Kepler-220 b,1,4,4.159807,0.046,0.81,0.457,4632,0.67,0.65,-0.676,4.65,0.307002893,0
Kepler-211 c,1,2,6.04045,0.062,1.29,18.3,5123,0.82,0.9,-0.413,4.55,0.306967284,0
Kepler-495 c,1,2,5.89660978,0.0614,1.219,1.98,5392,1.09,0.89,-0.237,4.31,0.306949716,0
Kepler-403 c,1,3,54.280749,0.297,1.75,3.71,6090,1.33,1.25,0.644,4.27,0.306906349,0
Kepler-1437 b,1,1,10.9295461,0.0951,1.37,2.45,5557,0.9,0.93,0.316,4.51,0.306824245,0
Kepler-141 c,1,2,7.010606,0.067,1.41,2.57,4910,0.79,1,-0.446,4.57,0.306810012,0
Kepler-197 d,2,4,15.677563,0.119,1.22,1.98,6004,1.12,0.86,0.222,4.3,0.306768742,0
Kepler-1155 b,1,1,33.469743,0.2006,2.03,4.78,5842,1.03,1.03,0.047,4.43,0.306700061,0
Kepler-292 f,1,5,20.834237,0.141,2.35,6.12,5299,0.83,0.85,-0.337,4.54,0.306586011,0
Kepler-1045 b,1,1,26.41045478,0.1616,2.69,7.7,5301,0.82,0.86,-0.334,4.55,0.306556574,0
GJ 3138 b,1,3,1.22003,0.0197,1.18,1.78,3717,0.5,0.68,-1.347,4.63,0.306542922,0
TOI-139 b,1,1,11.07085,,2.457,6.6,4570,0.7,0.69,-0.778,4.71,0.306526587,0
Kepler-1053 b,1,1,2.41435165,0.0315,0.98,0.904,4529,0.69,0.74,-0.895,4.63,0.306489608,0
Kepler-212 b,1,2,16.257582,0.133,1.09,1.32,5852,1.46,1.17,0.383,4.18,0.306457475,0
Kepler-357 c,1,3,16.85837,0.12,2.67,7.61,5036,0.83,0.79,-0.556,4.5,0.306447583,0
Kepler-1610 b,1,2,8.70181574,0.0777,1.61,3.22,5383,0.87,0.91,-0.483,4.52,0.306351183,0
Kepler-1786 b,1,1,78.5460968,0.3659,3.163,10.1,5808,1.4,1.06,0.159,4.17,0.30633829,0
Kepler-282 c,1,4,13.638723,0.106,1.2,1.87,5602,0.9,0.79,0.106,4.46,0.306291888,0
Kepler-2000 b,1,2,6.38315913,0.0562,2.73,7.9,3757,0.58,0.58,-1.053,4.68,0.306276136,0
Kepler-1689 b,1,1,8.483,0.0798,0.947,0.799,5731.43,1,1.02,-0.016,4.45,0.306142551,0
Kepler-1907 b,1,2,5.65245009,0.0565,0.87,0.589,5159,0.8,0.75,-0.625,4.51,0.306132859,0
Kepler-1869 b,1,2,8.16736031,0.0791,1.12,1.46,5808,0.9,0.99,-0.05,4.52,0.306124081,0
Kepler-1693 b,1,2,12.0999,0.1011,1.289,2.21,5432.34,0.88,0.95,-0.218,4.53,0.306046533,0
Kepler-1125 b,1,1,17.6700642,0.1348,1.84,4.04,5683,0.94,0.95,0.647,4.47,0.306022101,0
Kepler-1945 b,1,1,6.08003998,0.0597,1.289,2.21,4991,0.8,0.77,-0.441,4.51,0.305982202,0
Kepler-953 c,1,2,9.10967112,0.0862,1.19,1.81,5416,0.99,0.95,-0.119,4.42,0.30590176,0
Kepler-388 b,1,2,3.173315,0.036,0.81,0.457,4498,0.59,0.64,-0.439,4.69,0.305860654,0
K2-126 b,1,1,7.385655,0.0656,1.97,4.54,4339,0.65,0.69,-0.878,4.66,0.305851534,0
TOI-1749 b,1,3,2.38839,0.0291,1.39,57,3985,0.55,0.58,-1.156,4.7,0.305826969,0
Kepler-285 c,1,2,6.186676,0.064,1.12,1.46,5411,0.81,0.82,-0.279,4.58,0.305642679,0
Kepler-1753 b,1,1,16.00460052,0.1179,2.227,5.59,5180,0.77,0.86,-0.56,4.6,0.305627292,0
Kepler-542 b,1,1,13.14497566,0.1038,1.57,3.09,5526,0.9,0.93,-0.122,4.5,0.305538269,0
Kepler-944 b,1,1,43.3167737,0.2288,2.63,7.41,5409,0.83,0.86,-0.078,4.54,0.30546021,0
Kepler-1413 b,1,1,13.1829642,0.1066,1.82,3.97,5196,0.8,0.84,-0.391,4.57,0.305322131,0
Kepler-1150 b,2,1,2.78786839,0.0382,1.02,1.04,4754,0.72,0.76,-0.666,4.61,0.305267563,0
Kepler-268 c,1,2,83.446393,0.391,3.38,11.4,6081,1.27,1.13,0.318,4.29,0.305135648,0
TOI-1695 b,1,1,3.1342791,0.033548,1.9,6.36,3690,0.52,0.51,-1.354,4.73,0.305025338,0
Kepler-665 b,1,1,16.01310205,0.1148,2.6,7.27,4913,0.74,0.79,-0.595,4.6,0.304953098,0
Kepler-617 b,1,1,1.68269615,0.0219,1.32,2.3,3712,0.48,0.51,-1.305,4.77,0.304949153,0
Kepler-1576 b,1,1,6.98471973,0.0726,1.04,1.12,5876,1.06,1.05,-0.063,4.4,0.304939084,0
Kepler-935 b,1,1,4.88083852,0.0527,1.35,2.39,4830,0.73,0.78,-0.639,4.61,0.30492412,0
Kepler-1928 b,1,1,19.57783,0.194,1.992,4.63,5720,0.92,1.01,-0.092,4.53,0.304895507,0
Kepler-387 c,1,2,11.837549,0.098,0.89,0.64,5774,1.05,0.82,0.137,4.35,0.304828236,0
Kepler-1848 b,1,1,5.60402012,0.0563,1.409,2.57,4847,0.74,0.76,-0.513,4.58,0.304826441,0
Kepler-1152 b,1,1,1.64680191,0.0223,0.87,0.59,3964,0.53,0.55,-1.097,4.73,0.304807534,0
Kepler-804 c,1,2,9.65185017,0.0872,1.14,1.55,5817,1.05,1.01,0.05,4.4,0.304793315,0
Kepler-303 b,1,2,1.937055,0.024,0.89,0.64,3944,0.48,0.57,-1.066,4.77,0.3047853,0
K2-116 b,1,1,4.655411,0.048,0.69,0.257,4348.35,0.67,0.69,-0.746,4.64,0.304757984,0
Kepler-892 b,1,1,13.7521072,0.1015,2.81,8.3,4747,0.72,0.75,-0.735,4.61,0.304750973,0
Kepler-169 e,1,5,13.767102,0.105,2.2,5.48,4997,0.76,0.84,-0.496,4.58,0.304694318,0
TOI-4342 b,1,2,5.5382498,0.05251,2.266,5.76,3901,0.6,0.63,-1.127,4.69,0.304693944,0
Kepler-180 b,1,2,13.817124,0.109,1.5,2.86,5731,1.06,0.95,-0.132,4.34,0.30455588,0
Kepler-1968 b,1,1,7.2810998,0.0696,1.5,2.86,5008,0.79,0.84,-0.65,4.57,0.304541927,0
Kepler-1263 b,1,1,4.55139967,0.0499,1.14,1.55,5213,0.8,0.84,-0.414,4.56,0.30452082,0
HD 191939 e,1,6,101.12,0.407,13,112.2,5348,0.94,0.81,-0.187,4.3,0.304441148,0
Kepler-250 b,1,3,4.148141,0.048,1.13,1.51,5160,0.81,0.83,-0.457,4.57,0.304430998,0
Kepler-1500 b,1,1,15.0330105,0.1236,1.2,1.87,5845,1,1,0.275,4.44,0.304368816,0
Kepler-1692 b,1,1,5.95966,0.0646,1.112,1.42,5146,0.87,0.87,-0.324,4.5,0.304312355,0
Kepler-112 c,1,2,28.574263,0.172,2.4,6.35,5544,0.84,0.78,-0.086,4.51,0.304197866,0
Kepler-1669 b,1,3,9.51216,0.0745,2.78,8.15,4303,0.71,0.67,-0.803,4.56,0.3041853,0
Kepler-316 b,1,2,2.240508,0.027,1.06,1.2,4204,0.52,0.59,-0.936,4.74,0.304173365,0
Kepler-1043 b,1,1,38.5053398,0.2159,2.55,7.04,5629,0.9,0.92,-0.073,4.5,0.304151916,0
Kepler-1090 c,1,2,42.42720032,0.2274,3.293,10.9,5330,1.01,0.87,-0.146,4.37,0.304143321,0
Kepler-180 c,1,2,41.885775,0.229,3.01,9.32,5731,1.06,0.95,-0.132,4.34,0.304114279,0
Kepler-1335 b,1,1,6.26406846,0.0615,1.45,2.7,4903,0.74,0.77,-0.555,4.6,0.304109715,0
Kepler-1096 b,1,1,2.89221751,0.034,1.24,2.07,4306,0.63,0.66,-0.84,4.66,0.30400528,0
K2-120 b,1,1,9.562742,0.078,2.01,4.7,4349.9,0.67,0.69,-0.664,,0.303991473,0
Kepler-372 d,1,3,30.092568,0.201,1.69,3.5,6509,1.14,1.15,0.321,4.41,0.303949469,0
Kepler-359 d,1,3,77.095691,0.372,4.01,2.7,6248,1.09,1.14,-0.097,4.43,0.303927748,0
Kepler-1050 b,1,2,15.3787546,0.1313,1.6,3.19,6010,1.13,1.09,0.059,4.37,0.303865817,0
Kepler-1276 b,1,1,12.5720095,0.1072,1.19,1.81,6188,1.21,1.14,0.22,4.33,0.303822994,0
Kepler-1991 b,1,2,13.26079792,0.1065,1.47,2.76,5478,1.05,0.91,-0.108,4.35,0.303781888,0
Kepler-907 b,1,1,15.86621821,0.1225,1.2,1.87,6106,1.38,1.08,0.378,4.19,0.303764308,0
Kepler-123 c,1,2,26.695074,0.181,1.48,2.79,6089,1.26,1.01,0.41,4.28,0.303747573,0
LTT 3780 b,2,2,0.768448,0.01211,1.332,2.62,3331,0.37,0.4,-1.777,4.9,0.303507442,0
Kepler-238 f,1,5,50.447,0.2747,2,13.5,5732,0.96,1.06,0.43,4.49,0.30349655,0
Kepler-364 b,1,2,25.745718,0.178,1.55,3.02,6108,1.28,1.19,0.351,4.27,0.303459628,0
Kepler-400 c,1,2,17.340824,0.134,1.49,2.83,5886,1.15,1.08,0.152,4.35,0.303459096,0
Kepler-1218 b,1,1,22.9221266,0.1564,1.44,2.67,5986,1.1,1.06,0.363,4.38,0.303453715,0
Kepler-1038 c,1,2,7.1276598,0.0692,1.416,2.59,5159,0.82,0.87,-0.362,4.55,0.303414465,0
Kepler-1880 b,1,1,6.30921984,0.054,2.117,5.13,4380,0.53,0.52,-0.762,4.71,0.303339978,0
Kepler-1285 b,1,1,14.7967458,0.1268,0.97,0.871,6170,1.28,1.2,0.481,4.3,0.303330542,0
Kepler-1510 b,1,1,84.703921,0.4089,3.36,11.2,6200,1.28,1.19,0.377,4.29,0.303313945,0
TOI-269 b,1,1,3.6977104,0.0345,2.77,8.8,3514,0.4,0.39,-1.647,4.83,0.303248676,0
Kepler-865 c,1,2,6.20920207,0.061,0.89,0.64,5440,0.89,0.78,-0.298,4.44,0.303247823,0
Kepler-192 d,1,3,6.47027579,0.0668,1.02,1.04,5487,0.94,0.94,-0.094,4.46,0.303126586,0
Kepler-134 c,1,2,10.105785,0.092,1.26,2.13,5983,1.18,1.06,0.061,4.31,0.302998278,0
TOI-206 b,1,1,0.7363104,0.0112,1.3,2.24,3383,0.35,0.35,-1.836,4.89,0.302922544,0
Kepler-132 d,2,4,18.010199,0.136,1.55,3.02,6003,1.18,0.98,0.211,4.31,0.302897896,0
Kepler-49 d,1,4,2.576549,0.031,1.6,3.19,4252,0.56,0.55,-1.131,4.73,0.302801656,0
Kepler-320 c,1,2,17.934937,0.142,1.37,2.45,6435,1.11,1.33,0.374,4.42,0.302788623,0
Kepler-371 b,1,2,34.763278,0.2,1.89,4.23,5666,0.99,0.93,0.244,4.39,0.302676949,0
Kepler-508 b,1,1,25.30889748,0.1763,1.64,3.33,6025,1.25,1.16,0.289,4.3,0.302674838,0
Kepler-282 b,1,4,9.220524,0.082,1.01,1.01,5602,0.9,0.79,0.106,4.46,0.302639717,0
Kepler-1553 b,1,1,4.24261881,0.0481,1.15,1.6,5288,0.81,0.85,-0.338,4.56,0.302639063,0
Kepler-1325 b,1,1,33.8786838,0.2004,2.86,8.55,5550,0.91,0.93,-0.136,4.5,0.302635176,0
Kepler-1380 b,1,1,10.3108245,0.0917,1.43,2.63,5570,0.94,0.96,0.473,4.48,0.302620593,0
Kepler-295 d,1,3,33.884054,0.192,1.36,2.42,5603,0.9,0.89,0.629,4.44,0.302604419,0
Kepler-1252 b,1,1,15.0540329,0.1078,1.67,3.43,5949,1.09,1.06,-0.13,4.38,0.302598305,0
Kepler-1987 e,1,4,8.74292005,0.0765,1.92,4.35,4769,0.71,0.8,-0.616,4.62,0.302521978,0
Kepler-1590 b,1,1,7.61760804,0.0772,1.14,1.55,6053,1.16,1.11,0.063,4.35,0.302493473,0
Kepler-744 b,1,1,12.06222443,0.0993,1.62,3.26,5594,0.93,0.94,-0.222,4.48,0.302454527,0
Kepler-154 b,1,5,33.040532,0.198,2.26,5.73,5690,1,0.98,0.033,4.42,0.302435884,0
K2-130 b,1,1,2.49412,0.032,1.25,2.1,4356.47,0.74,0.7,-0.799,4.62,0.302426213,0
Kepler-647 b,1,2,16.2254649,0.1222,1.17,1.71,6020,1.07,1.03,0.418,4.39,0.302415704,0
Kepler-392 c,1,2,10.423118,0.093,1.1,1.37,5938,1.13,1.07,0.195,4.32,0.302402613,0
Kepler-543 b,1,1,13.89961966,0.098,2.5,6.8,4671,0.67,0.7,-0.643,4.63,0.302383944,0
Kepler-82 c,1,5,51.54,0.2626,5.34,13.9,5529,0.9,0.91,-0.185,4.49,0.302380205,0
Kepler-1164 b,1,1,3.97599768,0.0457,1.12,1.46,5183,0.79,0.85,-0.399,4.57,0.302286686,0
Kepler-59 b,1,2,11.8681707,0.104,1.1,1.37,6074,0.94,1.04,0.324,4.51,0.302271051,0
Kepler-68 c,2,4,9.605027,0.09008,0.979,1.3,5847,1.26,1.06,0.231,4.28,0.302225368,0
GJ 9827 d,1,3,6.20147,0.0559,2.022,3.53,4305,0.6,0.61,-0.942,4.66,0.302158738,0
Kepler-629 b,1,1,7.2385854,0.0712,1.38,2.48,5444,0.84,0.93,-0.283,4.55,0.302117242,0
HD 3167 c,1,4,29.8454,0.1776,3,11.13,5261,0.88,0.84,-0.27,4.53,0.302111236,0
KOI-351 d,1,8,59.73667,0.32,2.87,8.6,6080,1.2,1.2,0.269,4.4,0.302084046,0
Kepler-1950 b,1,1,10.77690029,0.0871,1.527,2.95,5455,0.85,0.76,-0.223,4.46,0.302071181,0
Kepler-1508 b,1,1,20.7056504,0.1629,1.33,2.33,6158,1.22,1.14,0.537,4.32,0.302051419,0
Kepler-1485 b,1,1,19.9157725,0.1467,1.47,2.76,6087,1.12,1.11,0.28,4.39,0.302042092,0
Kepler-1611 b,1,1,5.1762429,0.0586,0.81,0.457,5605,0.93,0.94,-0.113,4.49,0.301977376,0
Kepler-520 b,1,2,19.67416124,0.144,1.66,3.39,6112,1.09,1.1,0.51,4.41,0.301970017,0
Kepler-1420 b,1,1,6.69960006,0.0671,1.28,2.18,5187,0.79,0.82,-0.232,4.57,0.301954439,0
Kepler-55 e,1,5,4.617534,0.048,1.55,3.02,4503,0.62,0.63,-0.763,4.68,0.301859065,0
HD 23472 d,1,5,3.97664,0.04298,0.75,0.55,4684,0.71,0.67,-0.625,4.53,0.301808706,0
