pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
TOI-216.01,34.525528,0.2069,10.1,177.98391,0.75,0.77,-0.442,0.20832168,0
Kepler-1793 b,8.77999973,0.0787,3.79,13.8,0.76,0.85,-0.234,0.20810642,0
Kepler-734 b,6.10485286,0.0583,3.56,12.4,0.78,0.85,0.374,0.207536964,0
Kepler-860 b,5.10137945,0.058,3.24,10.6,1.06,1.04,-0.157,0.207513647,0
Kepler-536 b,1.8270823,0.0276,3.1,9.8,0.89,0.92,-0.214,0.207451961,0
EPIC 249893012 d,35.747,0.22,3.94,10.18,1.71,1.05,0.356,0.207360236,0
Kepler-1530 d,9.20761013,0.0865,3.279,10.8,1.3,1.02,-0.311,0.206841082,0
Kepler-873 b,20.5533844,0.1542,3.75,13.5,1.27,1.18,0.134,0.206824745,0
Kepler-774 b,11.0895723,0.1114,3.17,10.2,2.42,1.57,0.753,0.206650922,0
Kepler-656 b,1.26025909,0.0232,3.12,9.91,0.82,0.86,-0.299,0.20662018,0
Kepler-340 c,22.824669,0.178,3.37,11.3,1.85,1.65,0.867,0.206420857,0
Kepler-1835 b,11.96409988,0.0997,3.534,12.2,0.96,0.92,0.078,0.206319073,0
K2-105 b,8.2669928,0.0833,3.59,30,0.97,1.05,-0.189,0.205320391,0
Kepler-620 b,12.91375431,0.1053,3.32,11,1.22,1.15,0.341,0.205059128,0
K2-19 c,11.8993,0.0971,4.1,10.8,0.82,0.88,-0.305,0.205051113,0
Kepler-275 c,16.088134,0.132,3.38,11.4,1.38,1.16,0.449,0.204992938,0
NGTS-4 b,1.3373508,0.019,3.18,20.6,0.84,0.75,-0.353,0.204426056,0
Kepler-79 c,27.4029,0.187,3.72,5.9,1.3,1.17,0.342,0.204351593,0
Kepler-644 b,3.1739171,0.0466,3.15,10.1,1.81,1.49,0.71,0.204350639,0
TOI-5542 b,75.12375,0.332,11.31,419.5335,1.06,0.89,1.057,0.204243272,0
Kepler-391 b,7.416755,0.082,3.2,10.3,3.57,1.03,0.623,0.204031531,0
WD 1856+534 b,1.4079405,0.0204,10.4,4386.054,0.01,0.52,-4.12,0.203994916,0
HD 93963 A c,3.6451398,0.04813,3.228,19.2,1.04,1.11,0.098,0.203843922,0
K2-370 b,2.14084,,3.207,10.4,0.97,0.98,-0.127,0.203810277,0
Kepler-871 b,22.0459018,0.1572,3.74,13.5,1.14,1.11,0.309,0.203715945,0
Kepler-724 b,3.31494634,0.0433,3.29,10.8,0.86,0.9,-0.223,0.203435582,0
Kepler-1326 b,42.3514267,0.2743,4.18,16.3,1.74,1.45,0.523,0.20335537,0
Kepler-95 b,11.5231,0.1017,3.42,13,1.41,1.08,0.281,0.203198755,0
Kepler-609 b,6.52121067,0.0682,3.35,11.2,1.14,1.09,0.065,0.202825857,0
Kepler-103 b,15.9653287,0.13223,3.486,9.8,1.49,1.21,0.424,0.202680799,0
Kepler-1714 b,10.27530003,0.1047,3.264,10.7,2.09,1.45,0.76,0.202647256,0
Kepler-305 b,5.487,0.0571,3.6,10.5,0.8,0.76,-0.423,0.202379481,0
Kepler-247 c,9.439452,0.084,4.09,15.7,0.77,0.84,-0.422,0.202363116,0
Kepler-766 b,6.10027804,0.066,3.39,11.4,1.15,1.1,0.451,0.202281287,0
Kepler-318 c,11.815007,0.105,3.68,13.1,1.19,1.02,0.004,0.202166431,0
Kepler-160 c,13.699429,0.1192,3.76,13.6,1.12,0.97,0.004,0.201860108,0
Kepler-464 b,7.25696522,0.0765,3.3,10.9,1.59,1.21,0.484,0.201513042,0
HD 152843 b,11.6264,0.1053,3.41,11.56,1.43,1.15,0.45,0.200756479,0
Kepler-1990 b,1.73513619,0.0286,3.27,10.7,1.07,1.03,0.117,0.200419508,0
Kepler-79 b,13.4845,0.117,3.47,10.9,1.3,1.17,0.342,0.200256292,0
Kepler-728 b,5.74347727,0.0625,3.34,11.1,0.93,0.95,0.227,0.200146388,0
Kepler-207 d,5.868075,0.068,3.31,11,1.59,1.04,0.534,0.200046041,0
K2-266 b,0.658524,0.01306,3.3,11.26782,0.7,0.69,-0.823,0.200021929,0
Kepler-418 b,86.67856,0.3779,13.45,349.61125,1.09,0.98,0.111,0.199563189,0
Kepler-827 b,51.92927591,0.2742,5.63,27,0.91,0.93,0.232,0.199540235,0
Kepler-1015 b,16.00494214,0.1396,3.55,12.3,1.81,1.49,0.559,0.199076797,0
Kepler-1270 b,6.03356196,0.0663,3.32,11,3.38,1.28,0.713,0.198767543,0
Kepler-1819 b,16.48690033,0.1337,3.904,14.5,1.07,1.17,0.086,0.198732324,0
Kepler-223 c,9.84564,0.0916,3.44,5.1,1.72,1.12,0.371,0.198698835,0
Kepler-94 b,2.50806,0.03106,3.51,10.84,0.76,0.81,-0.613,0.198482977,0
GJ 3470 b,3.3366496,0.0355,4.57,13.9,0.55,0.54,-1.538,0.198374602,0
Kepler-391 c,20.485435,0.161,3.54,12.3,3.57,1.03,0.623,0.198374341,0
TOI-3082 b,1.926907,,3.662,13,0.68,0.66,-0.861,0.198273626,0
WASP-47 d,9.03055,0.085,3.567,14.2,1.14,1.04,0.032,0.197602764,0
Kepler-150 c,7.381998,0.073,3.69,13.2,0.94,0.94,-0.161,0.19731887,0
Kepler-1851 b,12.02289963,0.1016,3.9,14.5,0.88,0.97,0.06,0.197263122,0
Kepler-92 b,13.749,0.1174,3.51,64.3,1.7,1.21,0.558,0.197242138,0
Kepler-335 b,6.562331,0.075,3.39,11.4,1.85,1.03,0.578,0.197232524,0
Kepler-541 b,5.08005848,0.0641,3.36,11.2,2.06,1.41,0.755,0.197114944,0
LP 714-47 b,4.052037,0.0417,4.7,30.8,0.58,0.59,-1.125,0.197012906,0
Kepler-234 c,7.21205,0.077,3.51,12.1,1.11,1.11,0.24,0.196876309,0
Kepler-116 b,5.968734,0.069,3.42,11.6,1.45,1.21,0.421,0.196678027,0
Kepler-148 c,4.180043,0.05,3.6,12.6,0.85,0.86,-0.383,0.196629664,0
Kepler-33 e,31.7844,0.2138,4.02,5.57,1.82,1.29,0.556,0.196370852,0
Kepler-1627 b,7.20283653,0.0643,3.69,13.2,0.84,0.87,-0.303,0.196368493,0
Kepler-725 b,39.64317811,0.215,10.63,79.4,0.84,0.88,-0.313,0.1959868,0
EPIC 249893012 c,15.624,0.13,3.67,14.67,1.71,1.05,0.356,0.195815053,0
TOI-132 b,2.1097019,0.026,3.42,22.4,0.9,0.97,-0.222,0.19580525,0
Kepler-87 b,114.73635,0.481,13.49,324.2,1.82,1.1,0.326,0.195653187,0
EPIC 248847494 b,3650,4.5,12.442,4131.79,2.7,0.9,0.548,0.195455703,0
K2-55 b,2.849258,0.03486,3.82,14,0.63,0.7,-0.784,0.194997016,0
TOI-1859 b,63.48347,0.337,9.752,68.6,1.36,1.29,0.477,0.194896312,0
Kepler-698 b,16.32976218,0.1255,3.68,13.1,0.91,0.94,0.388,0.194745099,0
Kepler-232 c,11.379349,0.101,3.83,14,0.97,0.97,0.052,0.19450176,0
TOI-1422 b,12.9972,0.108,3.96,9,1.02,0.98,0.048,0.194467089,0
AU Mic b,8.4629991,0.0645,4.07,20.12,0.7,0.5,-1.046,0.194369333,0
Kepler-36 c,16.21865,0.1283,3.679,7.13,1.63,1.03,0.51,0.193860366,0
Kepler-547 b,6.01038429,0.058,4,15.1,0.73,0.78,-0.555,0.193831864,0
Kepler-279 b,12.309681,0.112,3.62,12.8,1.75,1.16,0.519,0.193781282,0
TOI-849 b,0.76552414,0.01598,3.444,39.09,0.92,0.93,-0.218,0.193743004,0
K2-43 b,3.471149,0.03784,4.51,18.5,0.54,0.57,-1.212,0.193581711,0
Kepler-279 c,35.736,0.2236,4.3,49.4,1.07,1.1,0.519,0.193417715,0
Kepler-411 c,7.834435,0.0739,4.421,26.4,0.82,0.87,-0.579,0.193408933,0
Kepler-812 b,10.11716531,0.1024,3.55,12.3,1.71,1.45,0.752,0.19337976,0
Kepler-1733 b,9.22957993,0.0933,3.636,12.8,1.25,1.27,0.43,0.193046693,0
Kepler-913 c,5.93911982,0.0699,3.858,14.2,1.8,1.29,-0.282,0.192922719,0
Kepler-608 b,6.41251504,0.0685,3.64,12.9,1.01,1,0.041,0.192605349,0
Kepler-33 f,41.02902,0.2535,4.46,9.6,1.82,1.29,0.556,0.192457073,0
TOI-421 c,16.06819,0.1189,5.09,16.42,0.87,0.85,-0.268,0.192447408,0
Kepler-715 b,10.00652995,0.0933,3.75,13.5,1.04,1.04,0.165,0.19203467,0
Kepler-565 b,4.24374723,0.0501,3.64,12.9,0.95,0.98,-0.055,0.191970006,0
Kepler-511 c,26.62949944,0.1722,4.21,16.5,1.42,0.96,0.498,0.191751465,0
TOI-2196 b,1.1947268,0.02234,3.51,26,1.04,1.03,-0.004,0.191600468,0
Kepler-1799 b,11.9296999,0.1028,4.128,15.9,0.92,1.02,0.314,0.191105855,0
HD 56414 b,29.04992,0.229,3.71,13.3,1.75,1.89,1.158,0.190752884,0
Kepler-1668 b,15.434,0.124,4.348,17.4,1.02,0.98,-0.056,0.190649207,0
Kepler-584 b,35.1810304,0.2281,4.21,16.5,1.24,1.17,0.52,0.19044113,0
Kepler-145 c,42.882,0.2578,4.32,79.4,1.85,1.32,0.692,0.190181365,0
K2-63 c,25.4556,0.189,3.9,14.5,1.63,1.4,0.219,0.190104605,0
Kepler-119 b,2.422082,0.035,3.6,12.6,0.84,0.92,-0.037,0.190002263,0
Kepler-1314 b,5.42474928,0.0504,5.11,22.9,0.59,0.6,-1.891,0.189982365,0
Kepler-729 b,3.16635371,0.0432,3.58,12.5,0.91,0.94,0.261,0.189955573,0
TOI-672 b,3.633575,,5.26,24.1,0.54,0.54,-1.321,0.189782391,0
Kepler-278 b,30.160546,0.207,4.07,15.6,2.94,1.08,0.62,0.18966342,0
Kepler-254 b,5.826662,0.064,3.87,14.3,0.91,0.93,-0.125,0.188150327,0
Kepler-1065 b,3.60930891,0.0455,3.73,13.4,0.93,0.94,-0.116,0.187522087,0
Kepler-228 d,11.094286,0.101,4.04,15.4,1.01,0.95,0.111,0.18745861,0
Kepler-31 c,42.6318,0.26,5.3,1493.7,1.22,1.21,0.301,0.186768868,0
Kepler-281 c,36.337373,0.215,5.31,24.4,0.9,0.95,0.146,0.186615541,0
Kepler-636 b,16.08066115,0.1185,4.45,18.1,0.8,0.85,-0.374,0.186599855,0
Kepler-234 b,2.711506,0.04,3.7,13.2,1.11,1.11,0.24,0.186173898,0
Kepler-222 c,10.08881,0.091,4.64,19.4,0.87,0.88,-0.338,0.184989189,0
Kepler-618 d,11.67894236,0.1021,4.17,16.2,0.96,1.04,-0.04,0.18497292,0
HD 106315 c,21.05704,0.1536,4.35,15.2,1.3,1.09,0.395,0.184955352,0
TOI-942 b,4.32421,0.04866,3.89,826.358,0.89,0.82,-0.359,0.184920827,0
TOI-1272 b,3.31599,0.0412,4.14,24.6,0.79,0.85,-0.438,0.184815987,0
Kepler-550 b,8.60010411,0.0747,4.42,17.9,0.83,0.87,-0.384,0.18449052,0
TOI-674 b,1.977143,0.025,5.25,23.6,0.42,0.42,-1.614,0.184473006,0
K2-353 b,15.466805,,5.55,26.3,0.99,0.87,-0.076,0.184327896,0
TOI-530 b,6.387597,0.052,9.303,127.13136,0.54,0.53,-1.31,0.184124948,0
TOI-813 b,83.8911,0.423,6.71,36.4,1.94,1.32,0.619,0.181981644,0
EPIC 211945201 b,19.49221,0.1493,5.76,27,1.39,1.17,0.373,0.181805843,0
K2-79 b,10.9947,0.0988,4.09,9.2,1.27,1.07,0.018,0.181798565,0
Kepler-610 b,6.99692655,0.0719,4.19,16.3,1.13,1.1,-0.11,0.181649211,0
TOI-2525 b,23.2856,0.1511,8.676,26.69759,0.79,0.85,-0.44,0.181548618,0
Kepler-552 b,5.26341577,0.0612,3.95,14.8,1.04,1.03,0.063,0.181428865,0
Kepler-1993 b,26.6565737,0.1943,4.15,16.1,3.06,1.37,0.778,0.181424912,0
HAT-P-11 b,4.88780244,0.05254,4.36,26.69772,0.68,0.81,-0.567,0.181352697,0
Kepler-637 b,23.20584623,0.1867,4.75,20.2,2.56,1.64,0.382,0.180387614,0
HATS-59 c,1422,2.504,12.3,4036.441,1.04,1.04,-0.004,0.17983285,0
K2-100 b,1.6739035,0.0301,3.88,21.8,1.24,1.15,0.25,0.179800425,0
Kepler-473 b,14.55731705,0.1186,4.08,15.6,1.34,1.06,0.525,0.179793163,0
Kepler-1747 b,6.23031998,0.066,4.265,16.8,0.86,0.98,-0.205,0.179642502,0
Kepler-1719 b,6.14955998,0.0674,3.95,14.8,1.78,1.08,0.526,0.179385001,0
Kepler-667 b,41.43962808,0.2288,4.73,20.1,0.87,0.91,0.557,0.17819061,0
TOI-4010 d,14.70886,0.113,6.18,38.15,0.83,0.88,-0.4,0.177069267,0
Kepler-590 b,5.85296257,0.0647,4.02,15.2,1.15,1.1,0.477,0.176901875,0
Kepler-468 b,38.47875707,0.2213,13.34,,0.87,0.96,-0.286,0.176852091,0
Kepler-4 b,3.21346,0.0456,4.002,24.472,1.49,1.22,0.354,0.17664397,0
Kepler-1730 b,13.81019974,0.1131,4.485,18.4,1.14,1.01,0.075,0.176301119,0
Kepler-9 c,38.9853,0.227,8.08,29.9,0.96,1.02,-0.038,0.176184717,0
K2-27 b,6.771315,0.06702,4.48,30.9,0.89,0.87,-0.27,0.176160666,0
TOI-1728 b,3.49151,0.0391,5.05,26.78,0.62,0.65,-1.056,0.175927101,0
KOI-984 b,4.2881785,0.0504,4.3,17.1,0.82,0.93,-0.324,0.175717097,0
Kepler-458 c,20.74028413,0.154,4.2,16.4,2.22,1.15,0.792,0.175552094,0
Kepler-697 b,3.70987065,0.0471,4.13,16,0.88,0.92,-0.025,0.175134976,0
Kepler-489 b,17.27629612,0.1209,7.72,46.1,0.76,0.82,-0.518,0.174907315,0
Kepler-959 b,14.80074836,0.1633,4.38,17.6,2.01,1.6,0.738,0.174647733,0
HD 164922 b,1207,2.16,13.3,116,0.95,0.93,-0.149,0.174370591,0
Kepler-815 b,8.57503552,0.0888,4.11,15.8,3.42,1.25,0.857,0.173906099,0
Kepler-118 c,20.17202,0.141,7.68,45.7,1.09,0.81,-0.377,0.173115854,0
Kepler-223 e,19.72567,0.1455,4.6,4.8,1.72,1.12,0.371,0.17269502,0
KOI-94 c,10.423648,0.1013,4.32,15.6,1.52,1.28,0.479,0.17254646,0
Kepler-1755 b,24.81209946,0.1668,5.917,29.4,0.92,1,0.274,0.172382867,0
Kepler-501 b,5.64067757,0.0627,4.3,17.1,1.04,1.03,0.216,0.172031402,0
KOI-94 e,54.32031,0.3046,6.56,35,1.52,1.28,0.479,0.17135713,0
TOI-2338 b,22.65398,0.158,11.209,1900.61387,1.05,0.99,-0.013,0.171346953,0
K2-405 b,3.435471,,4.569,18.9,0.77,1.03,-0.488,0.171068978,0
K2-24 c,42.3391,0.247,7.5,15.4,1.16,1.07,0.158,0.170241596,0
TOI-3235 b,2.59261842,0.02709,11.4,211.35589,0.37,0.39,-1.79,0.169840717,0
Kepler-554 b,1.90220856,0.0293,4.29,17,0.92,0.93,-0.118,0.169153138,0
Kepler-1989 b,10.16102353,0.0918,4.62,19.3,1.06,1,0.279,0.169029175,0
Kepler-562 b,18.00931444,0.1333,5.21,23.7,0.9,0.93,0.016,0.168724013,0
TOI-4010 e,762,1.57,13.3,692,0.83,0.88,-0.4,0.168684091,0
K2-24 b,20.88977,0.154,5.4,19,1.16,1.07,0.158,0.167521411,0
Kepler-553 b,4.03046804,0.0484,4.63,19.4,0.85,0.92,-0.261,0.166295643,0
HD 80869 b,1752.92067,2.905,12.8,1609.80088,1.06,1.06,0.4,0.165475483,0
Kepler-972 b,7.03932553,0.0734,4.65,19.5,1.22,1.15,0.191,0.164201307,0
K2-32 b,8.992,0.0795,5.299,15,0.86,0.83,-0.296,0.163902289,0
HD 219666 b,6.03607,0.06356,4.71,16.6,1.03,0.92,-0.028,0.163893018,0
Kepler-740 b,3.58410122,0.0462,4.57,18.9,0.87,0.91,-0.123,0.163848688,0
Kepler-818 b,10.03538581,0.0886,5.11,22.9,0.92,0.94,-0.124,0.163371877,0
Kepler-564 b,3.75083228,0.0484,4.63,19.4,0.92,0.95,-0.064,0.162792598,0
Kepler-318 b,4.662715,0.056,4.71,19.9,1.19,1.02,0.004,0.161563874,0
TOI-1136 d,12.51937,,4.627,19.3,0.97,1.02,-0.021,0.161305269,0
K2-390 b,3.312792,,4.662,19.6,0.97,0.79,-0.099,0.161278898,0
Kepler-678 b,7.27503724,0.0732,5.14,23.1,0.91,0.94,0.449,0.160995339,0
HD 74698 b,15.017,0.121,5.12,23,1.33,1.04,0.253,0.160385488,0
Kepler-418 c,12.21829987,0.1024,5.221,23.7,1.08,0.96,0.111,0.159174896,0
Kepler-105 b,5.4122,0.066,4.81,5.1,1.58,1.28,0.607,0.159099279,0
TOI-216.02,17.16073,0.1293,8,18.75188,0.75,0.77,-0.442,0.158807688,0
TOI-5174 b,12.214286,,5.351,24.8,1.09,1,0.039,0.158327809,0
Kepler-891 b,53.44945593,0.2881,6.41,33.6,1.07,1.06,0.588,0.158145258,0
Kepler-502 b,4.28686431,0.0535,4.77,20.4,1.22,1.15,0.349,0.157209692,0
Kepler-1640 b,7.5844126,0.0836,4.82,20.7,1.43,1.27,0.47,0.157169685,0
LTT 9779 b,0.792052,0.01679,4.72,29.32,0.95,0.77,-0.149,0.157110153,0
Kepler-79 d,52.0902,0.287,7.16,6,1.3,1.17,0.342,0.156992496,0
Kepler-31 b,20.8613,0.16,5.5,25.9,1.22,1.21,0.301,0.156938459,0
Kepler-669 b,4.12554687,0.0529,4.83,20.8,1.2,1.15,0.358,0.155898105,0
Kepler-33 d,21.77596,0.1662,5.35,3.91,1.82,1.29,0.556,0.155542035,0
TOI-1710 b,24.283429,0.16,5.34,28.3,0.97,0.98,-0.05,0.154298941,0
Kepler-223 d,14.78869,0.1201,5.24,8,1.72,1.12,0.371,0.154058104,0
Kepler-238 e,23.654,0.1658,5.6,169.7,0.96,1.06,0.43,0.153840227,0
K2-141 c,7.7485,0.0683,7,8,0.68,0.71,-0.75,0.15369138,0
Kepler-706 b,41.40831347,0.2162,13.17,,0.84,0.87,-0.218,0.153613197,0
TOI-5238 b,4.872171,,5.22,23.7,1.02,1,-0.023,0.153566322,0
Kepler-25 c,12.7207,0.1101,5.217,15.2,1.32,1.17,0.422,0.153087301,0
Kepler-257 c,6.581484,0.066,5.41,25.2,1.04,0.85,-0.378,0.1526877,0
Kepler-18 c,7.64159,0.0752,5.49,17.3,1.11,0.97,-0.031,0.152541413,0
Kepler-957 b,5.90741354,0.0559,5.5,25.9,0.75,0.81,-0.468,0.15246209,0
Kepler-177 c,49.40926,0.2655,8.73,14.7,1.32,0.92,0.24,0.152041669,0
K2-98 b,10.136448,0.0974,5.2,32.2,1.57,1.2,0.504,0.151600384,0
TOI-532 b,2.3266508,0.0296,5.82,61.5,0.61,0.64,-1.095,0.150508138,0
Kepler-495 b,3.41303622,0.0427,5.23,23.8,0.83,0.86,-0.237,0.15041276,0
HATS-71 b,3.7955202,0.03745,11.478,117.5971,0.48,0.49,-1.56,0.150087312,0
DS Tuc A b,8.138268,,5.7,413.179,0.96,1.01,-0.14,0.149653836,0
TOI-1694 b,3.77015,,5.44,26.1,0.82,0.84,-0.404,0.149166022,0
Kepler-1984 b,1.99281234,0.0238,6.81,37.3,0.42,0.45,-1.55,0.149156546,0
V1298 Tau c,8.24958,0.0825,5.59,76.27882,1.34,1.1,-0.02,0.148964189,0
TOI-1288 b,2.699835,0.0429,5.24,42,1.01,0.89,-0.167,0.147732524,0
TOI-2525 c,49.2519,0.249,10.133,208.81326,0.79,0.85,-0.44,0.147549759,0
HD 17156 b,21.21663,0.16278,12.33,1115.5833,1.55,1.41,0.39,0.147404468,0
WASP-156 b,3.836169,0.0453,5.717,40.68224,0.76,0.84,-0.435,0.146328897,0
TOI-4010 c,5.414654,0.058,5.93,20.31,0.83,0.88,-0.4,0.145996913,0
K2-108 b,4.733999,0.0581,5.33,59.4,1.76,1.17,0.405,0.145366274,0
Kepler-18 d,14.85888,0.1172,6.98,16.4,1.11,0.97,-0.031,0.145016015,0
Kepler-450 b,28.454851,0.1993,6.14,19.4,1.64,1.19,0.554,0.144968897,0
Kepler-677 b,6.57531678,0.067,5.38,25,0.99,1,0.39,0.144612864,0
Kepler-63 b,9.4341505,0.08,6.11,120,0.9,0.98,-0.157,0.144505806,0
Kepler-516 b,24.85462415,0.1992,5.74,27.9,2.02,1.62,0.798,0.144465795,0
Kepler-167 e,1071.23205,1.883,10.16,321.00669,0.75,0.78,-0.539,0.144443353,0
HAT-P-54 b,3.799847,0.04117,10.581,241.5508,0.62,0.65,-0.902,0.143636124,0
K2-333 b,14.759287,,6.18,31.6,1.22,1.06,0.165,0.143093917,0
Kepler-122 c,12.465988,0.108,5.87,29,1.22,1.08,0.27,0.14292395,0
V1298 Tau d,12.4032,0.1083,6.41,98.52681,1.34,1.1,-0.02,0.142388883,0
Kepler-890 b,52.75875577,0.2944,8.89,58.6,1.13,1.09,0.327,0.142228925,0
K2-334 b,5.113981,,5.65,27.2,1.49,1.36,0.514,0.141539902,0
HD 95544 b,2041.54152,3.166,12.8,1913.64484,1.09,1.01,0.478,0.140900644,0
Kepler-522 b,38.58422849,0.2551,6.91,38.2,1.98,1.54,0.655,0.140781429,0
Kepler-690 b,7.74809437,0.081,5.95,29.6,1.16,1.11,0.141,0.138768424,0
TOI-3629 b,3.936551,0.043,8.295,82.63539,0.6,0.63,-1.2,0.138134393,0
CoRoTID 223977153 b,6.71837,0.071,6.389,47.6745,0.79,1.08,-0.155,0.136405389,0
Kepler-1520 b,0.65355357,0.0129,5.77,28.1,0.71,0.76,-0.673,0.136390122,0
Kepler-101 b,3.4876812,0.0474,5.77,51.1,1.56,1.17,0.42,0.136272015,0
NGTS-11 b,35.45533,0.201,9.158,109.33352,0.83,0.86,-0.395,0.135852057,0
K2-45 b,1.7292684,0.0224,6.71,36.4,0.45,0.5,-0.74,0.135275908,0
WASP-59 b,7.919585,0.0697,8.687,274.276,0.61,0.72,-0.794,0.135051137,0
TOI-2589 b,61.6277,0.3,12.106,1112.39942,1.07,0.93,-0.004,0.135015385,0
K2-19 b,7.9222,0.074,7,32.4,0.82,0.88,-0.292,0.133308742,0
HATS-7 b,3.185315,0.04012,6.311,38.1396,0.82,0.85,-0.434,0.133306027,0
Kepler-494 b,8.02511821,0.0804,7.14,40.4,1.26,1.1,0.271,0.133280986,0
TOI-837 b,8.3248762,,8.631,381.396,1.02,1.12,0.041,0.133154427,0
K2-271 b,8.562421,0.077,7.28,41.8,0.99,0.83,-0.05,0.132790353,0
HATS-72 b,7.3279474,0.066517,8.097,39.85588,0.72,0.73,-0.659,0.132643005,0
TOI-4127 b,56.39879,0.3081,12.285,731.00534,1.29,1.23,0.316,0.132612002,0
TOI-2498 b,3.738252,0.0491,6.06,34.62,1.26,1.12,0.271,0.132009115,0
Kepler-497 b,3.57320367,0.0457,6.04,30.4,1.11,1.09,0.252,0.13174986,0
TOI-181 b,4.532,0.0539,6.956,46.1687,0.74,0.82,-0.526,0.131477048,0
Kepler-9 b,19.23891,0.143,8.29,43.4,0.96,1.02,-0.038,0.131376937,0
Kepler-696 b,4.19042557,0.0535,6.14,31.3,1.08,1.06,0.151,0.131288983,0
K2-399 b,0.759978,,6.049,30.5,1.54,0.78,0.415,0.1303787,0
Kepler-693 b,15.37563332,0.1121,10.18,73.8,0.72,0.76,-0.427,0.129351152,0
K2-329 b,12.4551225,0.1016,8.676,82.6358,0.82,0.9,-0.325,0.129082245,0
HD 74698 c,3449,4.5,14,126,1.33,1.04,0.253,0.128680498,0
Kepler-673 b,3.72873109,0.0455,6.54,34.8,0.84,0.88,-0.344,0.128620425,0
Kepler-108 b,49.183921,0.292,8.65,56,2.19,1.25,0.707,0.128244289,0
K2-39 b,4.60543,0.05708,6.277,28.6047,2.97,0.66,0.674,0.127689146,0
Kepler-1004 b,5.28789787,0.0671,6.28,32.5,3.39,1.11,0.713,0.127461188,0
K2-121 b,5.1857539,0.0629,7.52,44.1,0.67,0.69,-0.745,0.126329034,0
K2-87 b,9.726618,0.094,7.6,44.9,1.4,1.16,-0.098,0.126237237,0
HATS-37 A b,4.3315366,0.04913,6.793,31.46517,0.88,0.84,-0.256,0.125597022,0
Kepler-56 b,10.5016,0.1028,6.51,22.1,4.23,1.32,0.905,0.124878405,0
HD 62364 b,5138,6.15,12.1,5965.6392,1.4,1.16,0.433,0.124823099,0
V1298 Tau b,24.1396,0.1688,10.27,203.41018,1.34,1.1,-0.02,0.124656777,0
HAT-P-26 b,4.23452,0.0479,7.062,22.2481,0.87,1.12,-0.359,0.123529915,0
WASP-84 b,8.5234865,0.0771,10.559,220.565,0.75,0.84,-0.325,0.122897278,0
TOI-257 b,18.38818,0.1528,7.163,43.86032,1.87,1.41,0.636,0.122170906,0
TOI-1670 c,40.74976,0.249,11.063,200.2319,1.32,1.21,0.4,0.122127372,0
HATS-38 b,4.375021,0.05036,6.882,23.51942,1.1,0.89,0.072,0.121008195,0
WASP-107 b,5.7214742,0.055,10.536,30.5,0.67,0.68,-0.879,0.120642377,0
TOI-1130 c,8.350381,0.07098,16.814,309.56642,0.69,0.68,-0.854,0.120024883,0
WASP-148 b,8.803809,0.08215,8.474,91.21675,0.91,0.95,-0.139,0.119602185,0
WASP-166 b,5.44354,0.0641,7.062,32.10083,1.22,1.19,0.283,0.118781793,0
K2-114 b,11.3909311,0.0943,10.447,638.8351,0.82,0.86,-0.445,0.118580854,0
Kepler-419 b,69.7546,0.37,10.8,794.5,1.74,1.39,0.727,0.118440926,0
Kepler-546 b,4.14702026,0.0502,7,39.1,1.15,1.11,0.271,0.118341718,0
HATS-17 b,16.254611,0.1308,8.709,425.25654,1.09,1.13,0.093,0.117308469,0
HATS-49 b,4.1480467,0.04515,8.575,112.19399,0.7,0.71,-0.785,0.116699783,0
HD 89345 b,11.8143,0.1066,7.398,34.9613,1.75,1.16,0.425,0.116581733,0
Kepler-682 b,12.61190667,0.1058,7.37,42.6,0.89,0.92,0.48,0.116379249,0
K2-115 b,20.272615,0.143,12.06,266.9772,0.88,0.95,-0.145,0.115334167,0
HD 115954 b,3700,5,12.6,2685.65004,1.21,1.18,0.481,0.115199204,0
K2-127 b,3.588163,0.0411,8.37,52.9,0.66,0.72,-0.254,0.114444829,0
WASP-132 b,7.133514,0.067,10.05,130.3103,0.75,0.78,-0.597,0.11422399,0
Kepler-117 b,18.7959228,0.1445,8.059,29.875,1.61,1.13,0.538,0.113088268,0
Kepler-816 b,10.50682565,0.0895,10.24,74.5,0.85,0.9,-0.374,0.112958238,0
TOI-2000 c,9.127055,0.0878,8.14,81.7,1.13,1.08,0.06,0.11276659,0
TOI-201 b,52.97818,0.3,11.299,133.4886,1.32,1.32,0.415,0.112025184,0
HATS-75 b,2.7886556,0.032742,9.909,156.05375,0.58,0.6,-1.197,0.11141847,0
Kepler-1487 c,35.8007112,0.2588,7.97,48.7,3.96,1.8,0.557,0.111136885,0
TOI-2202 b,11.9101,0.09564,11.321,310.83618,0.79,0.82,-0.401,0.110614425,0
WASP-29 b,3.92273,0.0457,8.631,73.1009,0.79,0.77,-0.525,0.110035413,0
TOI-1268 b,8.1577094,0.0711,9.1,96.4,0.92,0.96,-0.288,0.109817614,0
Kepler-702 b,10.52629406,0.088,9.17,61.8,0.86,0.9,-0.159,0.109505141,0
K2-60 b,3.00265,0.045,7.656,135.39558,1.12,0.97,0.282,0.109270838,0
HD 221416 b,14.2767,0.1228,9.17,60.5,2.94,1.21,0.712,0.109021327,0
