pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
59.6225257,0.3059,3.34,11.1,0.96,0.97,-0.057,0.334799473,0
6.9226,0.0616,1.73,3.64,0.63,0.65,-0.996,0.334549425,0
24.3078946,0.1594,2.1,5.06,0.8,0.89,-0.335,0.334443657,0
64.6588017,0.3211,2.22,5.56,1.27,1.18,0.304,0.334119843,0
2.6446,0.0248,2.05,5.77,0.33,0.33,-1.824,0.334053265,0
23.9802,0.1602,0.95,8.1,1.04,1,0.083,0.333843,0
20.026218,0.142,1.99,4.62,0.84,0.83,-0.373,0.333789552,0
7.95486,0.0677,2.07,4.94,0.63,0.65,-1.018,0.333684808,0
5.72812599,0.0519,1.47,2.76,0.56,0.58,-0.968,0.333675314,0
225.11781,0.768,12.53,732,1.15,1.19,0.253,0.33337326,0
2.74697,0.03014,1.244,2.08,0.42,0.48,-1.204,0.333351235,0
25.751974,0.163,2.51,15.2,0.89,0.79,-0.404,0.33332942,0
2.88676265,0.0296,1.34,2.36,0.54,0.56,-1.457,0.333276447,0
217.83184,0.753,12.42,1678.1424,1.29,1.2,0.328,0.332962207,0
3.29030452,0.0327,5.7,27.6,0.47,0.5,-1.323,0.332956843,0
13.060022,0.101,0.79,0.418,0.78,0.86,-0.352,0.332780433,0
2.76953,0.02933,1.24,2.14,0.44,0.44,-1.44,0.33276314,0
1.419549,0.0164,1.1,1.37,0.28,0.29,-1.841,0.332683031,0
37.054919,0.214,3.06,4.8,0.85,0.81,-0.386,0.332539239,0
1.467119,0.01734,1.305,2.82,0.33,0.32,-1.917,0.332503185,0
23.44281,0.163,1.19,1.81,1.19,1.05,0.084,0.332342108,0
31.781925,0.191,2.29,5.86,0.9,0.96,-0.181,0.332234201,0
14.97435694,0.1102,1.35,2.39,0.83,0.87,-0.293,0.331854298,0
52.0688601,0.2739,2.31,5.95,1.01,1.01,0.173,0.331527813,0
51.06740189,0.2749,2.653,7.52,0.98,1.06,-0.111,0.331288339,0
5.444017,0.0492,2.06,4.9,0.51,0.54,-1.357,0.331001711,0
5.73594,0.0532,1.91,4.31,0.57,0.61,-1.083,0.330895086,0
7.06599,0.0591,2.32,5.99,0.49,0.55,-1.356,0.330893777,0
37.866281,0.207,1.45,2.7,0.72,1.02,0.209,0.330779452,0
13.930698,0.111,1.19,1.81,0.88,0.91,-0.239,0.330741238,0
10.399931,0.088,1.21,1.92,0.75,0.79,-0.448,0.330682231,0
5.77954,0.0532,1.656,3.38,0.73,0.65,-0.859,0.330653371,0
5.94371986,0.0563,1.089,1.32,0.68,0.67,-1.045,0.330571062,0
41.6977827,0.233,2.54,6.99,0.93,0.95,-0.147,0.3302904,0
12.38602,0.0983,1.009,3.3,0.82,0.93,-0.348,0.330193488,0
20.6921,0.1354,2.41,6.39,0.73,0.77,-0.66,0.329991739,0
46.8779367,0.2495,2.38,6.26,0.99,0.99,0.072,0.329987237,0
16.1966,0.1148,2.14,5.22,0.73,0.77,-0.781,0.329818531,0
76.957857,0.3436,1.85,4.08,0.94,0.96,0.437,0.329815875,0
3.27346074,0.0349,0.95,0.809,0.49,0.51,-1.14,0.329811611,0
9.99113313,0.0833,1.55,3.02,0.75,0.78,-0.572,0.329772143,0
39.859484,0.2274,1.26,2.13,0.96,0.98,0.377,0.329698295,0
5.13248562,0.0497,1.83,4.01,0.49,0.52,-1.297,0.329665589,0
11.829851,0.102,1.27,2.15,0.88,0.93,-0.337,0.329538721,0
12.3764661,0.0893,2.73,7.9,0.63,0.65,-0.895,0.329420817,0
24.674612,0.16,2.09,5.02,0.83,0.87,-0.334,0.32931138,0
10.848463,0.08,2.15,5.27,0.55,0.61,-0.786,0.329232376,0
7.90754,0.068,0.818,0.72,0.71,0.67,-0.625,0.329195641,0
38.3774623,0.2163,2.5,6.8,0.92,0.95,-0.112,0.329156787,0
25.09849,0.168,1.41,2.57,1.07,1.07,0.056,0.329147196,0
16.1456994,0.1162,2.17,4.7,0.72,0.8,-0.584,0.328923274,0
4.72941177,0.0468,1.22,1.98,0.6,0.61,-0.803,0.328779599,0
41.805985,0.2329,2.27,5.77,1.04,1.04,0.061,0.328596983,0
21.76129913,0.1401,2.933,8.92,0.72,0.78,-0.6,0.328357563,0
5.8706191,0.0545,1.49,2.83,0.62,0.65,-0.875,0.32835195,0
141.241671,0.534,11.097,613.4119,0.96,1.01,0.068,0.328301757,0
51.1110243,0.2668,1.99,4.62,1.01,1.01,0.215,0.328284159,0
7.416397,0.061,1.4,2.54,0.52,0.6,-0.971,0.328246315,0
21.185,0.1462,1.19,9.2,1.25,0.86,0.3,0.328131802,0
10.05537,0.085,0.86,0.566,0.78,0.83,-0.432,0.327974736,0
38.6519976,0.2141,2.68,7.65,0.88,0.91,-0.173,0.327681005,0
9.531361,0.07928,2.049,4.85,0.67,0.73,-0.728,0.32766407,0
37.94563,0.2181,2.99,9.22,0.86,0.9,-0.34,0.327577633,0
19.32952416,0.1338,2.48,6.71,0.76,0.8,-0.553,0.327434513,0
13.98179,0.1,1.96,4.5,0.62,0.6,-0.57,0.327255439,0
1.53818001,0.0167,0.96,0.84,0.33,0.33,-1.871,0.327157445,0
21.583298,0.141,2.93,8.91,0.76,0.79,-0.569,0.327037718,0
3.35585,0,1.59,3.15,0.49,0.51,-1.225,0.326859706,0
85.517344,0.3802,3.04,9.48,1.45,1,0.342,0.326803605,0
36.924931,0.217,2.7,7.75,0.9,0.93,-0.153,0.32661851,0
10.475464,0.08,1.96,4.5,0.58,0.66,-0.733,0.326474671,0
41.6979976,0.2359,2.11,5.1,1.02,1.06,0.096,0.326265053,0
42.1917357,0.2315,2.04,4.82,0.89,0.92,0.059,0.326150392,0
12.31043,0.096,1.39,2.51,0.77,0.82,-0.402,0.326077276,0
22.13339996,0.1416,2.648,7.5,0.7,0.78,-0.286,0.325589768,0
7.626324,0.07,1.17,1.71,0.72,0.8,-0.584,0.325564626,0
19.5489666,0.1307,1.89,4.23,0.73,0.78,-0.411,0.325559015,0
36.4333452,0.2108,2.16,5.31,1.04,1.04,0.029,0.3255438,0
5.72092009,0.0501,2.628,7.41,0.5,0.51,-0.862,0.325496758,0
45.294301,0.241,2.355,11.4,1.06,0.91,0.055,0.325493057,0
55.63934,0.2901,3.01,9.32,0.98,0.99,0.001,0.324991958,0
12.73719978,0.1021,1.139,1.55,0.87,0.87,-0.181,0.324987967,0
13.821375,0.1,1.75,3.71,0.64,0.84,-0.467,0.324765284,0
21.1284569,0.1622,1.48,2.79,1.13,1.09,0.059,0.324705586,0
85.312,0.384,9,4,0.94,1.04,-0.142,0.324658656,0
82.177374,0.373,2.92,8.85,1.28,1.18,0.254,0.32462004,0
25.209715,0.164,0.91,0.693,1.12,0.86,0.222,0.324528151,0
5.18500207,0.048,1.44,2.67,0.7,0.73,-0.568,0.32451209,0
7.8773565,0.0637,2.1,135,0.52,0.54,-0.996,0.324493851,0
87.9732136,0.3859,3.54,12.3,1.12,1.04,0.253,0.324404039,0
62.784697,0.326,2.29,5.86,1.31,1.15,0.28,0.324383626,0
18.0540381,0.1327,1.47,2.76,0.9,0.93,-0.135,0.32425837,0
17.648312,0.127,2.18,5.39,0.81,0.83,-0.457,0.324216412,0
2.85234897,0.0305,1.28,2.18,0.34,0.35,-1.323,0.324205029,0
9.034199,0.076,1.57,3.09,0.67,0.65,-0.676,0.324203499,0
54.4092333,0.2768,1.68,3.46,1.1,1.03,0.439,0.32411185,0
6.30560247,0.0657,1.13,1.51,0.74,0.78,-0.607,0.324075596,0
4.38395,0.0454,1.33,2.33,0.63,0.65,-0.996,0.323807165,0
20.134866,0.137,2.38,22.7,0.75,0.79,-0.448,0.323607398,0
12.4417,0.0929,0.54,4,0.64,0.69,-0.678,0.323551575,0
115.6862258,0.4684,3.19,10.3,0.97,0.99,0.421,0.323324876,0
59.980627,0.312,2.15,5.27,1.28,1.19,0.351,0.323305754,0
23.12748644,0.1602,1.42,2.6,1.08,1.08,0.09,0.323287735,0
41.809118,0.242,2.16,5.31,1.27,0.99,0.107,0.323277032,0
14.697,0.1035,2.93,8.9,0.7,0.69,-0.823,0.322793211,0
10.99469878,0.0805,2.36,6.17,0.68,0.71,-0.858,0.322780005,0
5.931194,0.056,2.09,5.02,0.62,0.64,-1.21,0.32271003,0
10.558345,0.091,1.17,14.7,0.8,0.93,-0.313,0.322697264,0
52.563491,0.2669,3.343,18.3,0.97,1.02,-0.075,0.322627081,0
25.9422033,0.165,1.93,4.38,0.77,0.81,-0.174,0.322480389,0
13.02680016,0.1025,1.53,2.95,0.84,0.84,-0.505,0.322470569,0
42.473269,0.242,1.99,4.62,1.02,1,0.127,0.322367511,0
14.751166,0.118,1.72,3.61,0.88,0.93,-0.337,0.32230412,0
223.8,0.768,12.8,1760.76937,1.21,1.2,0.364,0.322258145,0
8.348125,0.075,1.25,2.1,0.76,0.84,-0.496,0.322156675,0
14.09258319,0.1084,1.82,3.97,0.77,0.86,-0.546,0.322136026,0
82.2,0.39,2.52,43,1.65,1.18,0.464,0.322021338,0
39.31370163,0.227,2.319,5.99,0.93,1.01,-0.098,0.321866333,0
37.30369949,0.2082,2.944,8.98,0.82,0.86,0.22,0.321786335,0
16.4735686,0.1126,1.73,3.64,0.72,0.75,-0.537,0.321667216,0
13.060855,0.108,1.36,2.42,0.88,0.99,-0.14,0.321614323,0
9.961881,0.0783,2.207,3.86,0.65,0.65,-0.879,0.321549248,0
5.90124,0.05,2.2,1303,0.53,0.58,-1.292,0.321273315,0
160.129918,0.6276,4.77,20.4,1.32,1.21,0.482,0.321255631,0
11.187161,0.095,1.5,2.86,0.83,0.79,-0.413,0.321182101,0
27.86,0.1768,2.03,4.78,0.93,0.95,-0.423,0.32110919,0
61.569765,0.3045,2.44,6.53,1.39,0.99,0.355,0.321103934,0
130.3546919,0.5183,7.65,45.4,0.99,1,0.097,0.320979705,0
17.738506,0.128,1.86,4.12,0.79,0.81,-0.414,0.320648307,0
9.0063,0.0746,2.1,5.06,0.62,0.68,-0.83,0.32046974,0
15.955387,0.116,1.95,4.46,0.72,0.79,-0.442,0.319914729,0
8.708,0.0695,2.01,4.7,0.64,0.67,-0.805,0.31989737,0
8.61742973,0.0763,1.105,1.39,0.84,0.8,-0.567,0.319616459,0
1.1980035,0.01589,1.264,1.86,0.36,0.36,-1.824,0.319556273,0
18.735753,0.13,1.88,4.19,0.8,0.91,-0.292,0.319509185,0
8.05428,0.0708,1.58,3.12,0.68,0.73,-0.673,0.319502982,0
44.851896,0.246,3.26,10.7,1.03,0.97,-0.134,0.319433204,0
9.30412078,0.0748,1.76,3.75,0.7,0.75,-0.682,0.319256208,0
76.42230225,0.3462,3.848,14.1,1.19,0.95,0.154,0.319254765,0
23.955378,0.1586,1.06,1.2,0.75,0.79,-0.52,0.319122176,0
27.4785572,0.181,1.2,1.87,1.22,1.15,0.341,0.318992799,0
19.96371318,0.1333,1.46,2.73,0.83,0.9,-0.312,0.318951532,0
29.022358,0.179,2.49,6.76,0.87,0.97,-0.225,0.318947989,0
24.22030067,0.1546,2.814,8.32,0.76,0.86,-0.39,0.318725724,0
2.500311,0.0229,3.09,48.8,0.28,0.26,-2.148,0.318698095,0
51.300634,0.2716,2.87,8.6,0.91,0.93,-0.03,0.318607097,0
51.07926307,0.2671,2.85,8.5,1.05,1.04,-0.067,0.318570867,0
140.101261,0.566,2.83,8.4,1.55,1.46,0.689,0.318436368,0
50.697494,0.286,2.75,8,1.15,1.14,0.1,0.318369564,0
5.169796,0.051,1.94,24.6,0.59,0.58,-1.102,0.318117591,0
9.77,0.07295,2.83,42.1,0.61,0.66,-1.102,0.318078467,0
12.2854603,0.0882,2.59,7.22,0.61,0.63,-1.107,0.317887241,0
2.549575,0.029,1.11,1.41,0.49,0.59,-1.26,0.317759498,0
27.21080017,0.1724,1.239,2.07,1.31,0.92,0.291,0.317592694,0
38.353037,0.2132,2.995,2.8,0.94,0.81,-0.187,0.317369581,0
43.130617,0.236,2.49,6.76,1.1,0.98,0.005,0.317326361,0
41.749882,0.231,3.1,9.8,0.94,0.93,-0.129,0.317226075,0
26.548955,0.1784,1.07,1.24,0.89,0.92,0.414,0.317207359,0
39.30941904,0.2212,3.01,9.32,0.89,0.97,-0.132,0.317087736,0
6.49441289,0.0612,1.35,2.39,0.69,0.71,-0.7,0.317066916,0
8.36802,0.0627,4.81,20.7,0.45,0.47,-0.968,0.31698438,0
21.67697486,0.1408,2.18,5.39,0.74,0.79,-0.356,0.316925103,0
85.35129427,0.3751,6.8,37.2,0.99,0.99,-0.071,0.316670903,0
14.589347,0.11,2.25,5.69,0.74,0.8,-0.586,0.316637951,0
4.176,0.0426,1.21,119.9,0.64,0.67,-0.805,0.316618376,0
16.78176602,0.118,2.32,5.99,0.76,0.82,-0.572,0.316481426,0
16.8320729,0.1256,1.75,3.71,0.94,0.96,-0.244,0.31642447,0
9.740486,0.0811,0.741,0.332,0.75,0.76,-0.425,0.316167597,0
5.3301,0.0426,1.233,2.05,0.7,0.81,-0.833,0.316052622,0
82.304003,0.3704,2.13,5.18,0.81,0.85,0.468,0.316015585,0
8.40691199,0.0781,1.16,1.65,0.81,0.86,-0.336,0.315907428,0
21.0907758,0.142,1.88,4.19,0.86,0.89,-0.215,0.31581966,0
4.081423,0.044,0.93,0.749,0.61,0.65,-0.811,0.315700075,0
12.6475,0.1014,1.58,3.12,0.84,0.87,-0.328,0.315690576,0
16.22371307,0.1212,1.51,2.89,0.92,0.94,-0.127,0.315597774,0
4.3696,0.0487,1.219,1.98,0.73,0.81,-0.705,0.315523679,0
7.06005,0.06666,1.281,12.81,0.71,0.79,-0.523,0.315442739,0
207.62,0.7584,4,6,1.57,1.59,0.926,0.315435672,0
5.94220998,0.059,1.23,2.04,0.75,0.8,-0.587,0.315256427,0
1.7666957,0.0226,1.41,2.57,0.46,0.49,-1.554,0.31521292,0
6.24565983,0.0607,1.286,2.2,0.71,0.79,-0.63,0.315058699,0
33.0257179,0.2049,2.21,5.52,0.99,1.05,0.224,0.314956191,0
46.6888,0.25,2.49,2,1.06,0.96,0.12,0.314923758,0
12.25383217,0.1016,1.01,1.01,0.84,0.88,-0.083,0.314790889,0
11.55530021,0.0911,1.18,1.76,0.78,0.81,-0.196,0.314606174,0
22.250949,0.144,2.46,6.62,0.77,0.84,-0.376,0.314602368,0
2.2193023,0.0373,1.16,1.65,0.59,0.63,-1.102,0.314574945,0
3.648096,0.03925,1.241,1.3,0.6,0.61,-0.942,0.314545899,0
26.39435646,0.1635,3.08,9.69,0.76,0.8,-0.457,0.314536844,0
9.939632,0.087,1.34,2.36,0.79,0.81,-0.414,0.314468245,0
20.303005,0.141,1.97,8.8,0.87,0.97,-0.225,0.314434389,0
11.6092567,0.096,1.55,9.1,0.73,0.83,-0.342,0.31426608,0
9.06689421,0.0771,1.62,3.26,0.78,0.83,-0.578,0.314119534,0
10.43547805,0.0881,1.23,2.04,0.87,0.9,-0.253,0.313898991,0
9.88735962,0.0872,1.16,1.65,0.82,0.91,0.219,0.313891964,0
54.6495759,0.2846,2.32,5.99,1.12,1.08,0.312,0.313767483,0
8.83922659,0.0795,1.43,2.63,0.82,0.86,-0.467,0.313631285,0
0.46292913,0.00622,1.303,2.25,0.19,0.15,-2.565,0.313494537,0
10.71252541,0.0784,2.13,5.18,0.57,0.59,-0.653,0.31342906,0
17.460812,0.124,2.18,225.6,0.8,0.86,-0.396,0.313383062,0
25.660593,0.173,1.79,3.86,1.24,1.03,0.03,0.313371591,0
30.864423,0.185,2.39,23.6,1.03,0.94,-0.117,0.313252219,0
8.25978,0.075,1.35,2.39,0.72,0.79,-0.442,0.313101618,0
8.457496,0.065,1.82,3.97,0.49,0.65,-0.784,0.312950005,0
14.07971466,0.1176,1.49,2.83,1.14,1.09,0.166,0.312849456,0
5.72717226,0.0575,1.31,2.27,0.75,0.78,-0.572,0.312795725,0
20.925392,0.1499,1.3,2.24,1.19,1.09,0.258,0.312710913,0
6.195469,0.062,1.21,1.92,0.76,0.84,-0.496,0.312458374,0
66.373379,0.3237,1.9,4.27,0.92,0.95,0.431,0.312340792,0
37.9216,0.211,3.78,14.8,0.86,0.87,-0.316,0.312133255,0
4.45743164,0.0448,1.09,1.32,0.71,0.76,-0.675,0.312102488,0
15.36262753,0.1126,1.94,4.42,0.74,0.78,-0.539,0.311986501,0
44.552169,0.25,2.2,5.48,1.17,1.06,0.212,0.311939194,0
53.5991044,0.2863,2.68,7.65,1.07,1.05,0.065,0.311707668,0
8.03755877,0.0719,1.33,2.33,0.81,0.86,-0.35,0.311649171,0
8.4388385,0.0881,2.21,5.52,0.69,0.77,-0.593,0.311632905,0
15.0447198,0.1152,1.15,1.6,1.17,0.94,0.187,0.311612095,0
10.13202575,0.0756,2.19,5.43,0.72,0.75,-0.6,0.311583589,0
3.51749439,0.0378,1.37,2.45,0.57,0.59,-0.984,0.311450822,0
33.42035034,0.2015,2.18,5.39,1.05,1.03,0.021,0.311441189,0
23.6225913,0.1611,0.76,0.363,1,1,0.326,0.311433684,0
2.896,0.033,1.5,2.86,0.53,0.58,-1.292,0.311393648,0
0.72733098,0.0115,1.216,1.96,0.36,0.39,-1.295,0.311226171,0
66.5579057,0.38,1.87,4.16,1.32,1.2,0.679,0.311207243,0
33.197861,0.204,1.84,4.04,1.01,1.08,0.201,0.311184783,0
6.14727918,0.0611,0.8,0.437,0.74,0.79,-0.557,0.311164911,0
7.06317341,0.0656,1.12,1.46,0.79,0.82,-0.413,0.310940541,0
5.62012,0.0577,1.262,2.13,0.75,0.81,-0.636,0.310556851,0
22.597053,0.148,1.12,1.46,0.88,0.97,0.396,0.310433646,0
9.33646594,0.0747,2.17,5.35,0.69,0.72,-0.771,0.310343499,0
38.871826,0.217,2.87,48.5,0.92,0.98,-0.096,0.310313913,0
2.900706,0.035,1.3,2.24,0.63,0.7,-0.968,0.310126574,0
56.1886887,0.2939,2.09,5.02,1.13,1.08,0.424,0.309944998,0
30.133001,0.182,2.77,8.1,0.89,0.95,-0.172,0.309944062,0
5.714932,0.0553,1.31,9,0.64,0.69,-0.678,0.309899171,0
6.38669014,0.0617,1.143,1.57,0.81,0.77,-0.474,0.309854999,0
12.125934,0.101,1.45,2.7,0.84,0.92,-0.163,0.309814199,0
34.545,0.21,2.15,7.3,1,1.08,0.061,0.309790962,0
6.988055,0.069,1.15,7.3,0.8,0.93,-0.313,0.309778388,0
8.041,0.06482,1.6,2.8,0.54,0.56,-0.685,0.309659429,0
12.718092,0.094,2.33,6.04,0.67,0.67,-0.607,0.309597374,0
6.88727999,0.0657,0.806,0.449,0.77,0.8,-0.432,0.309562049,0
20.3505213,0.1431,1,0.972,1.02,1.02,0.395,0.309530163,0
5.675819,0.056,1.42,2.6,0.78,0.71,-0.822,0.309336154,0
18.82634264,0.128,2.36,6.17,0.8,0.85,-0.419,0.309238897,0
20.38177573,0.1345,3.09,9.75,0.77,0.81,-0.556,0.30921942,0
56.7771,0.3002,3.268,10.7,1.08,1.05,0.079,0.309215164,0
5.09071,0.051,2.22,5.57,0.67,0.68,-1.174,0.309174615,0
29.90722674,0.1805,2.26,5.73,0.94,0.97,-0.044,0.309138971,0
7.810937,0.078,1.05,1.16,0.92,0.88,-0.138,0.309132806,0
11.3910025,0.092,1.79,3.86,0.78,0.82,-0.466,0.309125228,0
56.4159,0.3024,2.619,7.36,1.16,1.05,0.144,0.309069455,0
2.7906599,0.0334,1.165,1.68,0.6,0.65,-0.808,0.308929487,0
15.31299,0.11,2.23,5.6,0.77,0.79,-0.472,0.308812339,0
11.89520511,0.0994,1.32,2.3,1,1,-0.068,0.30879045,0
4.41769648,0.047,1.26,2.13,0.77,0.82,-0.62,0.308671279,0
5.188549,0.053,1.26,6.8,0.67,0.77,-0.685,0.308590739,0
7.41086267,0.0702,0.95,0.809,0.87,0.9,-0.253,0.308563626,0
43.8445,0.2395,2.56,11.17,1.04,1,0.083,0.308485793,0
11.87456832,0.0986,1.37,2.45,0.9,0.95,-0.137,0.308414114,0
6.738088,0.065,0.82,0.477,0.78,0.86,-0.352,0.308343258,0
6.76458,0.0653,1.511,4.36,0.78,0.81,-0.577,0.308093609,0
17.671796,0.1204,2.5,6.8,0.74,0.79,-0.526,0.307916704,0
19.0918,0.135,2.01,4.7,0.87,0.9,-0.432,0.307800683,0
8.109044,0.076,1.22,1.98,0.8,0.91,-0.239,0.307668599,0
35.3331,0.2143,1.61,3,1.49,1.08,0.411,0.3076595,0
9.08237046,0.0815,1.4,2.54,0.81,0.85,-0.346,0.307624709,0
25.369116,0.18,1.51,2.89,1.38,1.23,0.343,0.307612169,0
19.738286,0.145,1.43,2.63,1.19,1.08,0.193,0.3075671,0
12.00096042,0.0906,1.88,4.19,0.82,0.87,-0.355,0.307463822,0
14.26519966,0.117,1.167,1.69,1.29,1.05,0.23,0.307445019,0
47.3126192,0.2788,2.06,4.9,1.05,1.04,0.389,0.307306035,0
14.4273551,0.116,1.19,1.81,1.09,1.09,0.194,0.307299828,0
16.54297375,0.1229,2.25,5.69,0.79,0.84,-0.409,0.307262949,0
17.326644,0.12,2.47,6.66,0.72,0.81,-0.469,0.307242601,0
11.62905828,0.0987,1.1,1.37,1.12,1.05,0.135,0.307200047,0
0.45328509,0.006,0.73,0.315,0.17,0.13,-2.62,0.307104493,0
8.77424,0.0784,1.36,2.42,0.72,0.83,-0.524,0.307092698,0
16.725948,0.126,1.24,2.07,0.84,0.93,0.212,0.30704901,0
4.159807,0.046,0.81,0.457,0.67,0.65,-0.676,0.307002893,0
6.04045,0.062,1.29,18.3,0.82,0.9,-0.413,0.306967284,0
5.89660978,0.0614,1.219,1.98,1.09,0.89,-0.237,0.306949716,0
54.280749,0.297,1.75,3.71,1.33,1.25,0.644,0.306906349,0
10.9295461,0.0951,1.37,2.45,0.9,0.93,0.316,0.306824245,0
7.010606,0.067,1.41,2.57,0.79,1,-0.446,0.306810012,0
15.677563,0.119,1.22,1.98,1.12,0.86,0.222,0.306768742,0
33.469743,0.2006,2.03,4.78,1.03,1.03,0.047,0.306700061,0
20.834237,0.141,2.35,6.12,0.83,0.85,-0.337,0.306586011,0
26.41045478,0.1616,2.69,7.7,0.82,0.86,-0.334,0.306556574,0
1.22003,0.0197,1.18,1.78,0.5,0.68,-1.347,0.306542922,0
11.07085,0,2.457,6.6,0.7,0.69,-0.778,0.306526587,0
2.41435165,0.0315,0.98,0.904,0.69,0.74,-0.895,0.306489608,0
16.257582,0.133,1.09,1.32,1.46,1.17,0.383,0.306457475,0
16.85837,0.12,2.67,7.61,0.83,0.79,-0.556,0.306447583,0
8.70181574,0.0777,1.61,3.22,0.87,0.91,-0.483,0.306351183,0
78.5460968,0.3659,3.163,10.1,1.4,1.06,0.159,0.30633829,0
13.638723,0.106,1.2,1.87,0.9,0.79,0.106,0.306291888,0
6.38315913,0.0562,2.73,7.9,0.58,0.58,-1.053,0.306276136,0
8.483,0.0798,0.947,0.799,1,1.02,-0.016,0.306142551,0
5.65245009,0.0565,0.87,0.589,0.8,0.75,-0.625,0.306132859,0
8.16736031,0.0791,1.12,1.46,0.9,0.99,-0.05,0.306124081,0
12.0999,0.1011,1.289,2.21,0.88,0.95,-0.218,0.306046533,0
17.6700642,0.1348,1.84,4.04,0.94,0.95,0.647,0.306022101,0
6.08003998,0.0597,1.289,2.21,0.8,0.77,-0.441,0.305982202,0
9.10967112,0.0862,1.19,1.81,0.99,0.95,-0.119,0.30590176,0
3.173315,0.036,0.81,0.457,0.59,0.64,-0.439,0.305860654,0
7.385655,0.0656,1.97,4.54,0.65,0.69,-0.878,0.305851534,0
2.38839,0.0291,1.39,57,0.55,0.58,-1.156,0.305826969,0
6.186676,0.064,1.12,1.46,0.81,0.82,-0.279,0.305642679,0
16.00460052,0.1179,2.227,5.59,0.77,0.86,-0.56,0.305627292,0
13.14497566,0.1038,1.57,3.09,0.9,0.93,-0.122,0.305538269,0
43.3167737,0.2288,2.63,7.41,0.83,0.86,-0.078,0.30546021,0
13.1829642,0.1066,1.82,3.97,0.8,0.84,-0.391,0.305322131,0
2.78786839,0.0382,1.02,1.04,0.72,0.76,-0.666,0.305267563,0
83.446393,0.391,3.38,11.4,1.27,1.13,0.318,0.305135648,0
3.1342791,0.033548,1.9,6.36,0.52,0.51,-1.354,0.305025338,0
16.01310205,0.1148,2.6,7.27,0.74,0.79,-0.595,0.304953098,0
1.68269615,0.0219,1.32,2.3,0.48,0.51,-1.305,0.304949153,0
6.98471973,0.0726,1.04,1.12,1.06,1.05,-0.063,0.304939084,0
4.88083852,0.0527,1.35,2.39,0.73,0.78,-0.639,0.30492412,0
19.57783,0.194,1.992,4.63,0.92,1.01,-0.092,0.304895507,0
11.837549,0.098,0.89,0.64,1.05,0.82,0.137,0.304828236,0
5.60402012,0.0563,1.409,2.57,0.74,0.76,-0.513,0.304826441,0
1.64680191,0.0223,0.87,0.59,0.53,0.55,-1.097,0.304807534,0
9.65185017,0.0872,1.14,1.55,1.05,1.01,0.05,0.304793315,0
1.937055,0.024,0.89,0.64,0.48,0.57,-1.066,0.3047853,0
4.655411,0.048,0.69,0.257,0.67,0.69,-0.746,0.304757984,0
13.7521072,0.1015,2.81,8.3,0.72,0.75,-0.735,0.304750973,0
13.767102,0.105,2.2,5.48,0.76,0.84,-0.496,0.304694318,0
5.5382498,0.05251,2.266,5.76,0.6,0.63,-1.127,0.304693944,0
13.817124,0.109,1.5,2.86,1.06,0.95,-0.132,0.30455588,0
7.2810998,0.0696,1.5,2.86,0.79,0.84,-0.65,0.304541927,0
4.55139967,0.0499,1.14,1.55,0.8,0.84,-0.414,0.30452082,0
101.12,0.407,13,112.2,0.94,0.81,-0.187,0.304441148,0
4.148141,0.048,1.13,1.51,0.81,0.83,-0.457,0.304430998,0
15.0330105,0.1236,1.2,1.87,1,1,0.275,0.304368816,0
5.95966,0.0646,1.112,1.42,0.87,0.87,-0.324,0.304312355,0
28.574263,0.172,2.4,6.35,0.84,0.78,-0.086,0.304197866,0
9.51216,0.0745,2.78,8.15,0.71,0.67,-0.803,0.3041853,0
2.240508,0.027,1.06,1.2,0.52,0.59,-0.936,0.304173365,0
38.5053398,0.2159,2.55,7.04,0.9,0.92,-0.073,0.304151916,0
42.42720032,0.2274,3.293,10.9,1.01,0.87,-0.146,0.304143321,0
41.885775,0.229,3.01,9.32,1.06,0.95,-0.132,0.304114279,0
6.26406846,0.0615,1.45,2.7,0.74,0.77,-0.555,0.304109715,0
2.89221751,0.034,1.24,2.07,0.63,0.66,-0.84,0.30400528,0
9.562742,0.078,2.01,4.7,0.67,0.69,-0.664,0.303991473,0
30.092568,0.201,1.69,3.5,1.14,1.15,0.321,0.303949469,0
77.095691,0.372,4.01,2.7,1.09,1.14,-0.097,0.303927748,0
15.3787546,0.1313,1.6,3.19,1.13,1.09,0.059,0.303865817,0
12.5720095,0.1072,1.19,1.81,1.21,1.14,0.22,0.303822994,0
13.26079792,0.1065,1.47,2.76,1.05,0.91,-0.108,0.303781888,0
15.86621821,0.1225,1.2,1.87,1.38,1.08,0.378,0.303764308,0
26.695074,0.181,1.48,2.79,1.26,1.01,0.41,0.303747573,0
0.768448,0.01211,1.332,2.62,0.37,0.4,-1.777,0.303507442,0
50.447,0.2747,2,13.5,0.96,1.06,0.43,0.30349655,0
25.745718,0.178,1.55,3.02,1.28,1.19,0.351,0.303459628,0
17.340824,0.134,1.49,2.83,1.15,1.08,0.152,0.303459096,0
22.9221266,0.1564,1.44,2.67,1.1,1.06,0.363,0.303453715,0
7.1276598,0.0692,1.416,2.59,0.82,0.87,-0.362,0.303414465,0
6.30921984,0.054,2.117,5.13,0.53,0.52,-0.762,0.303339978,0
14.7967458,0.1268,0.97,0.871,1.28,1.2,0.481,0.303330542,0
