pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
41.008011,0.216,2.27,5.77,0.7,0.86,-0.474,0.442753639,0
469.63111,1.117,3.64,12.9,0.85,0.89,-0.28,0.442539656,0
110.979,0.4757,1.75,3.71,1.49,1.17,0.312,0.442470878,0
60.418955,0.287,2.71,7.8,0.76,0.85,-0.328,0.442309586,0
10.3134,0.0753,0.64,0.07,0.54,0.54,-1.252,0.441799604,0
40.54,0.1264,1.32,2.31,0.12,0.16,-2.569,0.441345791,0
10.50534,0.0752,2.04,4.82,0.53,0.54,-1.338,0.441252868,0
59.65829849,0.2873,3.013,9.34,0.83,0.89,-0.503,0.440294308,0
34.169,0.1949,1.13,2.23,0.84,0.9,-0.308,0.438936021,0
151.884058,0.573,2.85,8.5,1.23,1.18,0.348,0.438768381,0
18.7546998,0.1139,2.02,4.74,0.62,0.64,-0.793,0.438584991,0
87.517905,0.377,1.64,3.33,1.13,0.96,0.198,0.438097616,0
22.92881,0.136,1.93,4.38,0.58,0.66,-0.733,0.437485788,0
52.60969925,0.2846,1.96,4.5,1.29,1.11,0.257,0.436740622,0
55.328328,0.281,1.61,3.22,0.95,0.92,-0.119,0.436353387,0
91.68278,0.387,2.91,1112.39942,1.03,0.93,-0.017,0.434504803,0
47.0319479,0.2447,1.88,4.19,0.86,0.9,-0.255,0.434348051,0
161.4743937,0.5729,3.18,10.2,1.04,1.02,0.302,0.433972801,0
44.9851885,0.2323,2.09,5.02,0.8,0.83,-0.483,0.433438259,0
36.77031,0.205,2.7,7.75,0.74,0.8,-0.586,0.432471836,0
95.61100006,0.4267,2.381,6.26,1.08,1.14,0.171,0.43236731,0
65.6488341,0.3094,3.82,14,1,1,-0.314,0.431762486,0
13.85,0.0946,2.6,7.27,0.58,0.65,-1.229,0.428860204,0
29.3494775,0.1715,2.03,4.78,0.74,0.79,-0.645,0.427892909,0
62.1387714,0.301,2.63,7.41,0.89,0.93,-0.193,0.427526739,0
3.93072,0.035,1.217,1.84,0.34,0.34,-1.798,0.426566896,0
153.343364,0.5545,2.67,7.61,1.22,1.15,0.281,0.426313412,0
91.353282,0.414,1.8,3.89,1.29,1.15,0.251,0.426167752,0
16.75255007,0.1262,1.49,2.83,0.72,0.77,-0.754,0.425220518,0
66.1849031,0.3179,2.23,5.6,0.97,0.98,-0.047,0.425155019,0
224.784608,0.761,7.3,42,1.16,1.17,0.195,0.425104679,0
22.717,0.1463,1.31,7.3,0.78,0.81,-0.577,0.425080976,0
34.096863,0.197,1.55,3.02,0.78,0.84,-0.367,0.42457585,0
18.794234,0.111,1.84,4.04,0.48,0.59,-0.996,0.424468766,0
118.3807,0.466,3.33,25,1.06,0.96,0.12,0.423892369,0
83.488369,0.381,2.85,8.5,0.95,0.94,-0.138,0.423817559,0
9.46781405,0.0691,2.18,5.39,0.46,0.49,-1.375,0.423703697,0
47.73022,0.249,4.91,20,0.94,0.91,-0.131,0.423420924,0
9.325038,0.076,1.84,4.04,0.65,0.68,-1.026,0.423066902,0
143.34394,0.5,8.8,23.1,0.95,0.99,-0.237,0.422930493,0
3.694247,0.0331,0.982,1.4,0.33,0.35,-1.839,0.422374018,0
39.83110046,0.2119,2.587,7.21,0.76,0.8,-0.479,0.422313761,0
11.02347475,0.0794,2.26,5.73,0.53,0.55,-1.33,0.421994254,0
81.1694299,0.3554,3.39,11.4,0.94,0.97,-0.078,0.421815207,0
52.6298417,0.2689,2.22,5.56,0.89,0.92,-0.174,0.420994342,0
76.5369586,0.3528,2.73,7.9,1,1,-0.027,0.420986993,0
42.8961,0.2279,2.04,7.93,0.89,0.88,-0.289,0.420680283,0
101.1330032,0.4137,3.918,14.6,1.02,0.92,-0.158,0.420203677,0
3.0766896,0.0228,2.94,8.96,0.2,0.16,0.531,0.420052757,0
184.256405,0.6503,2.27,5.77,1.29,1.17,0.566,0.419418828,0
24.278553,0.1456,2.34,6.08,0.79,0.76,-0.768,0.418802678,0
282.5255,0.828,10.12,25426.4,1,0.94,-0.102,0.418585586,0
3.6906777,0.0304,1.385,2.22,0.3,0.27,-1.948,0.417518295,0
124.9144,0.48,2.88,8.65,1.2,1.2,0.269,0.417356282,0
160.8846509,0.5416,8.46,53.9,0.97,0.99,-0.17,0.416722628,0
18.772866,0.06189,0.755,0.326,0.12,0.09,-3.257,0.416389728,0
50.818947,0.2573,2.41,14.9,0.85,0.88,-0.26,0.416326651,0
24.7543966,0.153,1.8,3.89,0.72,0.76,-0.615,0.415528817,0
26.201446,0,2.26,5.73,0.7,0.71,-0.663,0.414440541,0
73.7578875,0.3259,4.28,16.9,0.93,0.85,-0.556,0.414288452,0
7.113702,0.058,1.51,2.89,0.48,0.51,-1.495,0.413580916,0
18.85019,0.1177,3.14,10.8,0.6,0.61,-1.057,0.413416309,0
7.267302,0.0451,1.25,2.1,0.47,0.48,-1.385,0.413074915,0
40.8365012,0.2237,1.6,3.19,0.92,0.94,-0.199,0.412651386,0
321.2120056,0.9453,8.935,59.1,1.29,1.09,0.496,0.412462286,0
8.84794044,0.0699,1.545,3,0.55,0.58,-1.177,0.412118192,0
13.671,0.0932,2.52,6.89,0.57,0.58,-1.154,0.411006092,0
31.6372,0.1779,1.89,4.23,0.76,0.75,-0.482,0.410763016,0
7.824904,0.065,1.28,2.18,0.55,0.58,-1.102,0.410156309,0
7.09714223,0.0533,0.92,0.721,0.44,0.46,-1.234,0.409584559,0
21.80379,0.1404,1.238,2.06,0.75,0.78,-0.539,0.409512879,0
14.76289,0.18041,1.95,10.7,0.79,0.83,-0.422,0.409496398,0
41.86869812,0.2301,1.354,2.4,0.84,0.93,-0.076,0.409445265,0
16.934402,0.115,1.31,2.27,0.67,0.73,-0.714,0.407367402,0
7.71792984,0.0621,1.194,1.84,0.51,0.54,-1.193,0.407157288,0
34.1731714,0.2027,2.07,4.94,0.82,0.92,-0.389,0.406248598,0
39.7922622,0.2109,2.03,2,0.79,0.79,-0.322,0.405890404,0
12.28,0.08551,2.78,5.12,0.51,0.54,-1.06,0.405653545,0
82.294751,0.3679,1.77,3.78,0.9,0.93,0.198,0.404755604,0
8.7522,0.09,2,158.9,0.53,0.58,-1.292,0.404142319,0
8.24661,0.0652,1.85,4,0.54,0.54,-1.31,0.403992481,0
66.4162133,0.3033,3.91,14.5,0.78,0.81,-0.35,0.403477428,0
85.7350285,0.3877,3.05,9.53,1.03,1.03,-0.058,0.403288194,0
57.24809,0.287,3.19,11.1,0.85,0.81,-0.386,0.403168539,0
107.723601,0.457,3.89,14.4,1.03,0.95,0.012,0.400235043,0
24.4002549,0.1441,2.41,6.39,0.67,0.7,-0.742,0.399501525,0
1.865169,0.0154,0.57,0.13,0.17,0.13,-2.62,0.399279802,0
394.6244904,1.1088,7.14,40.4,1.64,1.23,0.605,0.398726052,0
85.7565495,0.3912,1.08,1.28,0.82,0.86,0.429,0.398670282,0
331.60059,1.01,11.3,381.396,1.2,1.2,0.269,0.398157837,0
18.78425728,0.1198,2.44,6.53,0.66,0.7,-0.86,0.398034501,0
13.297004,0.093,0.86,0.566,0.59,0.64,-0.439,0.397462295,0
106.247547,0.4301,1.9,4.27,0.97,0.98,0.342,0.397118081,0
42.87770081,0.2197,2.315,5.97,0.83,0.77,-0.647,0.396234164,0
150.878,0.5726,2.97,9.11,1.09,1.16,0.179,0.396224239,0
88.64399719,0.3815,4.055,15.5,0.93,0.94,-0.092,0.395902765,0
2.616235,0.0252,1.09,1.75,0.32,0.31,-1.963,0.395268762,0
18.684737,0.113,1.93,4.38,0.52,0.6,-0.971,0.395180552,0
10.93241,0.0818,2.26,5.73,0.57,0.61,-1.083,0.394225175,0
287.378949,0.8748,6.06,30.6,0.94,0.96,0.437,0.394150095,0
47.9872764,0.2495,2.76,8.05,0.94,0.96,-0.24,0.39396144,0
51.805612,0.26,3.15,10.1,0.84,0.87,-0.308,0.393740114,0
4.871229,0.0301,2.51,6.85,0.21,0.18,-2.1,0.393660728,0
7.054346,0.061,1.03,1.08,0.56,0.62,-1.194,0.393254383,0
62.5611,0.3017,3.206,10.4,0.88,0.96,-0.206,0.393078576,0
26.67569,0.155,1.43,2.63,0.68,0.9,-0.418,0.39274386,0
49.47819901,0.2587,2.178,5.38,0.85,0.94,-0.184,0.392616977,0
5.6605731,0.04526,2.355,6.15,0.38,0.39,-1.712,0.391969212,0
103.427002,0.4438,3.251,10.6,1.02,1.09,-0.016,0.39195559,0
7.51574,0.0614,2,4.66,0.53,0.55,-1.367,0.391624884,0
75.74,0.341,3.66,13,0.95,0.93,-0.149,0.391369593,0
34.2685705,0.193,2.32,5.99,0.82,0.86,-0.412,0.391032242,0
12.551158,0.087,1.32,28.2,0.53,0.6,-0.928,0.390899599,0
37.514456,0.213,2.61,7.32,0.81,0.92,-0.341,0.390090257,0
13.32388301,0.0862,2.02,4.74,0.66,0.7,-0.745,0.389899288,0
8.410894,0.065,1.38,2.48,0.5,0.55,-1.187,0.38976026,0
130.194,0.509,9.7,7.6,0.94,1.04,-0.142,0.389711231,0
5.774464,0.051,0.74,0.33,0.51,0.54,-1.328,0.38960282,0
90.4113556,0.4024,3.41,11.5,0.97,0.98,-0.111,0.389234508,0
33.2406882,0.1975,1.69,3.5,0.86,0.9,-0.256,0.389115763,0
61.6178167,0.302,3.65,12.9,0.91,0.94,-0.196,0.38793303,0
5.07803,0.0392,2.72,7.85,0.33,0.31,-1.854,0.387720915,0
41.194912,0.22,3.85,14.2,0.73,0.8,-0.538,0.386626613,0
18.87974,0.1242,2.39,9.7,0.65,0.73,-0.76,0.386540203,0
1.565409,0.0182,1.5,2.86,0.24,0.22,-2.248,0.385927626,0
8.295611,0.065,1.57,3.09,0.51,0.6,-1.229,0.385813277,0
44.29919815,0.2348,2.273,5.79,0.92,0.88,-0.38,0.385533894,0
20.16034462,0.1339,1.62,3.26,0.74,0.8,-0.57,0.385274298,0
56.47542,0.281,3.38,11.4,0.88,0.91,-0.239,0.38524333,0
42.9495649,0.2283,2.57,11,0.84,0.88,-0.306,0.384900977,0
16.092361,0.112,0.75,0.347,0.67,0.78,-0.655,0.38488845,0
5.70588,0.04749,1.533,3.09,0.44,0.44,-1.44,0.384858214,0
37.6467384,0.2466,2.19,5.43,1.06,1.05,-0.076,0.384565244,0
11.35011917,0.0796,2.17,5.35,0.57,0.59,-0.987,0.383853139,0
45.0904643,0.2478,1.84,4.04,0.89,0.92,-0.153,0.383457707,0
34.260281,0.195,2.38,6.26,0.74,0.88,-0.385,0.383284113,0
17.28111,0.105,1.84,4.04,0.49,0.65,-0.784,0.382595113,0
20.9568158,0.126,2.86,8.55,0.61,0.63,-1.107,0.382457441,0
15.995622,0.114,1.09,1.32,0.72,0.8,-0.584,0.38229002,0
12.794585,0.088,1.53,2.96,0.53,0.65,-0.677,0.381923573,0
10.065275,0.074,1.73,35.4,0.49,0.58,-1.036,0.381780271,0
32.2968798,0.1885,1.76,3.75,0.81,0.85,-0.278,0.381437626,0
88.40655258,0.392,4.21,16.5,0.99,0.95,-0.119,0.38093314,0
11.419412,0.087,1.01,1.01,0.61,0.65,-0.811,0.380686916,0
86.1150888,0.4001,2.82,8.35,0.92,0.95,0.041,0.380342528,0
56.4349938,0.276,2.36,6.17,0.98,0.96,-0.047,0.380331245,0
11.59822172,0.0798,3.04,9.48,0.49,0.51,-1.295,0.3801896,0
5.974,0.057,1.88,4.18,0.5,0.68,-1.347,0.380140615,0
8.0109434,0.0619,2.1,21.5,0.5,0.51,-1.301,0.380120229,0
19.104718,0,2.953,9.03,0.68,0.66,-0.896,0.379910353,0
3.3601538,0.03197,1.206,1.58,0.38,0.39,-1.712,0.379770117,0
6.413651,0.049,2.9,8.75,0.39,0.39,-1.659,0.379741316,0
25.193458,0.155,1.58,3.12,0.77,0.82,-0.402,0.379008567,0
10.054626,0.0778,2.25,6.47,0.6,0.62,-1.15,0.37870867,0
96.101141,0.402,3.77,13.7,1.04,0.98,0.004,0.377813479,0
1.628931,0.0153,1.13,1.66,0.21,0.18,-2.359,0.377625343,0
14.28226676,0.0978,2.13,5.18,0.61,0.64,-0.862,0.377136818,0
16.301259,0.1186,1.22,1.98,0.75,0.8,-0.541,0.376944585,0
67.093408,0.316,3.25,10.6,0.97,0.96,-0.097,0.376330684,0
22.12679948,0.1525,1.67,3.43,0.81,0.85,-0.449,0.375993316,0
19.482,0.1249,2.73,14.3,0.7,0.69,-0.823,0.375726449,0
8.114379,0.0649,2.09,5.02,0.5,0.53,-1.305,0.375074938,0
9.7579,0.0774,1.64,3.33,0.63,0.65,-0.996,0.374911693,0
13.733314,0.096,2.6,7.27,0.62,0.63,-0.953,0.374671079,0
32.5637069,0.19,2.21,5.52,0.84,0.89,-0.322,0.374655062,0
28.474748,0.1689,2.58,7.18,0.76,0.8,-0.53,0.374411673,0
10.688716,0.0814,2.415,6.41,0.6,0.63,-1.127,0.373622177,0
2.984151,0.0217,1.58,3.12,0.21,0.18,-2.1,0.373578861,0
67.831024,0.319,2.59,7.22,1.1,0.98,0.005,0.373374198,0
47.0569043,0.2388,3.3,10.9,0.82,0.86,-0.351,0.373285013,0
105.6551369,0.4389,3.68,13.1,1,0.99,0.124,0.372922908,0
26.7839183,0.1673,1.93,4.38,0.89,0.92,-0.359,0.372007404,0
12.904532,0.095,1.32,2.3,0.67,0.67,-0.698,0.371700838,0
85.273256,0.3677,2.94,8.96,1.04,1.03,0.052,0.371612762,0
210.60697,0.71,8.1,254.264,1.2,1.2,0.269,0.371060428,0
91.93913,0.42,2.66,7.56,1.2,1.2,0.269,0.371039277,0
296.637865,0.8589,6.35,33.1,1.2,1,0.498,0.370971475,0
39.595519,0.223,1.89,4.23,0.84,0.91,-0.079,0.370928686,0
13.36019993,0.1002,1.663,3.4,0.69,0.77,-0.757,0.370901392,0
31.80634,0.1596,1.07,1.24,0.75,0.8,-0.277,0.370677249,0
2.30538,0.02279,1.39,2.5,0.3,0.3,-1.972,0.370276463,0
33.1995648,0.1894,2.76,8.05,0.81,0.86,-0.398,0.369754526,0
1.2391491,0.01223,0.903,0.674,0.19,0.16,-2.461,0.369594935,0
11.41928253,0.0795,2,4.66,0.63,0.67,-0.798,0.369027705,0
49.567416,0.259,2.47,6.66,0.94,0.97,-0.109,0.368719139,0
68.8861915,0.3133,1.33,2.33,1.1,0.97,0.345,0.368653287,0
16.2950903,0.116,1.07,1.24,0.76,0.8,-0.486,0.368574331,0
24.570858,0.156,2,4.66,0.79,0.88,-0.471,0.368529309,0
6.98541,0.0559,2.15,5.27,0.43,0.48,-1.519,0.368146223,0
16.709184,0.111,2.12,5.14,0.62,0.66,-0.757,0.368066036,0
1.2137672,0.0116,0.78,0.399,0.17,0.13,-2.62,0.367861204,0
114.34219,0.4679,2.22,5.56,1.27,1.18,0.484,0.367642438,0
8.7529,0.0705,1.59,3.15,0.55,0.61,-0.874,0.367507016,0
29.88485741,0.1694,2.78,8.15,0.75,0.78,-0.552,0.367430733,0
31.0571618,0.1803,2.14,5.22,0.82,0.86,-0.379,0.367372427,0
3.306539,0.035,1.09,1.32,0.48,0.51,-1.495,0.367283812,0
38.3260994,0.2084,2.29,5.86,0.9,0.82,-0.26,0.367185201,0
240.7989397,0.7655,7.06,39.6,0.91,0.94,0.326,0.366758761,0
60.92832271,0.2897,2.67,7.61,0.98,0.95,-0.019,0.366663259,0
5.8416366,0.0521,2,4.66,0.48,0.5,-1.509,0.366509869,0
25.88599968,0.1606,1.489,2.82,0.9,0.82,-0.278,0.366135461,0
1.9495378,0.01848,1.242,2.33,0.25,0.24,-2.146,0.366108658,0
67.968015,0.313,1.78,3.82,0.99,0.93,0.244,0.365561196,0
65.9409,0.3244,2.81,8.29,1.2,1.02,0.139,0.365497281,0
43.0342272,0.2327,2.12,5.14,0.93,0.96,-0.108,0.365307481,0
41.96797,0.23109,3.013,4.32,0.86,0.94,-0.287,0.365252405,0
91.080482,0.3982,3.07,9.64,0.94,0.96,0.079,0.365043907,0
64.61750031,0.297,5.395,25.1,0.88,0.83,-0.344,0.364995253,0
0.9479981,0.00978,1.212,1.94,0.18,0.14,-2.638,0.36474522,0
3.835476,0.0373,1.49,2.83,0.45,0.47,-1.553,0.364329011,0
2.2531136,0.02191,0.85,0.4,0.3,0.27,-1.948,0.364158489,0
16.736525,0.139,2.609,7.31,0.71,0.67,-0.775,0.363654289,0
88.505,0.378,5.3,17.9,1.06,0.85,-0.135,0.363140865,0
89.722292,0.394,1.96,4.5,1.2,1.13,0.46,0.36305678,0
260.79,0.828,11.321,875.61726,1.64,1.11,0.406,0.363012889,0
92.263714,0.4204,2.16,5.31,1.24,1.15,0.478,0.362545294,0
54.155743,0.286,3.83,14,0.96,0.94,-0.233,0.362420865,0
654.5,1.552,12.9,1525.57635,1.27,1.16,0.528,0.362338564,0
25.216751,0.163,1.27,0.6,0.89,0.92,-0.212,0.362271091,0
7.061149,0.057,1.14,1.55,0.48,0.57,-1.066,0.361948154,0
36.277108,0.202,3.03,21.6,0.8,0.86,-0.396,0.361659189,0
3.81433,0.0404,1.088,8.7,0.5,0.5,-1.387,0.361604937,0
16.282493,0.113,1.85,4.08,0.67,0.68,-0.638,0.361490148,0
21.301848,0.139,0.755,1.3,0.79,0.79,-0.322,0.361411889,0
12.1621839,0.0906,1.137,0.77,0.71,0.67,-0.625,0.360866918,0
9.387427,0.077,1.2,2.2,0.62,0.61,-0.495,0.360440582,0
24.3645,0.15224,2.358,21.14,0.71,0.79,-0.523,0.360376534,0
191.2318,0.676,6.14,6.4,1.82,1.1,0.326,0.360292956,0
10.45843441,0.0845,1.33,2.33,0.72,0.76,-0.727,0.360276146,0
27.36397,0.0886,9.572,66.5,0.56,0.17,-2.6,0.359275253,0
14.51143,0.11,1.46,2.73,0.79,0.81,-0.516,0.359002419,0
5.795278,0.051,0.89,0.64,0.5,0.55,-1.187,0.358985025,0
17.667087,0.1162,2,8.32,0.71,0.67,-0.625,0.358861464,0
33.653079,0.193,3.61,12.7,0.92,0.82,-0.575,0.358482859,0
52.814973,0.275,2.4,6.35,1.02,1.09,0.043,0.358372112,0
16.332995,0.118,1.24,2.07,0.78,0.83,-0.432,0.357816283,0
5.212333,0.047,1.03,20.3,0.49,0.59,-1.26,0.357765326,0
55.087,0.262,3.89,42.44,0.87,0.83,-0.31,0.357582416,0
10.35584657,0.085,1.74,3.68,0.69,0.73,-0.695,0.357555896,0
20.729042,0.139,2.02,4.74,0.81,0.81,-0.504,0.357529663,0
31.1750448,0.1942,1.55,3.02,1.02,1.01,-0.023,0.357350565,0
4.57702017,0.0436,1.39,2.51,0.5,0.53,-1.298,0.357225373,0
56.6747285,0.2836,2.9,8.75,0.95,0.97,-0.042,0.357152448,0
13.06260014,0.0938,1.828,4,0.66,0.65,-0.65,0.356808766,0
28.51120525,0.165,3.38,11.4,0.72,0.78,-0.62,0.355760428,0
125.63243,0.4988,8.373,308.2951,0.95,1.05,-0.06,0.355640481,0
10.003417,0.078,2.1,5.06,0.57,0.64,-0.915,0.355525576,0
85.65399933,0.3986,3.648,12.9,1.65,1.15,0.246,0.355384093,0
49.1013514,0.253,2.58,7.18,0.88,0.91,-0.082,0.355312284,0
18.16406,0.12,1.95,14,0.64,0.69,-0.678,0.355002273,0
30.99660733,0.1885,2.21,5.52,0.84,0.91,-0.292,0.354940083,0
10.9129343,0.07821,2.55,5.9,0.53,0.55,-1.131,0.35472334,0
5.94566534,0.0536,1.25,2.1,0.57,0.6,-1.121,0.354621823,0
11.95398936,0.0885,2.2,5.48,0.67,0.7,-0.903,0.354499418,0
31.828,0.1911,1.21,10.36,1.25,0.86,0.3,0.354127356,0
70.9674603,0.3392,3.54,12.3,1.25,1.17,-0.006,0.353978778,0
15.337597,0,1.989,4.61,0.69,0.74,-0.69,0.35387259,0
520.1,1.259,13.2,950.30694,1.09,0.98,-0.084,0.353100706,0
11.32271513,0.0848,1.36,2.42,0.69,0.73,-0.727,0.353046062,0
364.758031,0.8507,3.14,10,0.67,0.71,-0.822,0.353001456,0
220.1303357,0.7211,5.52,26.1,1.26,1.17,0.641,0.352898514,0
18.5012,0.1275,1.602,3.2,0.73,0.85,-0.496,0.352877077,0
28.8432647,0.1679,2.37,6.21,0.8,0.85,-0.603,0.352761083,0
47.1611696,0.262,2.67,7.61,0.94,0.97,-0.14,0.352534935,0
54.418694,0.29,3.04,9.48,1.09,0.92,-0.121,0.352232674,0
48.648,0.2642,2.8,16.3,1.03,1.1,-0.089,0.35199747,0
47.0564003,0.2524,2.298,5.89,0.92,0.97,-0.308,0.351980253,0
76.732171,0.364,3.13,9.96,1.21,1.1,0.148,0.351675165,0
6.342,0.0562,1.8,3.89,0.58,0.65,-1.229,0.351167166,0
737.1131,1.64,9.96,1462.01067,1.12,1.09,0.182,0.351077686,0
28.26731672,0.1701,2.7,7.75,0.8,0.83,-0.419,0.350692512,0
3.543919,0.039,1.07,1.24,0.57,0.62,-1.06,0.350512823,0
16.0506213,0.1234,0.84,0.52,0.85,0.89,-0.324,0.350425147,0
65.70459747,0.3192,3.124,9.93,1.04,1,0.115,0.350338002,0
3.82222009,0.0385,1.176,1.74,0.51,0.52,-1.117,0.350144453,0
40.6069821,0.2259,2.63,7.41,1,1,-0.169,0.350031315,0
11.008151,0.082,2.13,5.18,0.57,0.6,-0.983,0.349903832,0
37.88660049,0.2107,2.624,7.38,0.82,0.87,-0.274,0.349727203,0
18.93054959,0.137,2.15,5.27,0.76,0.81,-0.531,0.349690774,0
16.79713874,0.1158,2.33,6.04,0.71,0.75,-0.731,0.349577754,0
37.3229493,0.3344,1.98,4.58,1.13,1.09,0.287,0.349575142,0
20.5065,0.1344,2.24,5.65,0.73,0.77,-0.657,0.349457131,0
58.6017925,0.2996,2.07,4.94,1,0.99,0.096,0.34914262,0
19.07863,0.1229,2.54,6.99,0.66,0.68,-0.761,0.348762931,0
39.67679977,0.2122,2.76,8.05,0.89,0.81,-0.382,0.348280935,0
328.2399546,0.9084,11.2,0,0.85,0.92,-0.261,0.348232448,0
16.54080322,0.1183,1.55,3.02,0.79,0.85,-0.401,0.348176344,0
7.9752,0.0707,1.014,4.3,0.68,0.74,-0.777,0.348086663,0
56.268,0.287,1.75,36,0.95,1.03,0.27,0.347847497,0
76.13602028,0.3403,4.87,21.1,0.91,0.96,-0.113,0.347056948,0
16.608164,0.1116,3.12,11.84,0.67,0.68,-0.889,0.346922191,0
14.00947528,0.104,1.03,1.08,0.79,0.82,-0.388,0.346752757,0
71.4517775,0.3475,2.13,5.18,1.4,1.25,0.378,0.346647776,0
18.643577,0.124,1.97,4.54,0.68,0.82,-0.514,0.346526277,0
22.89104,0.1357,2.199,18.496,1.45,1.26,0.456,0.346185811,0
38.285489,0.22,1.87,4.16,1.03,0.95,-0.044,0.346153976,0
14.82009983,0.1089,1.764,3.76,0.73,0.79,-0.53,0.345693333,0
56.633742,0.287,2.67,7.61,1.09,1.03,0.056,0.345600741,0
44.99760056,0.2555,2.263,5.74,0.98,1.1,0.41,0.345472417,0
18.42794624,0.1247,2.15,5.27,0.79,0.83,-0.524,0.345361826,0
14.425281,0.103,0.96,0.84,0.68,0.9,-0.418,0.344767072,0
38.715185,0.22,2.79,8.2,1,0.92,-0.255,0.344620008,0
10.198545,0.081,1.59,3.15,0.62,0.63,-0.763,0.344606661,0
19.578328,0.1387,0.952,1.4,0.92,0.93,-0.165,0.344318369,0
78.1000231,0.3625,3.18,10.2,1.21,1.14,0.178,0.343931451,0
14.86390018,0.1076,1.155,1.63,0.8,0.75,-0.625,0.343795475,0
29.221289,0.176,1.77,3.78,0.86,0.96,-0.116,0.343768168,0
30.8609366,0.1862,0.93,0.749,0.86,0.93,0.149,0.343744442,0
186.404271,0.3875,1.58,3.12,1.32,1.2,0.646,0.343055115,0
29.02,0.1587,12.89,209.7678,0.61,0.63,-1.057,0.343033962,0
6.87745,0.06,2.13,5.18,0.56,0.54,-1.229,0.342896235,0
29.00790538,0.1759,2.37,6.21,0.81,0.85,-0.384,0.342712872,0
73.75039673,0.3859,3.406,11.5,2.48,1.41,0.774,0.342521931,0
21.853722,0.152,1.64,3.33,0.88,0.99,-0.14,0.342457458,0
20.739886,0.138,1.9,4.27,0.78,0.85,-0.393,0.34232938,0
3.8867907,0.0343,1.07,1.24,0.47,0.48,-1.385,0.342153691,0
2.75759006,0.0296,1.273,2.16,0.42,0.45,-1.242,0.342144693,0
39.4419839,0.2346,1.31,2.27,1,1,0.325,0.341949316,0
25.5169,0.1684,0.84,8.25,1.03,1.02,0.022,0.341893015,0
9.0497,0.0707,2.52,15,0.55,0.58,-1.156,0.341440235,0
10.311767,0.08618,1.154,3,0.72,0.8,-0.584,0.341256135,0
29.6091744,0.1861,1.16,1.65,1.07,1.02,0.271,0.340826971,0
6.827766,0.058,1.16,1.65,0.52,0.59,-0.936,0.340492349,0
22.8827,0.1517,1.71,3.57,0.86,0.89,-0.412,0.340479567,0
179.60978,0.6639,5.45,38,1.49,1.21,0.424,0.340462047,0
24.451,0.1551,2.42,6.44,0.78,0.83,-0.414,0.340383717,0
12.04,0.08347,2.37,4.3,0.59,0.64,-0.889,0.340315746,0
15.6112238,0.1169,0.91,0.693,0.84,0.87,-0.009,0.339752012,0
12.43931193,0.0951,1.28,2.18,0.78,0.81,-0.507,0.339504005,0
100.283134,0.448,2.5,6.8,1.36,1.18,0.452,0.339086235,0
1.8805136,0,1.28,3.21,0.34,0.34,-1.797,0.338684561,0
28.625653,0.1857,2.49,6.76,0.91,0.94,-0.305,0.338501087,0
7.814,0.0679,0.705,0.29013,0.7,0.69,-0.823,0.338492087,0
4.19449651,0.0419,1.57,3.09,0.5,0.52,-1.354,0.338469877,0
33.4177993,0.1899,3.36,11.2,0.77,0.81,-0.473,0.338196523,0
17.91323,0.13,1.2,1.87,0.89,0.87,-0.212,0.338183964,0
4.04354,0.0413,1.391,2.51,0.53,0.57,-1.17,0.338179776,0
63.0382,0.3076,3.125,9.93,1.13,1.06,0.129,0.338103213,0
26.85328322,0.162,2.62,7.37,0.83,0.87,-0.476,0.337993938,0
45.348269,0.236,1.13,1.51,0.88,0.97,0.396,0.337908206,0
3.48456408,0.0287,3.44,24.5,0.29,0.26,-2.088,0.337685967,0
2.732756,0.03,1.13,1.51,0.47,0.5,-1.42,0.337685819,0
33.4969,0.2008,1.26,2.12,0.77,0.75,-0.588,0.337663769,0
6.738975,0.056,1.2,1.87,0.48,0.59,-0.996,0.337597156,0
14.496481,0.109,2,4.66,0.85,0.81,-0.613,0.337585141,0
56.35850143,0.2698,4.541,18.7,0.82,0.82,-0.398,0.337391165,0
24.0862707,0.1478,2.77,8.1,0.73,0.76,-0.566,0.337302292,0
98.7180406,0.3982,8.98,59.6,1.02,1.02,0.355,0.337100001,0
6.83437001,0.0618,0.88,0.615,0.67,0.72,-0.811,0.336974995,0
62.303276,0.303,2.95,9.01,1,0.98,0.033,0.336881124,0
7.415563,0.066,0.74,0.5,0.62,0.61,-0.495,0.336823182,0
15.45020008,0.0662,1.671,3.43,0.64,0.65,-0.925,0.336744638,0
29.6193421,0.1817,1.68,3.46,0.96,0.94,-0.022,0.33654562,0
704.1984,1.219,4.16,16.1,0.76,0.79,-0.398,0.336532245,0
6.668391,0.058,1.23,2.04,0.55,0.61,-0.786,0.336257353,0
17.30713,0.1185,3,18.1,0.68,0.74,-0.777,0.335977453,0
39.91488,0.2114,1.89,4.23,0.78,0.8,-0.135,0.335842977,0
5.68876982,0.0536,1.184,1.78,0.64,0.64,-0.927,0.335782089,0
7.78993,0.0695,0.892,3.7,0.7,0.73,-0.686,0.335419495,0
15.669494,0,2.773,8.11,0.73,0.66,-0.817,0.335258798,0
94.886902,0.4025,4.24,16.7,1.1,0.97,0.113,0.334841701,0
