"","rowid","pl_controvflag","pl_pnum","pl_orbper","pl_orbpererr1","pl_orbpererr2","pl_orbperlim","pl_orbsmaxlim","pl_radj","pl_radjerr1","pl_radjerr2","pl_radjlim","pl_ttvflag","pl_kepflag","pl_k2flag","pl_nnotes","ra","dec","st_dist","st_disterr1","st_disterr2","st_distlim","st_optmag","st_optmaglim","gaia_gmag","gaia_gmaglim","st_teff","st_tefferr1","st_tefferr2","st_tefflim","st_mass","st_masserr1","st_masserr2","st_masslim","st_rad","st_raderr1","st_raderr2","st_radlim","pl_tranflag","pl_rvflag","pl_imgflag","pl_astflag","pl_omflag","pl_cbflag","pl_rade","pl_radeerr1","pl_radeerr2","pl_radelim","pl_rads","pl_radserr1","pl_radserr2","pl_radslim","pl_trandur","pl_trandurerr1","pl_trandurerr2","pl_trandurlim","pl_tranmid","pl_tranmiderr1","pl_tranmiderr2","pl_tranmidlim","pl_ratrorlim","pl_disc","pl_status","pl_mnum","pl_st_npar","pl_st_nref","st_rah","st_glon","st_glat","st_elon","st_elat","st_plxlim","gaia_plx","gaia_plxerr1","gaia_plxerr2","gaia_plxlim","gaia_dist","gaia_disterr1","gaia_disterr2","gaia_distlim","st_pmra","st_pmraerr","st_pmralim","st_pmdec","st_pmdecerr","st_pmdeclim","st_pm","st_pmerr","st_pmlim","gaia_pmra","gaia_pmraerr","gaia_pmralim","gaia_pmdec","gaia_pmdecerr","gaia_pmdeclim","gaia_pm","gaia_pmerr","gaia_pmlim","st_logg","st_loggerr1","st_loggerr2","st_logglim","st_metfe","st_metfeerr1","st_metfeerr2","st_metfelim","st_nts","st_nplc","st_nglc","st_nrvc","st_naxa","st_nimg","st_nspec","st_j","st_jerr","st_jlim","st_h","st_herr","st_hlim","st_k","st_kerr","st_klim","st_wise1","st_wise1err","st_wise1lim","st_wise2","st_wise2err","st_wise2lim","st_wise3","st_wise3err","st_wise3lim","st_wise4","st_wise4lim","st_photn","st_jmh2","st_jmh2err","st_jmh2lim","st_hmk2","st_hmk2err","st_hmk2lim","st_jmk2","st_jmk2err","st_jmk2lim","st_colorn"
"2605",2605,0,3,31.781925,0.000105,-0.000105,0,0,0.204,0.031,-0.031,0,0,1,0,1,288.811943,39.770658,549,29.39,-24.83,0,13.828,0,13.791,0,5526,100,-100,0,0.98,0.03,NA,NA,0.9,0.12,-0.12,0,1,0,0,0,0,0,2.29,0.35,-0.35,0,0.021,0.003,-0.003,0,0.161,0.0027,-0.0027,0,2454967.86667,0.00205,-0.00205,0,NA,2014,3,0,41,13,19.25412952,71.321563,12.753856,300.965485,61.203049,0,1.96,0.02,-0.02,0,510.83,4.88,-4.88,0,10,0.054,0,2.9,0,0,10.4,0,0,2.9,0,0,-5.7,0,0,6.5,0,0,4.49,0.15,-0.15,0,0.05,0.099,-0.1,NA,0,0,0,0,0,3,0,12.631,0.023,0,12.315,0.022,0,12.208,0.02,0,12.179,0.023,0,12.218,0.023,0,12.313,0.29,0,8.894,-1,14,0.316,0.032,0,0.107,0.03,0,0.423,0.03,0,5
"2606",2606,0,5,5.90124,1e-04,-1e-04,0,0,0.196,0.018,-0.018,0,1,1,0,1,297.842398,46.574281,303,14,-14,0,16.452,0,15.812,0,3900,200,-200,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,1,0,0,0,0,0,2.2,0.2,-0.2,0,0.02,0.002,-0.002,0,0.088,0.005,-0.005,0,2454974.902,0.008,-0.008,0,0,2011,3,0,86,18,19.85615987,80.539115,9.962315,320.063641,65.246732,0,3.06,0.03,-0.03,0,326.85,3.44,-3.44,0,-8,0.1,0,20,0.056,0,21.5,0.1,0,-13.6,0.1,0,19.6,0.1,0,23.9,0.1,0,4.64,0.3,-0.3,0,0,0.4,-0.4,0,0,0,0,0,0,3,0,13.616,0.023,0,12.901,0.024,0,12.757,0.024,0,12.57,0.023,0,12.6,0.024,0,12.55,0.357,0,9.418,-1,15,0.715,0.033,0,0.144,0.034,0,0.859,0.033,0,5
"2607",2607,0,5,8.7522,3e-04,-3e-04,0,0,0.178,0.018,-0.018,0,1,1,0,1,297.842398,46.574281,303,14,-14,0,16.452,0,15.812,0,3900,200,-200,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,1,0,0,0,0,0,2,0.2,-0.2,0,0.018,0.002,-0.002,0,0.097,0.01,-0.01,0,2454977.378,0.013,-0.013,0,0,2011,3,0,86,18,19.85615987,80.539115,9.962315,320.063641,65.246732,0,3.06,0.03,-0.03,0,326.85,3.44,-3.44,0,-8,0.1,0,20,0.1,0,21.5,0.1,0,-13.6,0.1,0,19.6,0.1,0,23.9,0.1,0,4.64,0.3,-0.3,0,0,0.4,-0.4,0,0,0,0,0,0,3,0,13.616,0.023,0,12.901,0.024,0,12.757,0.024,0,12.57,0.023,0,12.6,0.024,0,12.55,0.357,0,9.418,-1,15,0.715,0.033,0,0.144,0.034,0,0.859,0.033,0,5
"2608",2608,0,5,22.7802,5e-04,-5e-04,0,0,0.241,0.018,-0.018,0,0,1,0,1,297.842398,46.574281,303,14,-14,0,16.452,0,15.812,0,3900,200,-200,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,1,0,0,0,0,0,2.7,0.2,-0.2,0,0.025,0.002,-0.002,0,0.124,0.003,-0.003,0,2454988.211,0.011,-0.011,0,0,2012,3,0,84,20,19.85615987,80.539115,9.962315,320.063641,65.246732,0,3.06,0.03,-0.03,0,326.85,3.44,-3.44,0,-8,0.1,0,20,0.1,0,21.5,0.1,0,-13.6,0.1,0,19.6,0.1,0,23.9,0.1,0,4.64,0.3,-0.3,0,0,0.4,-0.4,0,0,0,0,0,0,3,0,13.616,0.023,0,12.901,0.024,0,12.757,0.024,0,12.57,0.023,0,12.6,0.024,0,12.55,0.357,0,9.418,-1,15,0.715,0.033,0,0.144,0.034,0,0.859,0.033,0,5
"2609",2609,0,5,2.896,3e-04,-3e-04,0,0,0.134,0.009,-0.009,0,0,1,0,1,297.842398,46.574281,303,14,-14,0,16.452,0,15.812,0,3900,200,-200,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,1,0,0,0,0,0,1.5,0.1,-0.1,0,0.014,0.001,-0.001,0,0.053,0.004,-0.004,0,2454966.61,0.03,-0.03,0,0,2012,3,0,80,18,19.85615987,80.539115,9.962315,320.063641,65.246732,0,3.06,0.03,-0.03,0,326.85,3.44,-3.44,0,-8,2.2,0,20,1.9,0,21.5,2,0,-13.6,0.1,0,19.6,0.1,0,23.9,0.1,0,4.64,0.3,-0.3,0,0,0.4,-0.4,0,0,0,0,0,0,3,0,13.616,0.023,0,12.901,0.024,0,12.757,0.024,0,12.57,0.023,0,12.6,0.024,0,12.55,0.357,0,9.418,-1,15,0.715,0.033,0,0.144,0.034,0,0.859,0.033,0,5
"2610",2610,0,5,0.74296,7e-05,-7e-05,0,0,0.073,0.006,-0.006,0,0,1,0,1,297.842398,46.574281,303,14,-14,0,16.452,0,15.812,0,3900,200,-200,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,1,0,0,0,0,0,0.82,0.07,-0.07,0,0.008,0.001,-0.001,0,0.039,0.004,-0.004,0,2454965.54,0.04,-0.04,0,0,2012,3,0,68,18,19.85615987,80.539115,9.962315,320.063641,65.246732,0,3.06,0.03,-0.03,0,326.85,3.44,-3.44,0,-8,0.1,0,20,0.1,0,21.5,0.1,0,-13.6,0.1,0,19.6,0.1,0,23.9,0.1,0,4.64,0.3,-0.3,0,0,0.4,-0.4,0,0,0,0,0,0,3,0,13.616,0.023,0,12.901,0.024,0,12.757,0.024,0,12.57,0.023,0,12.6,0.024,0,12.55,0.357,0,9.418,-1,15,0.715,0.033,0,0.144,0.034,0,0.859,0.033,0,5
"2611",2611,0,2,8.371554,0.000162,-0.000162,0,0,0.102,0.048,-0.048,0,0,1,0,1,293.213548,46.175125,1022,422.15,-189.15,0,13.474,0,13.434,0,6435,200,-200,0,1.23,0.06,NA,NA,1.11,0.52,-0.52,0,1,0,0,0,0,0,1.14,0.54,-0.54,0,0.011,0.005,-0.005,0,0.1683,0.0162,-0.0162,0,2454970.67704,0.01257,-0.01257,0,NA,2014,3,0,31,10,19.54756987,78.665051,12.604002,312.591883,66.215722,0,1.18,0.02,-0.02,0,846.74,11.03,-11.03,0,3.7,0,0,7.6,0,0,8.4,0,0,3.7,0,0,7.6,0,0,8.4,0,0,4.42,0.3,-0.3,0,0.14,0.13,-0.149,NA,0,0,0,0,0,3,0,12.546,0.019,0,12.283,0.021,0,12.307,0.03,0,12.199,0.023,0,12.228,0.022,0,12.213,0.225,0,9.497,-1,14,0.263,0.028,0,-0.024,0.037,0,0.239,0.036,0,5
"2612",2612,0,2,17.934937,0.000281,-0.000281,0,0,0.122,0.057,-0.057,0,0,1,0,1,293.213548,46.175125,1022,422.15,-189.15,0,13.474,0,13.434,0,6435,200,-200,0,1.3,0.2,NA,NA,1.11,0.52,-0.52,0,1,0,0,0,0,0,1.37,0.64,-0.64,0,0.013,0.006,-0.006,0,0.2192,0.0129,-0.0129,0,2454971.2182,0.00801,-0.00801,0,NA,2014,3,0,35,11,19.54756987,78.665051,12.604002,312.591883,66.215722,0,1.18,0.02,-0.02,0,846.74,11.03,-11.03,0,3.7,0,0,7.6,0,0,8.4,0,0,3.7,0,0,7.6,0,0,8.4,0,0,4.42,0.3,-0.3,0,0.05,0.082,-0.08,NA,0,0,0,0,0,3,0,12.546,0.019,0,12.283,0.021,0,12.307,0.03,0,12.199,0.023,0,12.228,0.022,0,12.213,0.225,0,9.497,-1,14,0.263,0.028,0,-0.024,0.037,0,0.239,0.036,0,5
"2613",2613,0,2,4.915379,1e-05,-1e-05,0,0,0.158,0.03,-0.03,0,0,1,0,1,294.453674,44.145756,377,15.04,-13.5,0,12.706,0,12.755,0,5740,100,-100,0,1.2,0.39,NA,NA,1.19,0.23,-0.23,0,1,0,0,0,0,0,1.77,0.34,-0.34,0,0.016,0.003,-0.003,0,0.1135,0.0015,-0.0015,0,2454965.69543,0.00128,-0.00128,0,NA,2014,3,0,37,13,19.63024493,77.217903,10.908261,312.668836,64.006287,0,2.57,0.02,-0.02,0,388.83,3.41,-3.41,0,1.3,0,0,-3.3,0.1,0,3.5,0.1,0,1.3,0,0,-3.3,0.1,0,3.5,0.1,0,4.3,0.15,-0.15,0,0.29,0.113,-0.211,NA,0,0,0,0,0,3,0,11.621,0.021,0,11.3,0.017,0,11.249,0.016,0,11.216,0.023,0,11.257,0.021,0,11.302,0.112,0,9.366,-1,12,0.321,0.027,0,0.051,0.023,0,0.372,0.026,0,5
"2614",2614,0,2,13.093921,2.4e-05,-2.4e-05,0,0,0.207,0.04,-0.04,0,0,1,0,1,294.453674,44.145756,377,15.04,-13.5,0,12.706,0,12.755,0,5740,100,-100,0,0.85,0.2,NA,NA,1.19,0.23,-0.23,0,1,0,0,0,0,0,2.32,0.45,-0.45,0,0.021,0.004,-0.004,0,0.0892,0.0013,-0.0013,0,2454977.52374,0.00109,-0.00109,0,NA,2014,3,0,37,13,19.63024493,77.217903,10.908261,312.668836,64.006287,0,2.57,0.02,-0.02,0,388.83,3.41,-3.41,0,1.3,0,0,-3.3,0.1,0,3.5,0.1,0,1.3,0,0,-3.3,0.1,0,3.5,0.1,0,4.3,0.15,-0.15,0,0.15,0.094,-0.097,NA,0,0,0,0,0,3,0,11.621,0.021,0,11.3,0.017,0,11.249,0.016,0,11.216,0.023,0,11.257,0.021,0,11.302,0.112,0,9.366,-1,12,0.321,0.027,0,0.051,0.023,0,0.372,0.026,0,5
"2615",2615,0,2,1.653888,6e-06,-6e-06,0,0,0.09,0.01,-0.01,0,0,1,0,1,281.348824,44.295242,428,20.65,-16.84,0,13.53,0,13.503,0,5388,100,-100,0,0.95,0.08,NA,NA,0.89,0.1,-0.1,0,1,0,0,0,0,0,1.01,0.11,-0.11,0,0.009,0.001,-0.001,0,0.0697,0.0027,-0.0027,0,2454965.19171,0.00236,-0.00236,0,NA,2014,3,0,40,13,18.75658827,73.51641,19.586757,291.045001,66.907293,0,2.47,0.02,-0.02,0,405.16,2.66,-2.66,0,-7.2,0,0,3.2,0,0,7.9,0,0,-7.2,0,0,3.2,0,0,7.9,0,0,4.5,0.15,-0.15,0,0.2,0.148,-0.13,NA,0,0,0,0,0,3,0,12.246,0.021,0,11.867,0.017,0,11.837,0.015,0,11.759,0.023,0,11.806,0.021,0,11.884,0.171,0,9.469,-1,14,0.379,0.027,0,0.03,0.023,0,0.409,0.026,0,5
"2616",2616,0,2,4.337234,9e-06,-9e-06,0,0,0.149,0.016,-0.016,0,0,1,0,1,281.348824,44.295242,428,20.65,-16.84,0,13.53,0,13.503,0,5388,100,-100,0,0.95,0.04,NA,NA,0.89,0.1,-0.1,0,1,0,0,0,0,0,1.67,0.18,-0.18,0,0.015,0.002,-0.002,0,0.1023,0.0015,-0.0015,0,2454965.84959,0.00123,-0.00123,0,NA,2014,3,0,44,14,18.75658827,73.51641,19.586757,291.045001,66.907293,0,2.47,0.02,-0.02,0,405.16,2.66,-2.66,0,-7.2,0,0,3.2,0,0,7.9,0,0,-7.2,0,0,3.2,0,0,7.9,0,0,4.5,0.15,-0.15,0,0.07,0.08,-0.082,NA,0,0,0,0,0,3,0,12.246,0.021,0,11.867,0.017,0,11.837,0.015,0,11.759,0.023,0,11.806,0.021,0,11.884,0.171,0,9.469,-1,14,0.379,0.027,0,0.03,0.023,0,0.409,0.026,0,5
"2617",2617,0,2,1.678327,3e-06,-3e-06,0,0,0.128,0.025,-0.025,0,0,1,0,1,291.38224,38.127473,473,39.06,-35.2,0,12.722,0,12.658,0,5987,150,-150,0,1.09,0.02,NA,NA,1.18,0.23,-0.23,0,1,0,0,0,0,0,1.43,0.28,-0.28,0,0.013,0.003,-0.003,0,0.0983,0.0014,-0.0014,0,2454969.05307,0.00109,-0.00109,0,NA,2014,3,0,44,13,19.42548269,70.695444,10.240225,303.921471,59.074335,0,2.17,0.03,-0.03,0,460.8,6.66,-6.66,0,11.3,0,0,2.3,0,0,11.5,0,0,12,0,0,-2.7,0,0,12.3,0,0,4.31,0.15,-0.15,0,0.23,0.02,-0.02,NA,0,0,0,0,0,3,0,11.689,0.022,0,11.423,0.022,0,11.354,0.02,0,11.33,0.023,0,11.378,0.021,0,11.362,0.122,0,9.199,-1,14,0.266,0.031,0,0.069,0.03,0,0.335,0.03,0,5
"2618",2618,0,2,3.553822,8e-06,-8e-06,0,0,0.145,0.029,-0.029,0,0,1,0,1,291.38224,38.127473,473,39.06,-35.2,0,12.722,0,12.658,0,5987,150,-150,0,1.11,0.11,NA,NA,1.18,0.23,-0.23,0,1,0,0,0,0,0,1.63,0.32,-0.32,0,0.015,0.003,-0.003,0,0.1271,0.0015,-0.0015,0,2454967.64078,0.00133,-0.00133,0,NA,2014,3,0,46,14,19.42548269,70.695444,10.240225,303.921471,59.074335,0,2.17,0.03,-0.03,0,460.8,6.66,-6.66,0,11.3,0,0,2.3,0,0,11.5,0,0,12,0,0,-2.7,0,0,12.3,0,0,4.31,0.15,-0.15,0,0.24,0.08,-0.08,NA,0,0,0,0,0,3,0,11.689,0.022,0,11.423,0.022,0,11.354,0.02,0,11.33,0.023,0,11.378,0.021,0,11.362,0.122,0,9.199,-1,14,0.266,0.031,0,0.069,0.03,0,0.335,0.03,0,5
"2619",2619,0,2,4.385315,2.5e-05,-2.5e-05,0,0,0.102,0.01,-0.01,0,0,1,0,1,286.471473,49.649021,492,18.69,-17.19,0,14.122,0,14.091,0,5194,100,-100,0,0.88,0.06,NA,NA,0.84,0.07,-0.07,0,1,0,0,0,0,0,1.14,0.11,-0.11,0,0.011,0.001,-0.001,0,0.1037,0.0043,-0.0043,0,2454972.22656,0.00313,-0.00313,0,NA,2014,3,0,37,12,19.0980982,80.092559,18.131601,304.559621,71.11759,0,1.96,0.01,-0.01,0,508.94,3.73,-3.73,0,-2.2,0,0,22.4,0,0,22.5,0,0,-2.2,0,0,22.4,0,0,22.5,0,0,4.53,0.15,-0.15,0,-0.46,0.143,-0.14,NA,0,0,0,0,0,3,0,12.783,0.027,0,12.337,0.031,0,12.291,0.025,0,12.246,0.023,0,12.317,0.022,0,12.622,0.36,0,9.467,-1,14,0.446,0.041,0,0.046,0.04,0,0.492,0.037,0,5
"2620",2620,0,2,51.805612,0.000314,-0.000314,0,0,0.281,0.029,-0.029,0,1,1,0,1,286.471473,49.649021,492,18.69,-17.19,0,14.122,0,14.091,0,5194,100,-100,0,0.86,0.04,NA,NA,0.84,0.07,-0.07,0,1,0,0,0,0,0,3.15,0.33,-0.33,0,0.029,0.003,-0.003,0,0.2745,0.0063,-0.0063,0,2455016.00049,0.00291,-0.00291,0,NA,2014,3,0,39,12,19.0980982,80.092559,18.131601,304.559621,71.11759,0,1.96,0.01,-0.01,0,508.94,3.73,-3.73,0,-2.2,0,0,22.4,0,0,22.5,0,0,-2.2,0,0,22.4,0,0,22.5,0,0,4.53,0.15,-0.15,0,-0.46,0.237,-0.105,NA,0,0,0,0,0,3,0,12.783,0.027,0,12.337,0.031,0,12.291,0.025,0,12.246,0.023,0,12.317,0.022,0,12.622,0.36,0,9.467,-1,14,0.446,0.041,0,0.046,0.04,0,0.492,0.037,0,5
"2621",2621,0,3,4.544439,8e-06,-8e-06,0,0,0.26,0.128,-0.128,0,0,1,0,1,289.835434,49.825626,883,92.89,-64.15,0,15.009,0,15.005,0,5752,200,-200,0,1.05,0.02,NA,NA,1,0.5,-0.5,0,1,0,0,0,0,0,2.91,1.44,-1.44,0,0.027,0.013,-0.013,0,0.0732,0.0016,-0.0016,0,2454967.9001,0.00104,-0.00104,0,NA,2014,3,0,41,13,19.32236227,81.114845,16.181447,310.885926,70.462331,0,1.19,0.02,-0.02,0,843.12,14.79,-14.79,0,-2.7,0,0,1.4,0,0,3,0,0,-2.7,0,0,1.4,0,0,3,0,0,4.41,0.3,-0.3,0,0.07,0.041,-0.038,NA,0,0,0,0,0,3,0,13.806,0.03,0,13.4,0.031,0,13.351,0.035,0,13.327,0.024,0,13.411,0.026,0,12.85,0.429,-1,9.468,-1,14,0.406,0.043,0,0.049,0.047,0,0.455,0.046,0,5
"2622",2622,0,3,12.762172,6.4e-05,-6.4e-05,0,0,0.227,0.112,-0.112,0,0,1,0,1,289.835434,49.825626,883,92.89,-64.15,0,15.009,0,15.005,0,5752,200,-200,0,1.04,0.07,NA,NA,1,0.5,-0.5,0,1,0,0,0,0,0,2.54,1.26,-1.26,0,0.023,0.012,-0.012,0,0.0766,0.0043,-0.0043,0,2454976.73016,0.00342,-0.00342,0,NA,2014,3,0,41,13,19.32236227,81.114845,16.181447,310.885926,70.462331,0,1.19,0.02,-0.02,0,843.12,14.79,-14.79,0,-2.7,0,0,1.4,0,0,3,0,0,-2.7,0,0,1.4,0,0,3,0,0,4.41,0.3,-0.3,0,-0.08,0.162,-0.18,NA,0,0,0,0,0,3,0,13.806,0.03,0,13.4,0.031,0,13.351,0.035,0,13.327,0.024,0,13.411,0.026,0,12.85,0.398,-1,9.468,-1,14,0.406,0.043,0,0.049,0.047,0,0.455,0.046,0,5
"2623",2623,0,3,38.715185,0.00022,-0.00022,0,0,0.249,0.124,-0.124,0,0,1,0,1,289.835434,49.825626,883,92.89,-64.15,0,15.009,0,15.005,0,5752,200,-200,0,1.03,0.34,NA,NA,1,0.5,-0.5,0,1,0,0,0,0,0,2.79,1.39,-1.39,0,0.026,0.013,-0.013,0,0.1441,0.0047,-0.0047,0,2454967.0309,0.00307,-0.00307,0,NA,2014,3,0,41,13,19.32236227,81.114845,16.181447,310.885926,70.462331,0,1.19,0.02,-0.02,0,843.12,14.79,-14.79,0,-2.7,0,0,1.4,0,0,3,0,0,-2.7,0,0,1.4,0,0,3,0,0,4.41,0.3,-0.3,0,0.08,0.12,-0.142,NA,0,0,0,0,0,3,0,13.806,0.03,0,13.4,0.031,0,13.351,0.035,0,13.327,0.024,0,13.411,0.026,0,12.85,0.41,-1,9.468,-1,14,0.406,0.043,0,0.049,0.047,0,0.455,0.046,0,5
"2624",2624,0,3,2.248329,4e-06,-4e-06,0,0,0.136,0.014,-0.014,0,0,1,0,1,294.325546,46.002254,355,11.91,-11.75,0,13.693,0,13.679,0,5105,100,-100,0,0.82,0.03,NA,NA,0.8,0.05,-0.05,0,1,0,0,0,0,0,1.52,0.16,-0.16,0,0.014,0.002,-0.002,0,0.0863,0.0013,-0.0013,0,2454966.42421,0.00115,-0.00115,0,NA,2014,3,0,46,14,19.62170307,78.860204,11.83701,314.166375,65.753022,0,2.02,0.04,-0.04,0,494.3,10.89,-10.89,0,5,0.1,0,6.3,0.1,0,8.1,0.1,0,5,0.1,0,6.3,0.1,0,8.1,0.1,0,4.56,0.15,-0.15,0,0,0.06,-0.06,NA,0,0,0,0,0,3,0,12.229,0.023,0,11.783,0.022,0,11.673,0.019,0,11.59,0.023,0,11.654,0.02,0,11.672,0.131,0,9.301,-1,14,0.446,0.032,0,0.11,0.029,0,0.556,0.03,0,5
"2625",2625,0,3,4.580358,1e-05,-1e-05,0,0,0.125,0.009,-0.009,0,0,1,0,1,294.325546,46.002254,355,11.91,-11.75,0,13.693,0,13.679,0,5105,100,-100,0,0.86,0.03,NA,NA,0.8,0.05,-0.05,0,1,0,0,0,0,0,1.4,0.1,-0.1,0,0.013,0.001,-0.001,0,0.0892,0.0017,-0.0017,0,2454967.07605,0.00134,-0.00134,0,NA,2014,3,0,46,14,19.62170307,78.860204,11.83701,314.166375,65.753022,0,2.02,0.04,-0.04,0,494.3,10.89,-10.89,0,5,0.1,0,6.3,0.1,0,8.1,0.1,0,5,0.1,0,6.3,0.1,0,8.1,0.1,0,4.56,0.15,-0.15,0,-0.03,0.147,-0.183,NA,0,0,0,0,0,3,0,12.229,0.023,0,11.783,0.022,0,11.673,0.019,0,11.59,0.023,0,11.654,0.02,0,11.672,0.131,0,9.301,-1,14,0.446,0.032,0,0.11,0.029,0,0.556,0.03,0,5
"2626",2626,0,3,6.766888,2.3e-05,-2.3e-05,0,0,0.108,0.008,-0.008,0,0,1,0,1,294.325546,46.002254,355,11.91,-11.75,0,13.693,0,13.679,0,5105,100,-100,0,0.85,0.06,NA,NA,0.8,0.05,-0.05,0,1,0,0,0,0,0,1.21,0.09,-0.09,0,0.011,0.001,-0.001,0,0.068,0.0027,-0.0027,0,2454969.61605,0.00219,-0.00219,0,NA,2014,3,0,46,14,19.62170307,78.860204,11.83701,314.166375,65.753022,0,2.02,0.04,-0.04,0,494.3,10.89,-10.89,0,5,0.1,0,6.3,0.1,0,8.1,0.1,0,5,0.1,0,6.3,0.1,0,8.1,0.1,0,4.56,0.15,-0.15,0,-0.25,0.1,-0.11,NA,0,0,0,0,0,3,0,12.229,0.023,0,11.783,0.022,0,11.673,0.019,0,11.59,0.023,0,11.654,0.02,0,11.672,0.131,0,9.301,-1,14,0.446,0.032,0,0.11,0.029,0,0.556,0.03,0,5
"2627",2627,0,3,2.549575,6e-06,-6e-06,0,0,0.099,0.004,-0.004,0,0,1,0,1,292.642372,44.087673,217,11.42,-13.41,0,15.018,0,14.98,0,3799,100,-100,0,0.54,0.05,NA,NA,0.49,0.02,-0.02,0,1,0,0,0,0,0,1.11,0.05,-0.05,0,0.01,0.001,-0.001,0,0.0695,0.0018,-0.0018,0,2454965.60488,0.00128,-0.00128,0,NA,2014,3,0,65,17,19.50949147,76.566205,12.042456,309.836863,64.427307,0,4.1,0.02,-0.02,0,243.68,1.48,-1.48,0,-11.3,0,0,-7.2,0,0,13.4,0,0,-11.3,0,0,-7.2,0,0,13.4,0,0,4.76,0.1,-0.1,0,-0.37,0.04,-0.04,NA,0,0,0,0,0,3,0,12.794,0.022,0,12.11,0.018,0,11.956,0.022,0,11.863,0.023,0,11.867,0.022,0,11.725,0.141,0,9.13,-1,14,0.684,0.028,0,0.154,0.028,0,0.838,0.031,0,5
"2628",2628,0,3,5.212333,1.9e-05,-1.9e-05,0,0,0.092,0.004,-0.004,0,0,1,0,1,292.642372,44.087673,217,11.42,-13.41,0,15.018,0,14.98,0,3799,100,-100,0,0.58,0.04,NA,NA,0.49,0.02,-0.02,0,1,0,0,0,0,0,1.03,0.05,-0.05,0,0.009,0.001,-0.001,0,0.0887,0.0027,-0.0027,0,2454965.70664,0.00219,-0.00219,0,NA,2014,3,0,67,17,19.50949147,76.566205,12.042456,309.836863,64.427307,0,4.1,0.02,-0.02,0,243.68,1.48,-1.48,0,-11.3,0,0,-7.2,0,0,13.4,0,0,-11.3,0,0,-7.2,0,0,13.4,0,0,4.76,0.1,-0.1,0,-0.16,0.165,-0.204,NA,0,0,0,0,0,3,0,12.794,0.022,0,12.11,0.018,0,11.956,0.022,0,11.863,0.023,0,11.867,0.022,0,11.725,0.141,0,9.13,-1,14,0.684,0.028,0,0.154,0.028,0,0.838,0.031,0,5
"2629",2629,0,3,13.969457,3.1e-05,-3.1e-05,0,0,0.154,0.009,-0.009,0,0,1,0,1,292.642372,44.087673,217,11.42,-13.41,0,15.018,0,14.98,0,3799,100,-100,0,0.54,0.04,NA,NA,0.49,0.02,-0.02,0,1,0,0,0,0,0,1.73,0.1,-0.1,0,0.016,0.001,-0.001,0,0.0587,0.0025,-0.0025,0,2454965.17104,0.00126,-0.00126,0,NA,2014,3,0,64,17,19.50949147,76.566205,12.042456,309.836863,64.427307,0,4.1,0.02,-0.02,0,243.68,1.48,-1.48,0,-11.3,0,0,-7.2,0,0,13.4,0,0,-11.3,0,0,-7.2,0,0,13.4,0,0,4.76,0.1,-0.1,0,-0.37,0.072,-0.069,NA,0,0,0,0,0,3,0,12.794,0.022,0,12.11,0.018,0,11.956,0.022,0,11.863,0.023,0,11.867,0.022,0,11.725,0.141,0,9.13,-1,14,0.684,0.028,0,0.154,0.028,0,0.838,0.031,0,5
"2630",2630,0,2,34.921,NA,NA,0,0,0.205,0.086,-0.021,0,1,1,0,1,295.809289,40.008503,2078,521.82,-316.31,0,15.674,0,15.604,0,5914,9,-16,0,1.1,0.05,NA,0,1,0.02,-0.01,0,1,0,0,0,0,0,2.3,0.96,-0.23,0,0.021,0.009,-0.002,0,0.2837,0.004137,-0.0043,NA,2454964.8981,0.00562,-0.00671,NA,NA,2013,3,0,36,12,19.72061924,73.999475,8.070425,311.501037,59.78412,0,0.42,0.03,-0.03,0,2354.42,167.35,-167.35,0,-5.9,0.1,0,-17.7,0.1,0,18.7,0.1,0,-2.8,0.1,0,-5.3,0.1,0,6,0.1,0,4.48,0.04,-0.09,0,0.08,0.079,-0.049,NA,0,0,0,0,0,3,0,14.463,0.032,0,14.194,0.044,0,14.187,0.067,0,14.182,0.028,0,14.443,0.04,0,12.691,0.406,-1,9.121,-1,14,0.269,0.054,0,0.007,0.08,0,0.276,0.074,0,5
"2631",2631,0,2,71.312,NA,NA,0,0,0.482,0.2,-0.048,0,1,1,0,1,295.809289,40.008503,2078,521.82,-316.31,0,15.674,0,15.604,0,5914,200,-200,0,1.1,0.01,NA,0,1,0.36,-0.4,0,1,0,0,0,0,0,5.4,2.24,-0.54,0,0.05,0.021,-0.005,0,0.42021,0.00429,-4e-04,NA,2454980.1036,0.00231,-0.00377,NA,NA,2013,3,0,36,12,19.72061924,73.999475,8.070425,311.501037,59.78412,0,0.42,0.03,-0.03,0,2354.42,167.35,-167.35,0,-5.9,0.1,0,-17.7,0.1,0,18.7,0.1,0,-2.8,0.1,0,-5.3,0.1,0,6,0.1,0,4.48,0.3,-0.3,0,0.19,0.12,-0.12,NA,0,0,0,0,0,3,0,14.463,0.032,0,14.194,0.044,0,14.187,0.067,0,14.182,0.028,0,14.443,0.04,0,12.691,0.407,-1,9.121,-1,14,0.269,0.054,0,0.007,0.08,0,0.276,0.074,0,5
