rowid,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra,dec,st_dist,st_disterr1,st_disterr2,st_optmag,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_rad,st_raderr1,st_raderr2,pl_tranflag,pl_rvflag,pl_radelim,pl_radslim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_st_npar,pl_st_nref,st_rah,st_glon,st_glat,st_elon,st_elat,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_dist,gaia_disterr1,gaia_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_pm,st_pmerr,gaia_pmra,gaia_pmraerr,gaia_pmdec,gaia_pmdecerr,gaia_pm,gaia_pmerr,st_logg,st_loggerr1,st_loggerr2,st_metfe,st_metfeerr1,st_metfeerr2,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4lim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,habitable
1,-0.6648673239478214,-0.027816494782475575,-0.017219821845242494,0.017675363388508704,0.03175803629618515,0.015873015873015876,-0.47191391921863574,-0.15626007412793633,0.15393742958140713,0.02592597038064576,0.4826952936736291,0.5261820900247226,-0.17608012177523746,-0.37870037970849885,0.23922471636106704,0.3276565973475231,0.32857012465052055,0.03534042433539932,-0.1891047943704304,0.1493077368534965,-0.050515576605512376,-0.05328816798137333,-0.15611677374820077,-0.07841920553320318,0.08903121827541512,1.0,-0.7001715791434556,0.015873015873015872,0.015873015873015872,-0.3722560094732123,-0.2624741383369302,0.27557161378000605,-0.5972822377389727,-0.03842614012885221,0.039890294388514706,-0.26092264168289725,-0.19237726281684514,0.48269529389064053,-0.4880568900806425,0.1790035186296506,0.49645523499991867,0.6116424491289663,-0.3108190675832462,-0.22399581870403462,0.21533066015380517,-0.1694148790495533,-0.038528833904936666,0.03536255251751525,-0.03216907927514606,-0.24791065846869537,0.11100754413700503,-0.23704148978418885,-0.23520378326739522,-0.24832948669714305,-0.03301595272667837,-0.11626394349017127,0.11801376018113903,-0.26639581906503085,-0.24001476820316134,-0.13817932699567456,0.1922771049907168,-0.3290964704917656,0.12609221956428363,0.0741730170876986,-0.06362940723438759,0.18393166282241136,0.36289996900076243,-0.08424684185773033,0.03890530302453481,0.36705458035697036,-0.24769987464571813,0.06158463695989177,0.3572451877571193,-0.07340558305210632,0.07292326086499144,0.35080035251419245,-0.3482810830750045,0.10586470474453215,0.35368344484574904,-0.2347075492395109,0.09431084886410931,0.427694221086093,-0.15834415360483586,0.5297595315709974,0.3869043272540085,-0.6585822565634198,-0.20931748170460387,-0.10171173963999135,-0.02245066275334686,-0.13259808764228848,-0.08352118275990772,0.012451214827019039,-0.25779635934327505,-0.08778792048521651,-0.04361730536765577,0.0
